additive_mass_fraction,calibrated_uncertainty,cas_number,comparison_eligible,complete_grid,expected_condition_count,experimental_winner,failure_counts,handling_approved,maximum_model_spread_delta_h_ratio,maximum_storage_bubble_pressure_ratio,maximum_viscosity_ratio_proxy,minimum_paired_delta_h_ratio,model_spread_is_uncertainty,name,pair_id,paired_condition_count,smiles
0.0486666666667,,67-64-1,True,True,6,False,{},False,0.008511592755091502,3.335896225015954,0.9828552459526221,0.9625910838392162,False,acetone,water-CSCPPACGZOOCGX-UHFFFAOYSA-N,6,CC(C)=O
0.068,,67-64-1,True,True,6,False,{},False,0.01162203739610923,4.009066237614278,0.9757961937131224,0.9478398031715446,False,acetone,water-CSCPPACGZOOCGX-UHFFFAOYSA-N,6,CC(C)=O
0.0873333333333,,67-64-1,True,True,6,False,{},False,0.014603815489108718,4.5721255479419805,0.968589661052767,0.9331465515799715,False,acetone,water-CSCPPACGZOOCGX-UHFFFAOYSA-N,6,CC(C)=O
0.106666666667,,67-64-1,True,True,6,False,{},False,0.017472532031612475,5.0430420442996455,0.9612311817382462,0.9185084726606041,False,acetone,water-CSCPPACGZOOCGX-UHFFFAOYSA-N,6,CC(C)=O
0.126,,67-64-1,True,True,6,False,{},False,0.048793333062657096,5.436884105924303,0.9537161199216865,0.9039227582394989,False,acetone,water-CSCPPACGZOOCGX-UHFFFAOYSA-N,6,CC(C)=O
0.135666666667,,67-64-1,True,True,6,False,{},False,0.09358728726580234,5.608940059106465,0.9498983737486796,0.8966486731222991,False,acetone,water-CSCPPACGZOOCGX-UHFFFAOYSA-N,6,CC(C)=O
0.145333333333,,67-64-1,True,True,6,False,{},False,0.12579408482254817,5.7663081378639705,0.9460396630297598,0.8893866474537857,False,acetone,water-CSCPPACGZOOCGX-UHFFFAOYSA-N,6,CC(C)=O
0.155,,67-64-1,True,True,6,False,{},False,0.1201663582506769,5.910259471148391,0.9421393573713278,0.8821363433697567,False,acetone,water-CSCPPACGZOOCGX-UHFFFAOYSA-N,6,CC(C)=O
0.164666666667,,67-64-1,True,True,6,False,{},False,0.11471346444092778,6.041960802214336,0.9381968144017468,0.8748974258539369,False,acetone,water-CSCPPACGZOOCGX-UHFFFAOYSA-N,6,CC(C)=O
0.174333333333,,67-64-1,True,True,6,False,{},False,0.10943149260268292,6.162483453994279,0.934211379526636,0.8676695627086717,False,acetone,water-CSCPPACGZOOCGX-UHFFFAOYSA-N,6,CC(C)=O
0.184,,67-64-1,True,True,6,False,{},False,0.10431726295774979,6.272811491553921,0.930182385680411,0.8604524245259609,False,acetone,water-CSCPPACGZOOCGX-UHFFFAOYSA-N,6,CC(C)=O
0.203333333333,,67-64-1,True,True,6,False,{},False,0.09457707037612906,6.466427642751881,0.9219909889594067,0.8460490192267681,False,acetone,water-CSCPPACGZOOCGX-UHFFFAOYSA-N,6,CC(C)=O
0.222666666667,,67-64-1,True,True,6,False,{},False,0.08546429668964439,6.629203120890738,0.9136170287072295,0.8316846295485184,False,acetone,water-CSCPPACGZOOCGX-UHFFFAOYSA-N,6,CC(C)=O
0.242,,67-64-1,True,True,6,False,{},False,0.0769514131119855,6.766547996932309,0.9050546934821573,0.8173567181079346,False,acetone,water-CSCPPACGZOOCGX-UHFFFAOYSA-N,6,CC(C)=O
0.261333333333,,67-64-1,True,True,6,False,{},False,0.06901144780400426,6.883046504382458,0.8962979474582515,0.8030627897576214,False,acetone,water-CSCPPACGZOOCGX-UHFFFAOYSA-N,6,CC(C)=O
0.280666666667,,67-64-1,True,True,6,False,{},False,0.061618181454274,6.982588716331237,0.8873405218021133,0.7888003908375768,False,acetone,water-CSCPPACGZOOCGX-UHFFFAOYSA-N,6,CC(C)=O
0.3,,67-64-1,True,True,6,False,{},False,0.0547461175611188,7.068480476804248,0.8781759059379247,0.7745671084664295,False,acetone,water-CSCPPACGZOOCGX-UHFFFAOYSA-N,6,CC(C)=O
0.0001,,123-86-4,True,True,6,False,{},False,2.9760786005361695e-05,1.0134200757735674,0.9999949875405951,0.9999150826916532,False,butyl acetate,water-DKPFZGUDAPQIHT-UHFFFAOYSA-N,6,CCCCOC(C)=O
0.000177827941004,,123-86-4,True,True,6,False,{},False,5.291473948310088e-05,1.0238399973278947,0.9999910858778175,0.9998489955261166,False,butyl acetate,water-DKPFZGUDAPQIHT-UHFFFAOYSA-N,6,CCCCOC(C)=O
0.000316227766017,,123-86-4,True,True,6,False,{},False,9.407110102632732e-05,1.0423163579966246,0.9999841464009462,0.9997314788948283,False,butyl acetate,water-DKPFZGUDAPQIHT-UHFFFAOYSA-N,6,CCCCOC(C)=O
