cas_number,inchi_key,models,name,pair_id,procurement_verified,smiles
180-43-8,NECLQTPQJZSWOE-UHFFFAOYSA-N,"[""unifac_dortmund""]",spiro[5.5]undecane,water-NECLQTPQJZSWOE-UHFFFAOYSA-N,False,C1CCC2(CC1)CCCCC2
18012-46-9,ZMCCSKLGOXNRGF-XCADPSHZSA-N,"[""unifac_dortmund""]","trans bicyclo[6.1.0]nona-2,4,6-triene",water-ZMCCSKLGOXNRGF-XCADPSHZSA-N,False,C1=C\C=C/C2CC2\C=C/1
18020-65-0,VLCAYQIMSMPEBW-UHFFFAOYSA-N,"[""unifac_dortmund""]",methyl 3-hydroxy-2-methylenebutyrate,water-VLCAYQIMSMPEBW-UHFFFAOYSA-N,False,C=C(C(=O)OC)C(C)O
18031-40-8,RUMOYJJNUMEFDD-SNVBAGLBSA-N,"[""unifac_dortmund""]",(-)-perillaaldehyde,water-RUMOYJJNUMEFDD-SNVBAGLBSA-N,False,C=C(C)[C@@H]1CC=C(C=O)CC1
18060-77-0,AABBHSMFGKYLKE-UHFFFAOYSA-N,"[""unifac_dortmund""]",isopropyl crotonate,water-AABBHSMFGKYLKE-UHFFFAOYSA-N,False,CC=CC(=O)OC(C)C
18068-06-9,PFTGXSGDFZZZFY-UHFFFAOYSA-N,"[""unifac_dortmund""]",4-methoxycyclohexanol,water-PFTGXSGDFZZZFY-UHFFFAOYSA-N,False,COC1CCC(O)CC1
1808-09-9,KWMKLXOPDTWVIT-UHFFFAOYSA-N,"[""unifac_dortmund""]","cyclohexene,3-cyclohexyl-",water-KWMKLXOPDTWVIT-UHFFFAOYSA-N,False,C1=CC(C2CCCCC2)CCC1
18085-02-4,MWWXARALRVYLAE-UHFFFAOYSA-N,"[""unifac_dortmund""]","3,4-diacetoxy-1-butene",water-MWWXARALRVYLAE-UHFFFAOYSA-N,False,C=CC(COC(C)=O)OC(C)=O
18094-01-4,VNBHQOHLCULRDN-UHFFFAOYSA-N,"[""unifac_dortmund""]",2-methyl-1-tridecene,water-VNBHQOHLCULRDN-UHFFFAOYSA-N,False,C=C(C)CCCCCCCCCCC
181-15-7,ZDNANLAHKKNCTC-UHFFFAOYSA-N,"[""unifac_dortmund""]",spiro[5.6]dodecane,water-ZDNANLAHKKNCTC-UHFFFAOYSA-N,False,C1CCCC2(CC1)CCCCC2
1812-51-7,DLMYHUARHITGIJ-UHFFFAOYSA-N,"[""unifac_dortmund""]","biphenyl, 2-ethyl-",water-DLMYHUARHITGIJ-UHFFFAOYSA-N,False,CCc1ccccc1-c1ccccc1
181258-87-7,KDPSHFVSTJYAJQ-UHFFFAOYSA-N,"[""unifac_dortmund""]","cyclohexane, 1-(1,1-dimethylpropyl)-4-ethoxy-, cis-",water-KDPSHFVSTJYAJQ-UHFFFAOYSA-N,False,CCOC1CCC(C(C)(C)CC)CC1
18126-38-0,FZOJSMSNVKNZQH-UHFFFAOYSA-N,"[""unifac_dortmund""]",2-(1-methylallyl)cyclohex-3-ene-1-carbaldehyde,water-FZOJSMSNVKNZQH-UHFFFAOYSA-N,False,C=CC(C)C1C=CCCC1C=O
1817-89-6,XFKPOLRDQWCGPV-UHFFFAOYSA-N,"[""unifac_dortmund""]",2-ethoxypentane,water-XFKPOLRDQWCGPV-UHFFFAOYSA-N,False,CCCC(C)OCC
18172-67-3,WTARULDDTDQWMU-IUCAKERBSA-N,"[""unifac_dortmund""]",(-)-beta-pinene,water-WTARULDDTDQWMU-IUCAKERBSA-N,False,C=C1CC[C@H]2C[C@@H]1C2(C)C
1818-07-1,ZPIRTVJRHUMMOI-UHFFFAOYSA-N,"[""unifac_dortmund""]","benzene, (octyloxy)-",water-ZPIRTVJRHUMMOI-UHFFFAOYSA-N,False,CCCCCCCCOc1ccccc1
18216-74-5,UBTPKYDISLNBLJ-UHFFFAOYSA-N,"[""unifac_dortmund""]",5-phenylhexan-2-one,water-UBTPKYDISLNBLJ-UHFFFAOYSA-N,False,CC(=O)CCC(C)c1ccccc1
18217-12-4,WYDAUGNQLUXTFB-UHFFFAOYSA-N,"[""unifac_dortmund""]",5-methyl-2-heptanone,water-WYDAUGNQLUXTFB-UHFFFAOYSA-N,False,CCC(C)CCC(C)=O
18218-27-4,GECKEGSNKRNFFT-UHFFFAOYSA-N,"[""unifac_dortmund""]",3-methylenecyclobutylacetate,water-GECKEGSNKRNFFT-UHFFFAOYSA-N,False,C=C1CC(OC(C)=O)C1
18231-53-3,KQRPZENSXZIOQO-UHFFFAOYSA-N,"[""unifac_dortmund""]","1-butene, 2-ethyl-3,3-dimethyl",water-KQRPZENSXZIOQO-UHFFFAOYSA-N,False,C=C(CC)C(C)(C)C
18272-71-4,XGEOZYQKQHPUFZ-UHFFFAOYSA-N,"[""unifac_dortmund""]","benzene, 1-methoxy-2-(1-methylpropyl)-",water-XGEOZYQKQHPUFZ-UHFFFAOYSA-N,False,CCC(C)c1ccccc1OC
18272-84-9,PRBLRGZSVKMPDX-UHFFFAOYSA-N,"[""unifac_dortmund""]",1-butyl-4-methoxybenzene,water-PRBLRGZSVKMPDX-UHFFFAOYSA-N,False,CCCCc1ccc(OC)cc1
