cas_number,inchi_key,models,name,pair_id,procurement_verified,smiles
62185-25-5,JABLMQZBFVBNBS-UHFFFAOYSA-N,"[""unifac_dortmund""]",4-methyl-4-tert-butylheptane,water-JABLMQZBFVBNBS-UHFFFAOYSA-N,False,CCCC(C)(CCC)C(C)(C)C
62185-27-7,VENQCMDSFBOTMS-UHFFFAOYSA-N,"[""unifac_dortmund""]",3-ethyl-4-isopropylheptane,water-VENQCMDSFBOTMS-UHFFFAOYSA-N,False,CCCC(C(C)C)C(CC)CC
62185-29-9,KNTFAYXQHRNXSM-UHFFFAOYSA-N,"[""unifac_dortmund""]","2,2,3,4-tetramethyl-3-pentanol",water-KNTFAYXQHRNXSM-UHFFFAOYSA-N,False,CC(C)C(C)(O)C(C)(C)C
62185-30-2,AZUDVOIXPNEOLR-UHFFFAOYSA-N,"[""unifac_dortmund""]","2,3-dimethyl-4-propylheptane",water-AZUDVOIXPNEOLR-UHFFFAOYSA-N,False,CCCC(CCC)C(C)C(C)C
62185-31-3,FDVJFPZZPSPQAO-UHFFFAOYSA-N,"[""unifac_dortmund""]","2,4-dimethyl-4-propylheptane",water-FDVJFPZZPSPQAO-UHFFFAOYSA-N,False,CCCC(C)(CCC)CC(C)C
62185-32-4,PJXVVWKRCASATD-UHFFFAOYSA-N,"[""unifac_dortmund""]","2,5-dimethyl-4-propylheptane",water-PJXVVWKRCASATD-UHFFFAOYSA-N,False,CCCC(CC(C)C)C(C)CC
62185-33-5,UFJZYHSURMZROL-UHFFFAOYSA-N,"[""unifac_dortmund""]","2,6-dimethyl-4-propylheptane",water-UFJZYHSURMZROL-UHFFFAOYSA-N,False,CCCC(CC(C)C)CC(C)C
62185-34-6,XVWBLUKOUJTCDO-UHFFFAOYSA-N,"[""unifac_dortmund""]","3,3-dimethyl-4-propylheptane",water-XVWBLUKOUJTCDO-UHFFFAOYSA-N,False,CCCC(CCC)C(C)(C)CC
62185-35-7,UGSAJWKYCFFZRD-UHFFFAOYSA-N,"[""unifac_dortmund""]","3,4-dimethyl-4-propylheptane",water-UGSAJWKYCFFZRD-UHFFFAOYSA-N,False,CCCC(C)(CCC)C(C)CC
62185-36-8,GKVRDSIZILZQJE-UHFFFAOYSA-N,"[""unifac_dortmund""]","3,5-dimethyl-4-propylheptane",water-GKVRDSIZILZQJE-UHFFFAOYSA-N,False,CCCC(C(C)CC)C(C)CC
62185-37-9,XPOSVKCTMHOWTN-UHFFFAOYSA-N,"[""unifac_dortmund""]","2,2-dimethyl-3-isopropylheptane",water-XPOSVKCTMHOWTN-UHFFFAOYSA-N,False,CCCCC(C(C)C)C(C)(C)C
62185-38-0,HFRVMJCEWUXCMP-UHFFFAOYSA-N,"[""unifac_dortmund""]","2,2-dimethyl-4-isopropylheptane",water-HFRVMJCEWUXCMP-UHFFFAOYSA-N,False,CCCC(CC(C)(C)C)C(C)C
62185-39-1,IAWDNHPMOJTEEN-UHFFFAOYSA-N,"[""unifac_dortmund""]","2,3-dimethyl-3-isopropylheptane",water-IAWDNHPMOJTEEN-UHFFFAOYSA-N,False,CCCCC(C)(C(C)C)C(C)C
62185-40-4,GEQDAUMUCVOARW-UHFFFAOYSA-N,"[""unifac_dortmund""]","2,3-dimethyl-4-isopropylheptane",water-GEQDAUMUCVOARW-UHFFFAOYSA-N,False,CCCC(C(C)C)C(C)C(C)C
62185-41-5,MWVRZCOXSIAHLW-UHFFFAOYSA-N,"[""unifac_dortmund""]","2,4-dimethyl-3-isopropylheptane",water-MWVRZCOXSIAHLW-UHFFFAOYSA-N,False,CCCC(C)C(C(C)C)C(C)C
62185-42-6,MTPOSRQPOBWFQC-UHFFFAOYSA-N,"[""unifac_dortmund""]","2,4-dimethyl-4-isopropylheptane",water-MTPOSRQPOBWFQC-UHFFFAOYSA-N,False,CCCC(C)(CC(C)C)C(C)C
62185-43-7,XSKMFUBSJXETFW-UHFFFAOYSA-N,"[""unifac_dortmund""]","2,5-dimethyl-3-isopropylheptane",water-XSKMFUBSJXETFW-UHFFFAOYSA-N,False,CCC(C)CC(C(C)C)C(C)C
62185-44-8,OOYWQZAQFKOCKA-UHFFFAOYSA-N,"[""unifac_dortmund""]","2,5-dimethyl-4-isopropylheptane",water-OOYWQZAQFKOCKA-UHFFFAOYSA-N,False,CCC(C)C(CC(C)C)C(C)C
62185-45-9,NOAGKIODSFDOTA-UHFFFAOYSA-N,"[""unifac_dortmund""]","2,6-dimethyl-3-isopropylheptane",water-NOAGKIODSFDOTA-UHFFFAOYSA-N,False,CC(C)CCC(C(C)C)C(C)C
62185-46-0,MACIOLXBYDNTTI-UHFFFAOYSA-N,"[""unifac_dortmund""]","3,3-dimethyl-4-isopropylheptane",water-MACIOLXBYDNTTI-UHFFFAOYSA-N,False,CCCC(C(C)C)C(C)(C)CC
62185-47-1,QFKXRROMVRXZIF-UHFFFAOYSA-N,"[""unifac_dortmund""]","3,4-dimethyl-4-isopropylheptane",water-QFKXRROMVRXZIF-UHFFFAOYSA-N,False,CCCC(C)(C(C)C)C(C)CC
62198-55-4,QDWZIZQKVLESDK-UHFFFAOYSA-N,"[""unifac_dortmund""]","2,3,4-trimethyl-4-ethylheptane",water-QDWZIZQKVLESDK-UHFFFAOYSA-N,False,CCCC(C)(CC)C(C)C(C)C
62198-56-5,URFFXJPJMCMXFR-UHFFFAOYSA-N,"[""unifac_dortmund""]","2,3,4-trimethyl-5-ethylheptane",water-URFFXJPJMCMXFR-UHFFFAOYSA-N,False,CCC(CC)C(C)C(C)C(C)C
62198-57-6,QHACFORXSGHTJG-UHFFFAOYSA-N,"[""unifac_dortmund""]","2,3,5-trimethyl-3-ethylheptane",water-QHACFORXSGHTJG-UHFFFAOYSA-N,False,CCC(C)CC(C)(CC)C(C)C
62198-58-7,UEZAASCWBAVHRO-UHFFFAOYSA-N,"[""unifac_dortmund""]","2,3,5-trimethyl-4-ethylheptane",water-UEZAASCWBAVHRO-UHFFFAOYSA-N,False,CCC(C)C(CC)C(C)C(C)C
62198-59-8,LTSLSBVPXXAMBM-UHFFFAOYSA-N,"[""unifac_dortmund""]","2,3,5-trimethyl-5-ethylheptane",water-LTSLSBVPXXAMBM-UHFFFAOYSA-N,False,CCC(C)(CC)CC(C)C(C)C
62198-60-1,KOVQAKVRXODFNL-UHFFFAOYSA-N,"[""unifac_dortmund""]","2,3,6-trimethyl-3-ethylheptane",water-KOVQAKVRXODFNL-UHFFFAOYSA-N,False,CCC(C)(CCC(C)C)C(C)C
62198-61-2,RBVKVRIWSQSXPO-UHFFFAOYSA-N,"[""unifac_dortmund""]","2,3,6-trimethyl-4-ethylheptane",water-RBVKVRIWSQSXPO-UHFFFAOYSA-N,False,CCC(CC(C)C)C(C)C(C)C
62198-62-3,JXCQTSFHNKTOLJ-UHFFFAOYSA-N,"[""unifac_dortmund""]","2,3,6-trimethyl-5-ethylheptane",water-JXCQTSFHNKTOLJ-UHFFFAOYSA-N,False,CCC(CC(C)C(C)C)C(C)C
62198-63-4,BNFUBMCCIACHFX-UHFFFAOYSA-N,"[""unifac_dortmund""]","heptane, 3-ethyl-2,4,4-trimethyl-",water-BNFUBMCCIACHFX-UHFFFAOYSA-N,False,CCCC(C)(C)C(CC)C(C)C
62198-64-5,YSCJXRHNKUXHLH-UHFFFAOYSA-N,"[""unifac_dortmund""]","2,4,4-trimethyl-5-ethylheptane",water-YSCJXRHNKUXHLH-UHFFFAOYSA-N,False,CCC(CC)C(C)(C)CC(C)C
62198-65-6,JFKSTTDMBQAPCT-UHFFFAOYSA-N,"[""unifac_dortmund""]","2,4,5-trimethyl-3-ethylheptane",water-JFKSTTDMBQAPCT-UHFFFAOYSA-N,False,CCC(C)C(C)C(CC)C(C)C
62198-66-7,HSVLOEWHJNAWLC-UHFFFAOYSA-N,"[""unifac_dortmund""]","2,4,5-trimethyl-4-ethylheptane",water-HSVLOEWHJNAWLC-UHFFFAOYSA-N,False,CCC(C)C(C)(CC)CC(C)C
62198-67-8,JAUBFUIZENVVAG-UHFFFAOYSA-N,"[""unifac_dortmund""]","2,4,5-trimethyl-5-ethylheptane",water-JAUBFUIZENVVAG-UHFFFAOYSA-N,False,CCC(C)(CC)C(C)CC(C)C
62198-68-9,KQBJYFJWQOUHCI-UHFFFAOYSA-N,"[""unifac_dortmund""]","2,4,6-trimethyl-3-ethylheptane",water-KQBJYFJWQOUHCI-UHFFFAOYSA-N,False,CCC(C(C)C)C(C)CC(C)C
62198-69-0,LPNPQCHEMXFBSW-UHFFFAOYSA-N,"[""unifac_dortmund""]","2,4,6-trimethyl-4-ethylheptane",water-LPNPQCHEMXFBSW-UHFFFAOYSA-N,False,CCC(C)(CC(C)C)CC(C)C
62198-70-3,MARFNXCIPCRAJU-UHFFFAOYSA-N,"[""unifac_dortmund""]","2,5,5-trimethyl-3-ethylheptane",water-MARFNXCIPCRAJU-UHFFFAOYSA-N,False,CCC(CC(C)(C)CC)C(C)C
