available_model_count,candidate_id,cas_number,evidence_tier,experimental_winner,full_profile_evaluated,heat_coverage_min,mass_fraction,mass_ratio_vs_heos_water,model_relative_spread,name,pair_id,profile_hash,quadrature_node_count,qualification,rankable,relative_change_refined_to_exact,stage,status,successful_model_count,within_quadrature_tolerance,worst_model_mass_kg
1,a052fac520d5673347e19e71,33701-58-5,single_model_exploratory,False,False,0.0,0.108333333333,,,33701-58-5,water-PJNTWHFGDZQPOJ-UHFFFAOYSA-N,74ab06a76bc6ab06899449c4b4aed297759eadf8574e4df475ae5f36757b0e21,24,,False,,coarse,incomplete_models_or_reference,0,,
1,6e25fc3244e5c789d6211df6,33701-58-5,single_model_exploratory,False,False,0.0,0.128,,,33701-58-5,water-PJNTWHFGDZQPOJ-UHFFFAOYSA-N,74ab06a76bc6ab06899449c4b4aed297759eadf8574e4df475ae5f36757b0e21,24,,False,,coarse,incomplete_models_or_reference,0,,
1,79eb3648e39341a4f7e9b480,33701-58-5,single_model_exploratory,False,False,0.0,0.147666666667,,,33701-58-5,water-PJNTWHFGDZQPOJ-UHFFFAOYSA-N,74ab06a76bc6ab06899449c4b4aed297759eadf8574e4df475ae5f36757b0e21,24,,False,,coarse,incomplete_models_or_reference,0,,
1,e48a0c6e486f86d673fc0d59,33701-58-5,single_model_exploratory,False,False,0.0,0.167333333333,,,33701-58-5,water-PJNTWHFGDZQPOJ-UHFFFAOYSA-N,74ab06a76bc6ab06899449c4b4aed297759eadf8574e4df475ae5f36757b0e21,24,,False,,coarse,incomplete_models_or_reference,0,,
1,349129e5e9e01ea71f8dc3ea,33701-58-5,single_model_exploratory,False,False,0.0,0.187,,,33701-58-5,water-PJNTWHFGDZQPOJ-UHFFFAOYSA-N,74ab06a76bc6ab06899449c4b4aed297759eadf8574e4df475ae5f36757b0e21,24,,False,,coarse,incomplete_models_or_reference,0,,
1,3f0b3863dc681138b9b3b03b,33701-58-5,single_model_exploratory,False,False,0.0,0.206666666667,,,33701-58-5,water-PJNTWHFGDZQPOJ-UHFFFAOYSA-N,74ab06a76bc6ab06899449c4b4aed297759eadf8574e4df475ae5f36757b0e21,24,,False,,coarse,incomplete_models_or_reference,0,,
1,9236157ddd94aa347c787bdb,33701-58-5,single_model_exploratory,False,False,0.0,0.226333333333,,,33701-58-5,water-PJNTWHFGDZQPOJ-UHFFFAOYSA-N,74ab06a76bc6ab06899449c4b4aed297759eadf8574e4df475ae5f36757b0e21,24,,False,,coarse,incomplete_models_or_reference,0,,
1,c414329ea9c3cd1e7c6d3b73,33701-58-5,single_model_exploratory,False,False,0.0,0.246,,,33701-58-5,water-PJNTWHFGDZQPOJ-UHFFFAOYSA-N,74ab06a76bc6ab06899449c4b4aed297759eadf8574e4df475ae5f36757b0e21,24,,False,,coarse,incomplete_models_or_reference,0,,
1,1bbe5fe4ef9a3af40504719b,33701-58-5,single_model_exploratory,False,False,0.0,0.265666666667,,,33701-58-5,water-PJNTWHFGDZQPOJ-UHFFFAOYSA-N,74ab06a76bc6ab06899449c4b4aed297759eadf8574e4df475ae5f36757b0e21,24,,False,,coarse,incomplete_models_or_reference,0,,
1,d1bf84443cc25894b86ad1d2,33701-58-5,single_model_exploratory,False,False,0.0,0.285333333333,,,33701-58-5,water-PJNTWHFGDZQPOJ-UHFFFAOYSA-N,74ab06a76bc6ab06899449c4b4aed297759eadf8574e4df475ae5f36757b0e21,24,,False,,coarse,incomplete_models_or_reference,0,,
