cas_number,inchi_key,models,name,pair_id,procurement_verified,smiles
6008-27-1,FTXUQEKXCJSWMO-UHFFFAOYSA-N,"[""unifac_dortmund""]",nonalactone,water-FTXUQEKXCJSWMO-UHFFFAOYSA-N,False,O=C1CCCCCCCCO1
60096-09-5,NNYOSLMHXUVJJH-UHFFFAOYSA-N,"[""unifac_dortmund""]","1,5-heptanediol",water-NNYOSLMHXUVJJH-UHFFFAOYSA-N,False,CCC(O)CCCCO
60222-99-3,ONXNQYXHEAKENV-UHFFFAOYSA-N,"[""unifac_dortmund""]",(3-ethoxypropyl)benzene,water-ONXNQYXHEAKENV-UHFFFAOYSA-N,False,CCOCCCc1ccccc1
60250-80-8,KQOAGTHDNCRFCU-UHFFFAOYSA-N,"[""unifac_dortmund""]",2-methylhexyl methacrylate,water-KQOAGTHDNCRFCU-UHFFFAOYSA-N,False,C=C(C)C(=O)OCC(C)CCCC
60302-21-8,MDOHZJRFNISIIH-UHFFFAOYSA-N,"[""unifac_dortmund""]",4-tert-butylheptane,water-MDOHZJRFNISIIH-UHFFFAOYSA-N,False,CCCC(CCC)C(C)(C)C
60302-23-0,JQFZWBZEZYOCQL-UHFFFAOYSA-N,"[""unifac_dortmund""]","2,2,4,4,5-pentamethylhexane",water-JQFZWBZEZYOCQL-UHFFFAOYSA-N,False,CC(C)C(C)(C)CC(C)(C)C
60302-24-1,YFGLJPQISFJQSO-UHFFFAOYSA-N,"[""unifac_dortmund""]","2,2,3,3,5,5-hexamethylhexane",water-YFGLJPQISFJQSO-UHFFFAOYSA-N,False,CC(C)(C)CC(C)(C)C(C)(C)C
60302-27-4,JKJQSSSRSKPVEM-UHFFFAOYSA-N,"[""unifac_dortmund""]","pentane, 2,2,3,3,4,4-hexamethyl-",water-JKJQSSSRSKPVEM-UHFFFAOYSA-N,False,CC(C)(C)C(C)(C)C(C)(C)C
60302-28-5,KCQSYGZVYTYSLG-UHFFFAOYSA-N,"[""unifac_dortmund""]","2,2-dimethyl-3,3-diethylpentane",water-KCQSYGZVYTYSLG-UHFFFAOYSA-N,False,CCC(CC)(CC)C(C)(C)C
6031-02-3,CYBSWFUWEZFKNJ-UHFFFAOYSA-N,"[""unifac_dortmund""]",2-phenylhexane,water-CYBSWFUWEZFKNJ-UHFFFAOYSA-N,False,CCCCC(C)c1ccccc1
6032-29-7,JYVLIDXNZAXMDK-UHFFFAOYSA-N,"[""unifac_dortmund""]",2-pentanol,water-JYVLIDXNZAXMDK-UHFFFAOYSA-N,False,CCCC(C)O
6033-23-4,CETWDUZRCINIHU-ZETCQYMHSA-N,"[""unifac_dortmund""]",(s)-(+)-2-heptanol,water-CETWDUZRCINIHU-ZETCQYMHSA-N,False,CCCCC[C@H](C)O
6033-24-5,CETWDUZRCINIHU-SSDOTTSWSA-N,"[""unifac_dortmund""]",(r)-(-)-2-heptanol,water-CETWDUZRCINIHU-SSDOTTSWSA-N,False,CCCCC[C@@H](C)O
60415-61-4,DJOCFLQKCMWABC-UHFFFAOYSA-N,"[""unifac_dortmund""]",2-pentyl butyrate,water-DJOCFLQKCMWABC-UHFFFAOYSA-N,False,CCCC(=O)OC(C)CCC
60435-70-3,QZESEQBMSFFHRY-UHFFFAOYSA-N,"[""unifac_dortmund""]",2-methyl-1-heptanol,water-QZESEQBMSFFHRY-UHFFFAOYSA-N,False,CCCCCC(C)CO
60437-19-6,OJDRPIWXVLQYBO-UHFFFAOYSA-N,"[""unifac_dortmund""]","2,5,9-trimethyldeca-2,4,8-trienal",water-OJDRPIWXVLQYBO-UHFFFAOYSA-N,False,CC(C)=CCCC(C)=CC=C(C)C=O
6044-68-4,OBWGMYALGNDUNM-UHFFFAOYSA-N,"[""unifac_dortmund""]",acrolein dimethyl acetal,water-OBWGMYALGNDUNM-UHFFFAOYSA-N,False,C=CC(OC)OC
6047-69-4,NKEQCTWCOZGWSY-UHFFFAOYSA-N,"[""unifac_dortmund""]",1-Methyl-2-(3-penten-1-yl)benzene,water-NKEQCTWCOZGWSY-UHFFFAOYSA-N,False,CC=CCCc1ccccc1C
60498-06-8,XBVRONSHRYAOJQ-UHFFFAOYSA-N,"[""unifac_dortmund""]","tetracyclo[3.3.2.02,4.06,8]dec-9-ene",water-XBVRONSHRYAOJQ-UHFFFAOYSA-N,False,C1=CC2C3CC3C1C1CC21
605-01-6,JREJWHNDQOGSQT-UHFFFAOYSA-N,"[""unifac_dortmund""]",pentaethylbenzene,water-JREJWHNDQOGSQT-UHFFFAOYSA-N,False,CCc1cc(CC)c(CC)c(CC)c1CC
605-39-0,ABMKWMASVFVTMD-UHFFFAOYSA-N,"[""unifac_dortmund""]","2,2'-dimethylbiphenyl",water-ABMKWMASVFVTMD-UHFFFAOYSA-N,False,Cc1ccccc1-c1ccccc1C
