available_model_count,candidate_id,cas_number,evidence_tier,experimental_winner,full_profile_evaluated,heat_coverage_min,mass_fraction,mass_ratio_vs_heos_water,model_relative_spread,name,pair_id,profile_hash,quadrature_node_count,qualification,rankable,relative_change_refined_to_exact,stage,status,successful_model_count,within_quadrature_tolerance,worst_model_mass_kg
1,f89b099dbb64d809661a4f66,7774-82-5,single_model_exploratory,False,False,0.0,0.128,,,tridecenal,water-VMUNAKQXJLHODT-UHFFFAOYSA-N,74ab06a76bc6ab06899449c4b4aed297759eadf8574e4df475ae5f36757b0e21,24,,False,,coarse,incomplete_models_or_reference,0,,
1,714a52a9ff70820ba2f12d86,7774-82-5,single_model_exploratory,False,False,0.0,0.147666666667,,,tridecenal,water-VMUNAKQXJLHODT-UHFFFAOYSA-N,74ab06a76bc6ab06899449c4b4aed297759eadf8574e4df475ae5f36757b0e21,24,,False,,coarse,incomplete_models_or_reference,0,,
1,3e41a59b07ef4dc054a86a1a,7774-82-5,single_model_exploratory,False,False,0.0,0.167333333333,,,tridecenal,water-VMUNAKQXJLHODT-UHFFFAOYSA-N,74ab06a76bc6ab06899449c4b4aed297759eadf8574e4df475ae5f36757b0e21,24,,False,,coarse,incomplete_models_or_reference,0,,
1,593f31f68b8a418dcba148ac,7774-82-5,single_model_exploratory,False,False,0.0,0.187,,,tridecenal,water-VMUNAKQXJLHODT-UHFFFAOYSA-N,74ab06a76bc6ab06899449c4b4aed297759eadf8574e4df475ae5f36757b0e21,24,,False,,coarse,incomplete_models_or_reference,0,,
1,c1e10b1f1e567686d06ed661,7774-82-5,single_model_exploratory,False,False,0.0,0.206666666667,,,tridecenal,water-VMUNAKQXJLHODT-UHFFFAOYSA-N,74ab06a76bc6ab06899449c4b4aed297759eadf8574e4df475ae5f36757b0e21,24,,False,,coarse,incomplete_models_or_reference,0,,
1,1ff5f22be146179971f8c03f,7774-82-5,single_model_exploratory,False,False,0.0,0.226333333333,,,tridecenal,water-VMUNAKQXJLHODT-UHFFFAOYSA-N,74ab06a76bc6ab06899449c4b4aed297759eadf8574e4df475ae5f36757b0e21,24,,False,,coarse,incomplete_models_or_reference,0,,
1,c78e293b898c91b81f309bf1,7774-82-5,single_model_exploratory,False,False,0.0,0.246,,,tridecenal,water-VMUNAKQXJLHODT-UHFFFAOYSA-N,74ab06a76bc6ab06899449c4b4aed297759eadf8574e4df475ae5f36757b0e21,24,,False,,coarse,incomplete_models_or_reference,0,,
1,da29dc6d9dfd4533b5f25fa6,7774-82-5,single_model_exploratory,False,False,0.0,0.265666666667,,,tridecenal,water-VMUNAKQXJLHODT-UHFFFAOYSA-N,74ab06a76bc6ab06899449c4b4aed297759eadf8574e4df475ae5f36757b0e21,24,,False,,coarse,incomplete_models_or_reference,0,,
1,6cadc6f2c7f8c48c67d653b2,7774-82-5,single_model_exploratory,False,False,0.0,0.285333333333,,,tridecenal,water-VMUNAKQXJLHODT-UHFFFAOYSA-N,74ab06a76bc6ab06899449c4b4aed297759eadf8574e4df475ae5f36757b0e21,24,,False,,coarse,incomplete_models_or_reference,0,,
1,e86e3ca3337684ec541d8eaa,7774-82-5,single_model_exploratory,False,False,0.0,0.305,,,tridecenal,water-VMUNAKQXJLHODT-UHFFFAOYSA-N,74ab06a76bc6ab06899449c4b4aed297759eadf8574e4df475ae5f36757b0e21,24,,False,,coarse,incomplete_models_or_reference,0,,
1,db3c83d025f9d3673a3b31b0,7774-82-5,single_model_exploratory,False,False,0.0,0.324666666667,,,tridecenal,water-VMUNAKQXJLHODT-UHFFFAOYSA-N,74ab06a76bc6ab06899449c4b4aed297759eadf8574e4df475ae5f36757b0e21,24,,False,,coarse,incomplete_models_or_reference,0,,
1,dc87df6ad68cbc835b90f8fa,7774-82-5,single_model_exploratory,False,False,0.0,0.344333333333,,,tridecenal,water-VMUNAKQXJLHODT-UHFFFAOYSA-N,74ab06a76bc6ab06899449c4b4aed297759eadf8574e4df475ae5f36757b0e21,24,,False,,coarse,incomplete_models_or_reference,0,,
1,4ee809f807183071fb3c3add,7774-82-5,single_model_exploratory,False,False,0.0,0.364,,,tridecenal,water-VMUNAKQXJLHODT-UHFFFAOYSA-N,74ab06a76bc6ab06899449c4b4aed297759eadf8574e4df475ae5f36757b0e21,24,,False,,coarse,incomplete_models_or_reference,0,,
1,842df8900896f9299eeba0e6,7774-82-5,single_model_exploratory,False,False,0.0,0.383666666667,,,tridecenal,water-VMUNAKQXJLHODT-UHFFFAOYSA-N,74ab06a76bc6ab06899449c4b4aed297759eadf8574e4df475ae5f36757b0e21,24,,False,,coarse,incomplete_models_or_reference,0,,
1,533fb9afefd9fc34e0c5f6a9,7774-82-5,single_model_exploratory,False,False,0.0,0.403333333333,,,tridecenal,water-VMUNAKQXJLHODT-UHFFFAOYSA-N,74ab06a76bc6ab06899449c4b4aed297759eadf8574e4df475ae5f36757b0e21,24,,False,,coarse,incomplete_models_or_reference,0,,
1,1eb0312bc1b6384291c42b29,7774-82-5,single_model_exploratory,False,False,0.0,0.423,,,tridecenal,water-VMUNAKQXJLHODT-UHFFFAOYSA-N,74ab06a76bc6ab06899449c4b4aed297759eadf8574e4df475ae5f36757b0e21,24,,False,,coarse,incomplete_models_or_reference,0,,
1,d8e6497510f37d3630f887e0,7774-82-5,single_model_exploratory,False,False,0.0,0.442666666667,,,tridecenal,water-VMUNAKQXJLHODT-UHFFFAOYSA-N,74ab06a76bc6ab06899449c4b4aed297759eadf8574e4df475ae5f36757b0e21,24,,False,,coarse,incomplete_models_or_reference,0,,
1,506005b3f41432538279a5eb,7774-82-5,single_model_exploratory,False,False,0.0,0.462333333333,,,tridecenal,water-VMUNAKQXJLHODT-UHFFFAOYSA-N,74ab06a76bc6ab06899449c4b4aed297759eadf8574e4df475ae5f36757b0e21,24,,False,,coarse,incomplete_models_or_reference,0,,
1,2e44819e4a0d496515227ccd,7774-82-5,single_model_exploratory,False,False,0.0,0.482,,,tridecenal,water-VMUNAKQXJLHODT-UHFFFAOYSA-N,74ab06a76bc6ab06899449c4b4aed297759eadf8574e4df475ae5f36757b0e21,24,,False,,coarse,incomplete_models_or_reference,0,,
1,68dcc0b6a586a4d357b8b311,7774-82-5,single_model_exploratory,False,False,0.0,0.501666666667,,,tridecenal,water-VMUNAKQXJLHODT-UHFFFAOYSA-N,74ab06a76bc6ab06899449c4b4aed297759eadf8574e4df475ae5f36757b0e21,24,,False,,coarse,incomplete_models_or_reference,0,,
1,ec00639b9a4f9f9135214a42,7774-82-5,single_model_exploratory,False,False,0.0,0.521333333333,,,tridecenal,water-VMUNAKQXJLHODT-UHFFFAOYSA-N,74ab06a76bc6ab06899449c4b4aed297759eadf8574e4df475ae5f36757b0e21,24,,False,,coarse,incomplete_models_or_reference,0,,
1,7c5fa3ada75b3797de7b61fe,7774-82-5,single_model_exploratory,False,False,0.0,0.541,,,tridecenal,water-VMUNAKQXJLHODT-UHFFFAOYSA-N,74ab06a76bc6ab06899449c4b4aed297759eadf8574e4df475ae5f36757b0e21,24,,False,,coarse,incomplete_models_or_reference,0,,
