cas_number,inchi_key,models,name,pair_id,procurement_verified,smiles
100-18-5,SPPWGCYEYAMHDT-UHFFFAOYSA-N,"[""unifac_dortmund""]","1,4-diisopropylbenzene",water-SPPWGCYEYAMHDT-UHFFFAOYSA-N,False,CC(C)c1ccc(C(C)C)cc1
100-40-3,BBDKZWKEPDTENS-UHFFFAOYSA-N,"[""unifac_dortmund""]",vinylcyclohexene,water-BBDKZWKEPDTENS-UHFFFAOYSA-N,False,C=CC1CC=CCC1
100-41-4,YNQLUTRBYVCPMQ-UHFFFAOYSA-N,"[""unifac_dortmund""]",ethylbenzene,water-YNQLUTRBYVCPMQ-UHFFFAOYSA-N,False,CCc1ccccc1
100-42-5,PPBRXRYQALVLMV-UHFFFAOYSA-N,"[""unifac_dortmund""]",styrene,water-PPBRXRYQALVLMV-UHFFFAOYSA-N,False,C=Cc1ccccc1
100-49-2,VSSAZBXXNIABDN-UHFFFAOYSA-N,"[""unifac_dortmund""]",cyclohexanemethanol,water-VSSAZBXXNIABDN-UHFFFAOYSA-N,False,OCC1CCCCC1
100-50-5,DCFDVJPDXYGCOK-UHFFFAOYSA-N,"[""unifac_dortmund""]",3-cyclohexene-1-carboxaldehyde,water-DCFDVJPDXYGCOK-UHFFFAOYSA-N,False,O=CC1CC=CCC1
100-51-6,WVDDGKGOMKODPV-UHFFFAOYSA-N,"[""chemsep_nrtl"",""unifac_dortmund""]",benzyl alcohol,water-WVDDGKGOMKODPV-UHFFFAOYSA-N,False,OCc1ccccc1
100-52-7,HUMNYLRZRPPJDN-UHFFFAOYSA-N,"[""unifac_dortmund""]",benzaldehyde,water-HUMNYLRZRPPJDN-UHFFFAOYSA-N,False,O=Cc1ccccc1
100-66-3,RDOXTESZEPMUJZ-UHFFFAOYSA-N,"[""unifac_dortmund""]",anisole,water-RDOXTESZEPMUJZ-UHFFFAOYSA-N,False,COc1ccccc1
100-72-1,ROTONRWJLXYJBD-UHFFFAOYSA-N,"[""unifac_dortmund""]",tetrahydropyran-2-methanol,water-ROTONRWJLXYJBD-UHFFFAOYSA-N,False,OCC1CCCCO1
100-79-8,RNVYQYLELCKWAN-UHFFFAOYSA-N,"[""unifac_dortmund""]",solketal,water-RNVYQYLELCKWAN-UHFFFAOYSA-N,False,CC1(C)OCC(CO)O1
100-80-1,JZHGRUMIRATHIU-UHFFFAOYSA-N,"[""unifac_dortmund""]",3-methylstyrene,water-JZHGRUMIRATHIU-UHFFFAOYSA-N,False,C=Cc1cccc(C)c1
100-84-5,OSIGJGFTADMDOB-UHFFFAOYSA-N,"[""unifac_dortmund""]",3-methylanisole,water-OSIGJGFTADMDOB-UHFFFAOYSA-N,False,COc1cccc(C)c1
1000-63-1,JJNQHLLBFBGKEL-UHFFFAOYSA-N,"[""unifac_dortmund""]",1-tert-butoxybutane,water-JJNQHLLBFBGKEL-UHFFFAOYSA-N,False,CCCCOC(C)(C)C
1000-86-8,CMSUNVGIWAFNBG-UHFFFAOYSA-N,"[""unifac_dortmund""]","2,4-dimethyl-1,3-pentadiene",water-CMSUNVGIWAFNBG-UHFFFAOYSA-N,False,C=C(C)C=C(C)C
10008-73-8,SIFBVNDLLGPEKT-UHFFFAOYSA-N,"[""unifac_dortmund""]",chebi:36439,water-SIFBVNDLLGPEKT-UHFFFAOYSA-N,False,C=C1CCC(=O)O1
1002-17-1,HWISDPDDDUZJAW-UHFFFAOYSA-N,"[""unifac_dortmund""]","2,9-dimethyldecane",water-HWISDPDDDUZJAW-UHFFFAOYSA-N,False,CC(C)CCCCCCC(C)C
1002-27-3,CXHZYOISZDAYCU-UHFFFAOYSA-N,"[""unifac_dortmund""]",1002-27-3,water-CXHZYOISZDAYCU-UHFFFAOYSA-N,False,C=CC=CCC=C
1002-33-1,QTYUSOHYEPOHLV-UHFFFAOYSA-N,"[""unifac_dortmund""]",1002-33-1,water-QTYUSOHYEPOHLV-UHFFFAOYSA-N,False,C=CC=CCCCC
1002-35-3,ZTJHDEXGCKAXRZ-UHFFFAOYSA-N,"[""unifac_dortmund""]","octa-1,3,7-triene",water-ZTJHDEXGCKAXRZ-UHFFFAOYSA-N,False,C=CC=CCCC=C
1002-43-3,HTZWVZNRDDOFEI-UHFFFAOYSA-N,"[""unifac_dortmund""]",3-methylundecane,water-HTZWVZNRDDOFEI-UHFFFAOYSA-N,False,CCCCCCCCC(C)CC
1002-67-1,CNJRPYFBORAQAU-UHFFFAOYSA-N,"[""unifac_dortmund""]",1-ethoxy-2-(2-methoxyethoxy)ethane,water-CNJRPYFBORAQAU-UHFFFAOYSA-N,False,CCOCCOCCOC
10020-43-6,ZQCIMPBZCZUDJM-UHFFFAOYSA-N,"[""unifac_dortmund""]",2-(octyloxy)ethanol,water-ZQCIMPBZCZUDJM-UHFFFAOYSA-N,False,CCCCCCCCOCCO
10022-28-3,BZOOCKAFKVYAOZ-UHFFFAOYSA-N,"[""unifac_dortmund""]","1,1-dimethoxyoctane",water-BZOOCKAFKVYAOZ-UHFFFAOYSA-N,False,CCCCCCCC(OC)OC
10027-06-2,IQYMRQZTDOLQHC-UHFFFAOYSA-N,"[""unifac_dortmund""]",2-norbornyl acrylate,water-IQYMRQZTDOLQHC-UHFFFAOYSA-N,False,C=CC(=O)OC1CC2CCC1C2
10029-04-6,SYGAXBISYRORDR-UHFFFAOYSA-N,"[""unifac_dortmund""]",ethyl 2-(hydroxymethyl)acrylate,water-SYGAXBISYRORDR-UHFFFAOYSA-N,False,C=C(CO)C(=O)OCC
1003-17-4,ZPDIRKNRUWXYLJ-UHFFFAOYSA-N,"[""unifac_dortmund""]","2,2-dimethyltetrahydrofuran",water-ZPDIRKNRUWXYLJ-UHFFFAOYSA-N,False,CC1(C)CCCO1
1003-19-6,VUROAZUCSQPSOK-UHFFFAOYSA-N,"[""unifac_dortmund""]","1,1-diethylcyclopropane",water-VUROAZUCSQPSOK-UHFFFAOYSA-N,False,CCC1(CC)CC1
1003-30-1,IHMXVSZXHFTOFN-UHFFFAOYSA-N,"[""unifac_dortmund""]",2-ethyltetrahydrofuran,water-IHMXVSZXHFTOFN-UHFFFAOYSA-N,False,CCC1CCCO1
1003-38-9,OXMIDRBAFOEOQT-UHFFFAOYSA-N,"[""unifac_dortmund""]","2,5-dimethyltetrahydrofuran",water-OXMIDRBAFOEOQT-UHFFFAOYSA-N,False,CC1CCC(C)O1
10031-82-0,JRHHJNMASOIRDS-UHFFFAOYSA-N,"[""unifac_dortmund""]",4-ethoxybenzaldehyde,water-JRHHJNMASOIRDS-UHFFFAOYSA-N,False,CCOc1ccc(C=O)cc1
10031-87-5,HQLKZWRSOHTERR-UHFFFAOYSA-N,"[""unifac_dortmund""]",2-ethylbutyl acetate,water-HQLKZWRSOHTERR-UHFFFAOYSA-N,False,CCC(CC)COC(C)=O
10032-05-0,BBMCNYFBAIUERL-UHFFFAOYSA-N,"[""unifac_dortmund""]","1,1-dimethoxyheptane",water-BBMCNYFBAIUERL-UHFFFAOYSA-N,False,CCCCCCC(OC)OC
10032-13-0,RSDDTPVXLMVLQE-UHFFFAOYSA-N,"[""unifac_dortmund""]",hexyl isovalerate,water-RSDDTPVXLMVLQE-UHFFFAOYSA-N,False,CCCCCCOC(=O)CC(C)C
10032-15-2,YUECNVSODFDKOQ-UHFFFAOYSA-N,"[""unifac_dortmund""]",hexyl 2-methylbutanoate,water-YUECNVSODFDKOQ-UHFFFAOYSA-N,False,CCCCCCOC(=O)C(C)CC
10034-13-6,KMQWOHBEYVPGQJ-UHFFFAOYSA-N,"[""unifac_dortmund""]",10034-13-6,water-KMQWOHBEYVPGQJ-UHFFFAOYSA-N,False,CCC=COC
100365-71-7,ACWQBUSCFPJUPN-UHFFFAOYSA-N,"[""unifac_dortmund""]","butenal, 2-methyl-",water-ACWQBUSCFPJUPN-UHFFFAOYSA-N,False,CC=C(C)C=O
1004-24-6,VEDQBZWFMDUFHU-UHFFFAOYSA-N,"[""unifac_dortmund""]",4-methylenecyclohexanemethanol,water-VEDQBZWFMDUFHU-UHFFFAOYSA-N,False,C=C1CCC(CO)CC1
1004-29-1,GBOMEIMCQWMHGB-UHFFFAOYSA-N,"[""unifac_dortmund""]",2-butyltetrahydrofuran,water-GBOMEIMCQWMHGB-UHFFFAOYSA-N,False,CCCCC1CCCO1
1004-66-6,GFNZJAUVJCGWLW-UHFFFAOYSA-N,"[""unifac_dortmund""]","2,6-dimethylanisole",water-GFNZJAUVJCGWLW-UHFFFAOYSA-N,False,COc1c(C)cccc1C
10042-59-8,YLQLIQIAXYRMDL-UHFFFAOYSA-N,"[""unifac_dortmund""]",2-propylheptan-1-ol,water-YLQLIQIAXYRMDL-UHFFFAOYSA-N,False,CCCCCC(CO)CCC
10048-32-5,DYNKRGCMLGUEMN-UHFFFAOYSA-N,"[""unifac_dortmund""]",hexenollactone,water-DYNKRGCMLGUEMN-UHFFFAOYSA-N,False,CC1CC=CC(=O)O1
1005-68-1,SAVJAOISDXUPNK-UHFFFAOYSA-N,"[""unifac_dortmund""]","cyclopentane, isopentyl-",water-SAVJAOISDXUPNK-UHFFFAOYSA-N,False,CC(C)CCC1CCCC1
10052-18-3,UTPHVTOEOCZQJU-UHFFFAOYSA-N,"[""unifac_dortmund""]",1-methylnorbornane,water-UTPHVTOEOCZQJU-UHFFFAOYSA-N,False,CC12CCC(CC1)C2
1007-03-0,GOXKCYOMDINCCD-UHFFFAOYSA-N,"[""unifac_dortmund""]",alpha-cyclopropylbenzyl alcohol,water-GOXKCYOMDINCCD-UHFFFAOYSA-N,False,OC(c1ccccc1)C1CC1
1007-26-7,CJGXJKVMUHXVHL-UHFFFAOYSA-N,"[""unifac_dortmund""]",neopentylbenzene,water-CJGXJKVMUHXVHL-UHFFFAOYSA-N,False,CC(C)(C)Cc1ccccc1
100762-52-5,OPFTUNCRGUEPRZ-UHFFFAOYSA-N,"[""unifac_dortmund""]",elemene,water-OPFTUNCRGUEPRZ-UHFFFAOYSA-N,False,C=CC1(C)CCC(C(=C)C)CC1C(=C)C
1008-17-9,HUMCBDCARGDFNV-UHFFFAOYSA-N,"[""unifac_dortmund""]",1-Ethyldecalin,water-HUMCBDCARGDFNV-UHFFFAOYSA-N,False,CCC1CCCC2CCCCC12
1009-14-9,XKGLSKVNOSHTAD-UHFFFAOYSA-N,"[""unifac_dortmund""]",valerophenone,water-XKGLSKVNOSHTAD-UHFFFAOYSA-N,False,CCCCC(=O)c1ccccc1
10099-70-4,FNMTVMWFISHPEV-UHFFFAOYSA-N,"[""unifac_dortmund""]",diisopropyl fumarate,water-FNMTVMWFISHPEV-UHFFFAOYSA-N,False,CC(C)OC(=O)C=CC(=O)OC(C)C
101-33-7,SYPLTTUVUZHTJR-UHFFFAOYSA-N,"[""unifac_dortmund""]","1,1,3-triethoxyhexane",water-SYPLTTUVUZHTJR-UHFFFAOYSA-N,False,CCCC(CC(OCC)OCC)OCC
101-39-3,VLUMOWNVWOXZAU-UHFFFAOYSA-N,"[""unifac_dortmund""]",alpha-methylcinnamaldehyde,water-VLUMOWNVWOXZAU-UHFFFAOYSA-N,False,CC(C=O)=Cc1ccccc1
101-43-9,OIWOHHBRDFKZNC-UHFFFAOYSA-N,"[""unifac_dortmund""]",cyclohexyl methacrylate,water-OIWOHHBRDFKZNC-UHFFFAOYSA-N,False,C=C(C)C(=O)OC1CCCCC1
101-48-4,WNJSKZBEWNVKGU-UHFFFAOYSA-N,"[""unifac_dortmund""]","(2,2-dimethoxyethyl)benzene",water-WNJSKZBEWNVKGU-UHFFFAOYSA-N,False,COC(Cc1ccccc1)OC
101-49-5,SSZACLYPEFCREM-UHFFFAOYSA-N,"[""unifac_dortmund""]","2-benzyl-1,3-dioxolane",water-SSZACLYPEFCREM-UHFFFAOYSA-N,False,c1ccc(CC2OCCO2)cc1
101-86-0,GUUHFMWKWLOQMM-UHFFFAOYSA-N,"[""unifac_dortmund""]",alpha-hexylcinnamaldehyde,water-GUUHFMWKWLOQMM-UHFFFAOYSA-N,False,CCCCCCC(C=O)=Cc1ccccc1
101-97-3,DULCUDSUACXJJC-UHFFFAOYSA-N,"[""unifac_dortmund""]",ethyl phenylacetate,water-DULCUDSUACXJJC-UHFFFAOYSA-N,False,CCOC(=O)Cc1ccccc1
1010-74-8,VIJJVIFWVZYBLO-UHFFFAOYSA-N,"[""unifac_dortmund""]",isopropyldecalin,water-VIJJVIFWVZYBLO-UHFFFAOYSA-N,False,CC(C)C1CCCC2CCCCC21
10100-95-5,BWRSHLROMAZEBM-UHFFFAOYSA-N,"[""unifac_dortmund""]",amyl-t-butyl ether,water-BWRSHLROMAZEBM-UHFFFAOYSA-N,False,CCCCCOC(C)(C)C
10105-38-1,UMXMOZNTPRNNMS-UHFFFAOYSA-N,"[""unifac_dortmund""]","pentadecane, 6-methyl-",water-UMXMOZNTPRNNMS-UHFFFAOYSA-N,False,CCCCCCCCCC(C)CCCCC
10137-90-3,SWBGUNASIKSCCO-UHFFFAOYSA-N,"[""unifac_dortmund""]",5-ethyl-3-nonen-2-one,water-SWBGUNASIKSCCO-UHFFFAOYSA-N,False,CCCCC(C=CC(C)=O)CC
10137-96-9,KYOBHZJMEUPABN-UHFFFAOYSA-N,"[""unifac_dortmund""]",2-methylpentyl cellosolve,water-KYOBHZJMEUPABN-UHFFFAOYSA-N,False,CCCC(C)COCCO
10137-98-1,VKKFWRYCMZBXIG-UHFFFAOYSA-N,"[""unifac_dortmund""]",tergitol tmn-6,water-VKKFWRYCMZBXIG-UHFFFAOYSA-N,False,CC(C)CC(C)CC(CC(C)C)OCCO
101371-20-4,ZMJKPBLBOSIOHA-UHFFFAOYSA-N,"[""unifac_dortmund""]",1-(2-pentyl)-4-(3-pentyl)benzene,water-ZMJKPBLBOSIOHA-UHFFFAOYSA-N,False,CCCC(C)c1ccc(C(CC)CC)cc1
