cas_number,inchi_key,models,name,pair_id,procurement_verified,smiles
68922-00-9,JTZDGEKMDBKLAI-UHFFFAOYSA-N,"[""unifac_dortmund""]",68922-00-9,water-JTZDGEKMDBKLAI-UHFFFAOYSA-N,False,CCCCCCC=CCOC(=O)CCC
68922-10-1,WZTNQQJXPYEGAF-UHFFFAOYSA-N,"[""unifac_dortmund""]",citronellyl isovalerate,water-WZTNQQJXPYEGAF-UHFFFAOYSA-N,False,CC(C)=CCCC(C)CCOC(=O)CC(C)C
68928-75-6,AIAMDEVDYXNNEU-UHFFFAOYSA-N,"[""unifac_dortmund""]",6-methylheptyl propanoate,water-AIAMDEVDYXNNEU-UHFFFAOYSA-N,False,CCC(=O)OCCCCCC(C)C
68955-39-5,ZOSXYZHZTMOCKL-BLWKUPHCSA-N,"[""unifac_dortmund""]","alcohols, c11-unsatd.",water-ZOSXYZHZTMOCKL-BLWKUPHCSA-N,False,C/C=C/CC/C=C/CCCCO
68969-35-7,DIGXOCVEAAIPAN-UHFFFAOYSA-N,"[""unifac_dortmund""]",68969-35-7,water-DIGXOCVEAAIPAN-UHFFFAOYSA-N,False,C=CCOC(=O)C=CC(=O)OCCCC
68973-20-6,RCFOEQFXUGQOMT-UHFFFAOYSA-N,"[""unifac_dortmund""]","3,5-undecadien-2-one",water-RCFOEQFXUGQOMT-UHFFFAOYSA-N,False,CCCCCC=CC=CC(C)=O
68975-45-1,ZOVVXCYEVFEFHR-UHFFFAOYSA-N,"[""unifac_dortmund""]",isopropyl octyl ether,water-ZOVVXCYEVFEFHR-UHFFFAOYSA-N,False,CCCCCCCCOC(C)C
68975-77-9,JSPADDRGYBHRBS-UHFFFAOYSA-N,"[""unifac_dortmund""]","1-penten-3-ol, 1-bicyclo[2.2.1]hept-5-en-2-yl-2-methyl-",water-JSPADDRGYBHRBS-UHFFFAOYSA-N,False,CCC(O)C(C)=CC1CC2C=CC1C2
68991-95-7,XTUTYJWSYRBOJQ-UHFFFAOYSA-N,"[""unifac_dortmund""]","3,3,5-trimethylhexyl propionate",water-XTUTYJWSYRBOJQ-UHFFFAOYSA-N,False,CCC(=O)OCCC(C)(C)CC(C)C
68992-08-5,GCBQWUQBDZJZLB-UHFFFAOYSA-N,"[""unifac_dortmund""]","6,6-dimethoxy-2-methylhept-2-ene",water-GCBQWUQBDZJZLB-UHFFFAOYSA-N,False,COC(C)(CCC=C(C)C)OC
690-37-9,BSYJHYLAMMJNRC-UHFFFAOYSA-N,"[""unifac_dortmund""]","2,4,4-trimethyl-2-pentanol",water-BSYJHYLAMMJNRC-UHFFFAOYSA-N,False,CC(C)(C)CC(C)(C)O
690-92-6,JPLZSSHKQZJYTJ-SREVYHEPSA-N,"[""unifac_dortmund""]","cis-2,2-dimethyl-3-hexene",water-JPLZSSHKQZJYTJ-SREVYHEPSA-N,False,CC/C=C\C(C)(C)C
690-93-7,JPLZSSHKQZJYTJ-VOTSOKGWSA-N,"[""unifac_dortmund""]","2,2-dimethylhex-3-ene",water-JPLZSSHKQZJYTJ-VOTSOKGWSA-N,False,CC/C=C/C(C)(C)C
69070-61-7,MLJNGBGMEMFTPV-UHFFFAOYSA-N,"[""unifac_dortmund""]",linalyl 2-methylbutyrate,water-MLJNGBGMEMFTPV-UHFFFAOYSA-N,False,C=CC(C)(CCC=C(C)C)OC(=O)C(C)CC
6909-37-1,VEAPRCKNPMGWCP-UHFFFAOYSA-N,"[""unifac_dortmund""]","cyclopropa(cd)pentalene, 2a,2b,4a,4b-tetrahydro-",water-VEAPRCKNPMGWCP-UHFFFAOYSA-N,False,C1=CC2C3C=CC1C23
691-37-2,WSSSPWUEQFSQQG-UHFFFAOYSA-N,"[""unifac_dortmund""]",4-methyl-1-pentene,water-WSSSPWUEQFSQQG-UHFFFAOYSA-N,False,C=CCC(C)C
691-83-8,YPTLFOZCUOHVFO-UHFFFAOYSA-N,"[""unifac_dortmund""]",ctk1j1354,water-YPTLFOZCUOHVFO-UHFFFAOYSA-N,False,CCOC(=O)C=C(C)C(=O)OCC
69112-21-6,GXANMBISFKBPEX-ONEGZZNKSA-N,"[""unifac_dortmund""]",(e)-hex-3-enal,water-GXANMBISFKBPEX-ONEGZZNKSA-N,False,CC/C=C/CC=O
692-24-0,IQANHWBWTVLDTP-AATRIKPKSA-N,"[""unifac_dortmund""]",(e)-2-methyl-3-hexene,water-IQANHWBWTVLDTP-AATRIKPKSA-N,False,CC/C=C/C(C)C
692-45-5,GFJVXXWOPWLRNU-UHFFFAOYSA-N,"[""unifac_dortmund""]",vinyl formate,water-GFJVXXWOPWLRNU-UHFFFAOYSA-N,False,C=COC=O
692-48-8,UYWLQEPMPVDASH-BQYQJAHWSA-N,"[""unifac_dortmund""]","(e)-2,2,5,5-tetramethylhex-3-ene",water-UYWLQEPMPVDASH-BQYQJAHWSA-N,False,CC(C)(C)/C=C/C(C)(C)C
692-70-6,KNCMKWVOMRUHKZ-AATRIKPKSA-N,"[""unifac_dortmund""]",trans-diisopropylethylene,water-KNCMKWVOMRUHKZ-AATRIKPKSA-N,False,CC(C)/C=C/C(C)C
692-86-4,FXNFFCMITPHEIT-UHFFFAOYSA-N,"[""unifac_dortmund""]",ethyl 10-undecenoate,water-FXNFFCMITPHEIT-UHFFFAOYSA-N,False,C=CCCCCCCCCC(=O)OCC
692-96-6,CYEZJYAMLNTSKN-VOTSOKGWSA-N,"[""unifac_dortmund""]",2-methyl-trans-3-heptene,water-CYEZJYAMLNTSKN-VOTSOKGWSA-N,False,CCC/C=C/C(C)C
69205-08-9,VJMUYXUHYWZMAT-UHFFFAOYSA-N,"[""unifac_dortmund""]",2-methylbutyl nonanoate,water-VJMUYXUHYWZMAT-UHFFFAOYSA-N,False,CCCCCCCCC(=O)OCC(C)CC
6921-35-3,RVGLUKRYMXEQAH-UHFFFAOYSA-N,"[""unifac_dortmund""]","3,3-dimethyloxetane",water-RVGLUKRYMXEQAH-UHFFFAOYSA-N,False,CC1(C)COC1
6921-43-3,OHSOXYBIKPSCSK-UHFFFAOYSA-N,"[""unifac_dortmund""]",1-cyclopropyl-4-methylbenzene,water-OHSOXYBIKPSCSK-UHFFFAOYSA-N,False,Cc1ccc(C2CC2)cc1
6929-08-4,HCARCYFXWDRVBZ-UHFFFAOYSA-N,"[""unifac_dortmund""]",3-undecanol,water-HCARCYFXWDRVBZ-UHFFFAOYSA-N,False,CCCCCCCCC(O)CC
693-54-9,ZAJNGDIORYACQU-UHFFFAOYSA-N,"[""unifac_dortmund""]",2-decanone,water-ZAJNGDIORYACQU-UHFFFAOYSA-N,False,CCCCCCCCC(C)=O
693-62-9,JABYJIQOLGWMQW-VQHVLOKHSA-N,"[""unifac_dortmund""]","4-undecene, (e)-",water-JABYJIQOLGWMQW-VQHVLOKHSA-N,False,CCC/C=C/CCCCCC
693-65-2,AOPDRZXCEAKHHW-UHFFFAOYSA-N,"[""unifac_dortmund""]",pentyl ether,water-AOPDRZXCEAKHHW-UHFFFAOYSA-N,False,CCCCCOCCCCC
693-86-7,YIWFBNMYFYINAD-UHFFFAOYSA-N,"[""unifac_dortmund""]",ethenylcyclopropane,water-YIWFBNMYFYINAD-UHFFFAOYSA-N,False,C=CC1CC1
693-89-0,ATQUFXWBVZUTKO-UHFFFAOYSA-N,"[""unifac_dortmund""]",1-methylcyclopentene,water-ATQUFXWBVZUTKO-UHFFFAOYSA-N,False,CC1=CCCC1
6938-26-7,MQGTZMCASHTGBJ-UHFFFAOYSA-N,"[""unifac_dortmund""]",ethyl 2-hydroxyvalerate,water-MQGTZMCASHTGBJ-UHFFFAOYSA-N,False,CCCC(O)C(=O)OCC
6938-94-9,ZDQWESQEGGJUCH-UHFFFAOYSA-N,"[""unifac_dortmund""]",diisopropyl adipate,water-ZDQWESQEGGJUCH-UHFFFAOYSA-N,False,CC(C)OC(=O)CCCCC(=O)OC(C)C
694-01-9,BAOZQZPGQWXJOW-UHFFFAOYSA-N,"[""unifac_dortmund""]",bicyclo(3.1.0)hex-2-ene,water-BAOZQZPGQWXJOW-UHFFFAOYSA-N,False,C1=CC2CC2C1
694-35-9,HICUGGYRYZOXJI-UHFFFAOYSA-N,"[""unifac_dortmund""]",3-ethylcyclopentene,water-HICUGGYRYZOXJI-UHFFFAOYSA-N,False,CCC1C=CCC1
694-54-2,CELWCAITJAEQNL-UHFFFAOYSA-N,"[""unifac_dortmund""]",2-hydroxytetrahydropyran,water-CELWCAITJAEQNL-UHFFFAOYSA-N,False,OC1CCCCO1
694-70-2,PSKWDFVNXXATCG-UHFFFAOYSA-N,"[""unifac_dortmund""]",bicyclo[2.2.1]hept-2-en-7-ol,water-PSKWDFVNXXATCG-UHFFFAOYSA-N,False,OC1C2C=CC1CC2
