cas_number,inchi_key,models,name,pair_id,procurement_verified,smiles
16754-49-7,IVXPLWROXBUJSE-UHFFFAOYSA-N,"[""unifac_dortmund""]","orthoformic acid, triisobutyl ester",water-IVXPLWROXBUJSE-UHFFFAOYSA-N,False,CC(C)COC(OCC(C)C)OCC(C)C
16777-87-0,ASERXEZXVIJBRO-UHFFFAOYSA-N,"[""unifac_dortmund""]","3,3-diethoxy-1-propanol",water-ASERXEZXVIJBRO-UHFFFAOYSA-N,False,CCOC(CCO)OCC
1678-91-7,IIEWJVIFRVWJOD-UHFFFAOYSA-N,"[""unifac_dortmund""]",ethylcyclohexane,water-IIEWJVIFRVWJOD-UHFFFAOYSA-N,False,CCC1CCCCC1
1678-92-8,DEDZSLCZHWTGOR-UHFFFAOYSA-N,"[""unifac_dortmund""]",propylcyclohexane,water-DEDZSLCZHWTGOR-UHFFFAOYSA-N,False,CCCC1CCCCC1
1678-93-9,GGBJHURWWWLEQH-UHFFFAOYSA-N,"[""unifac_dortmund""]",butylcyclohexane,water-GGBJHURWWWLEQH-UHFFFAOYSA-N,False,CCCCC1CCCCC1
1678-97-3,DQTVJLHNWPRPPH-UHFFFAOYSA-N,"[""unifac_dortmund""]","1,2,3-trimethylcyclohexane",water-DQTVJLHNWPRPPH-UHFFFAOYSA-N,False,CC1CCCC(C)C1C
1678-98-4,FFROMNOQCNVNIH-UHFFFAOYSA-N,"[""unifac_dortmund""]",isobutylcyclohexane,water-FFROMNOQCNVNIH-UHFFFAOYSA-N,False,CC(C)CC1CCCCC1
1678-99-5,WJUNKQFLRQGJAR-UHFFFAOYSA-N,"[""unifac_dortmund""]","1,3-diethylcyclohexane",water-WJUNKQFLRQGJAR-UHFFFAOYSA-N,False,CCC1CCCC(CC)C1
16782-44-8,XIIJQOYMVIJNEP-UHFFFAOYSA-N,"[""unifac_dortmund""]","tricyclo[4.1.0.02,4]heptane",water-XIIJQOYMVIJNEP-UHFFFAOYSA-N,False,C1C2CC2C2CC12
167820-65-7,PICGPEBVZGCYBV-FDTUMDBZSA-N,"[""unifac_dortmund""]","3,6-nonadien-1-ol, (6z)-",water-PICGPEBVZGCYBV-FDTUMDBZSA-N,False,CC/C=C/C/C=C\CCO
