cas_number,inchi_key,models,name,pair_id,procurement_verified,smiles
619-01-2,KRCZYMFUWVJCLI-UHFFFAOYSA-N,"[""unifac_dortmund""]",dihydrocarveol,water-KRCZYMFUWVJCLI-UHFFFAOYSA-N,False,C=C(C)C1CCC(C)C(O)C1
619-52-3,YYCPSEFQLGXPCO-VIFPVBQESA-N,"[""unifac_dortmund""]",ctk2c9877,water-YYCPSEFQLGXPCO-VIFPVBQESA-N,False,CC(C)C1=CC[C@H](C)CC1
619-99-8,SFRKSDZMZHIISH-UHFFFAOYSA-N,"[""unifac_dortmund""]",3-ethylhexane,water-SFRKSDZMZHIISH-UHFFFAOYSA-N,False,CCCC(CC)CC
6191-71-5,CUKAXHVLXKIPKF-UHFFFAOYSA-N,"[""unifac_dortmund""]","4-hepten-1-ol, (4z)-",water-CUKAXHVLXKIPKF-UHFFFAOYSA-N,False,CCC=CCCCO
61923-55-5,IKZZIQXKLWDPCD-UHFFFAOYSA-N,"[""unifac_dortmund""]",buten-2-ol,water-IKZZIQXKLWDPCD-UHFFFAOYSA-N,False,C=C(O)CC
61931-78-0,ROSNLJMZUQKTFF-UHFFFAOYSA-N,"[""unifac_dortmund""]","1,5,7-octatrien-3-ol, 2,6-dimethyl-, acetate, (5e)-",water-ROSNLJMZUQKTFF-UHFFFAOYSA-N,False,C=CC(C)=CCC(OC(C)=O)C(=C)C
61931-80-4,IVSZEHYDOLAREK-UHFFFAOYSA-N,"[""unifac_dortmund""]","1,6-nonadien-3-ol, 3,7-dimethyl-, 3-acetate",water-IVSZEHYDOLAREK-UHFFFAOYSA-N,False,C=CC(C)(CCC=C(C)CC)OC(C)=O
6196-58-3,QVQDALFNSIKMBH-UHFFFAOYSA-N,"[""unifac_dortmund""]","ethanol, 2-(pentyloxy)-",water-QVQDALFNSIKMBH-UHFFFAOYSA-N,False,CCCCCOCCO
6196-60-7,PHHHEKOJKDYRIN-UHFFFAOYSA-N,"[""unifac_dortmund""]",3-ethyl-3-methyl-1-pentene,water-PHHHEKOJKDYRIN-UHFFFAOYSA-N,False,C=CC(C)(CC)CC
61962-23-0,NKCLBERXLKOMPK-UHFFFAOYSA-N,"[""unifac_dortmund""]",2-propoxybutane,water-NKCLBERXLKOMPK-UHFFFAOYSA-N,False,CCCOC(C)CC
620-11-1,PBKYSIMDORTIEU-UHFFFAOYSA-N,"[""unifac_dortmund""]",3-pentyl acetate,water-PBKYSIMDORTIEU-UHFFFAOYSA-N,False,CCC(CC)OC(C)=O
620-14-4,ZLCSFXXPPANWQY-UHFFFAOYSA-N,"[""unifac_dortmund""]",3-ethyltoluene,water-ZLCSFXXPPANWQY-UHFFFAOYSA-N,False,CCc1cccc(C)c1
620-17-7,HMNKTRSOROOSPP-UHFFFAOYSA-N,"[""unifac_dortmund""]",3-ethylphenol,water-HMNKTRSOROOSPP-UHFFFAOYSA-N,False,CCc1cccc(O)c1
620-18-8,YNGIFMKMDRDNBQ-UHFFFAOYSA-N,"[""unifac_dortmund""]",3-vinylphenol,water-YNGIFMKMDRDNBQ-UHFFFAOYSA-N,False,C=Cc1cccc(O)c1
620-47-3,KSYQGOYOIKQFNA-UHFFFAOYSA-N,"[""unifac_dortmund""]",1-benzyl-3-methylbenzene,water-KSYQGOYOIKQFNA-UHFFFAOYSA-N,False,Cc1cccc(Cc2ccccc2)c1
620-83-7,SIYISNUJKMAQBV-UHFFFAOYSA-N,"[""unifac_dortmund""]",4-methyldiphenylmethane,water-SIYISNUJKMAQBV-UHFFFAOYSA-N,False,Cc1ccc(Cc2ccccc2)cc1
620-85-9,HSHDPVRGPKOGME-UHFFFAOYSA-N,"[""unifac_dortmund""]",p-ethyldiphenylmethane,water-HSHDPVRGPKOGME-UHFFFAOYSA-N,False,CCc1ccc(Cc2ccccc2)cc1
62016-13-1,YBOXGRMAQIYMGV-UHFFFAOYSA-N,"[""unifac_dortmund""]","hexane, 2-methyl-3-(1-methylethyl)-",water-YBOXGRMAQIYMGV-UHFFFAOYSA-N,False,CCCC(C(C)C)C(C)C
62016-14-2,VHBZECSWMWWTMQ-UHFFFAOYSA-N,"[""unifac_dortmund""]","2,5,6-trimethyloctane",water-VHBZECSWMWWTMQ-UHFFFAOYSA-N,False,CCC(C)C(C)CCC(C)C
