cas_number,inchi_key,models,name,pair_id,procurement_verified,smiles
72939-68-5,HUSIKNOPTGNAOC-UHFFFAOYSA-N,"[""unifac_dortmund""]","butanoic acid 3,5,5-trimethylhexyl ester",water-HUSIKNOPTGNAOC-UHFFFAOYSA-N,False,CCCC(=O)OCCC(C)CC(C)(C)C
7294-05-5,KLIHWYNSISMOMR-UHFFFAOYSA-N,"[""unifac_dortmund""]","3,4,4-trimethyl-3-pentanol",water-KLIHWYNSISMOMR-UHFFFAOYSA-N,False,CCC(C)(O)C(C)(C)C
72983-68-7,HZRBBXZWSHOZKT-UHFFFAOYSA-N,"[""unifac_dortmund""]",72983-68-7,water-HZRBBXZWSHOZKT-UHFFFAOYSA-N,False,C=C(C)C1CC=C(C)C(CC=O)C1
72987-58-7,HSVRBYQDQWOTEJ-UHFFFAOYSA-N,"[""unifac_dortmund""]",72987-58-7,water-HSVRBYQDQWOTEJ-UHFFFAOYSA-N,False,C=C(C)C1CC2CCCC1O2
7299-91-4,GWCTUKHUBWMAMI-GQCTYLIASA-N,"[""unifac_dortmund""]","2-butenoic acid, butyl ester",water-GWCTUKHUBWMAMI-GQCTYLIASA-N,False,C/C=C/C(=O)OCCCC
73003-75-5,QEQSNJLEZNHMKS-UHFFFAOYSA-N,"[""unifac_dortmund""]",prenyl 5-methylhexanoate,water-QEQSNJLEZNHMKS-UHFFFAOYSA-N,False,CC(C)=CCOC(=O)CCCC(C)C
73003-76-6,QJXVZKLQKPUDPW-UHFFFAOYSA-N,"[""unifac_dortmund""]",ac1l9bea,water-QJXVZKLQKPUDPW-UHFFFAOYSA-N,False,CC=C(C)COC(=O)C(C)=CC
73003-77-7,XJMAAOIVFHDJAK-UHFFFAOYSA-N,"[""unifac_dortmund""]",73003-77-7,water-XJMAAOIVFHDJAK-UHFFFAOYSA-N,False,CCOC(C)OCC=C(C)CCC=C(C)C
73019-16-6,WZMVJDFJGFHBEJ-UHFFFAOYSA-N,"[""unifac_dortmund""]","hexanoic acid, 3,5,5-trimethylhexyl ester",water-WZMVJDFJGFHBEJ-UHFFFAOYSA-N,False,CCCCCC(=O)OCCC(C)CC(C)(C)C
73046-16-9,YDQHBVMPIFXJPJ-UHFFFAOYSA-N,"[""unifac_dortmund""]","1,3-cyclopentadiene,1,3-bis(1,1-dimethylethyl)-",water-YDQHBVMPIFXJPJ-UHFFFAOYSA-N,False,CC(C)(C)C1=CCC(C(C)(C)C)=C1
7306-05-0,GRDSPXXZEBFXHZ-UHFFFAOYSA-N,"[""unifac_dortmund""]",(1-methylcyclobutyl)benzene,water-GRDSPXXZEBFXHZ-UHFFFAOYSA-N,False,CC1(c2ccccc2)CCC1
7307-02-0,ILPNRWUGFSPGAA-UHFFFAOYSA-N,"[""unifac_dortmund""]",butanoylacetone,water-ILPNRWUGFSPGAA-UHFFFAOYSA-N,False,CCCC(=O)CC(C)=O
7307-03-1,KHZGUWAFFHXZLC-UHFFFAOYSA-N,"[""unifac_dortmund""]","5-methylhexane-2,4-dione",water-KHZGUWAFFHXZLC-UHFFFAOYSA-N,False,CC(=O)CC(=O)C(C)C
73120-52-2,CFUFEIWWICPJOZ-UHFFFAOYSA-N,"[""unifac_dortmund""]","1,12-dimethoxydodecane",water-CFUFEIWWICPJOZ-UHFFFAOYSA-N,False,COCCCCCCCCCCCCOC
73177-67-0,AKMRXUUGAJOMFO-UHFFFAOYSA-N,"[""unifac_dortmund""]",2-methyl-1-phenyl-1-pentanol,water-AKMRXUUGAJOMFO-UHFFFAOYSA-N,False,CCCC(C)C(O)c1ccccc1
7319-38-2,IWJMQXOBCQTQCF-UHFFFAOYSA-N,"[""unifac_dortmund""]",3-butenal,water-IWJMQXOBCQTQCF-UHFFFAOYSA-N,False,C=CCC=O
73210-25-0,WWIBETAPAOBCKI-UHFFFAOYSA-N,"[""unifac_dortmund""]","cyclohexanol, 2,2,5-trimethyl-",water-WWIBETAPAOBCKI-UHFFFAOYSA-N,False,CC1CCC(C)(C)C(O)C1
7326-46-7,WBESQMVRIKXRFL-UHFFFAOYSA-N,"[""unifac_dortmund""]",2-methyltetrahydro-2-furanol,water-WBESQMVRIKXRFL-UHFFFAOYSA-N,False,CC1(O)CCCO1
7331-52-4,FUDDLSHBRSNCBV-VKHMYHEASA-N,"[""unifac_dortmund""]",(S)-3-Hydroxy-γ-butyrolactone,water-FUDDLSHBRSNCBV-VKHMYHEASA-N,False,O=C1C[C@H](O)CO1
7332-93-6,GDTHVMAIBQVUMV-UHFFFAOYSA-N,"[""unifac_dortmund""]",2-oxopentanal,water-GDTHVMAIBQVUMV-UHFFFAOYSA-N,False,CCCC(=O)C=O
73321-24-1,HCHKKNABZPUOFQ-UHFFFAOYSA-N,"[""unifac_dortmund""]","tricyclo(5.2.2.02,6)undeca-2,5,8-triene",water-HCHKKNABZPUOFQ-UHFFFAOYSA-N,False,C1=CC2CCC1C1=CCC=C12
7336-27-8,ULYIFEQRRINMJQ-UHFFFAOYSA-N,"[""unifac_dortmund""]",3-methylbutyl methacrylate,water-ULYIFEQRRINMJQ-UHFFFAOYSA-N,False,C=C(C)C(=O)OCCC(C)C
7338-43-4,PKXSPCMDZCKLCI-UHFFFAOYSA-N,"[""unifac_dortmund""]",1-cyclohexyl-1-pentanol,water-PKXSPCMDZCKLCI-UHFFFAOYSA-N,False,CCCCC(O)C1CCCCC1
73398-15-9,MROJOHIMEYEXNY-UHFFFAOYSA-N,"[""unifac_dortmund""]","3-ethyl-2-methyl-1,5-hexadiene",water-MROJOHIMEYEXNY-UHFFFAOYSA-N,False,C=CCC(CC)C(=C)C
73398-98-8,JJCUHVWRXVDLKW-UHFFFAOYSA-N,"[""unifac_dortmund""]","1,3,5-undecatriene, 2-methyl-, (3e,5e)-",water-JJCUHVWRXVDLKW-UHFFFAOYSA-N,False,C=C(C)C=CC=CCCCCC
73398-99-9,UIIGNQXUZIMYKD-UHFFFAOYSA-N,"[""unifac_dortmund""]",73398-99-9,water-UIIGNQXUZIMYKD-UHFFFAOYSA-N,False,CCCCC=CC=CC=C(C)C
7344-34-5,IRAWLGHJHQBREM-UHFFFAOYSA-N,"[""unifac_dortmund""]",4-methyl-1h-indene,water-IRAWLGHJHQBREM-UHFFFAOYSA-N,False,Cc1cccc2c1C=CC2
73545-19-4,PJGNMGFVWOAXQU-UHFFFAOYSA-N,"[""unifac_dortmund""]","4-decene, 1,1-diethoxy-, (4z)-",water-PJGNMGFVWOAXQU-UHFFFAOYSA-N,False,CCCCCC=CCCC(OCC)OCC
73548-72-8,LXBJRNXXTAWCKU-UHFFFAOYSA-N,"[""unifac_dortmund""]",73548-72-8,water-LXBJRNXXTAWCKU-UHFFFAOYSA-N,False,CC=CCCC(C)C
7357-93-9,ADHCYQWFCLQBFG-UHFFFAOYSA-N,"[""unifac_dortmund""]",2-ethyl-3-methylbut-1-ene,water-ADHCYQWFCLQBFG-UHFFFAOYSA-N,False,C=C(CC)C(C)C
7364-19-4,OYBFKZHDPTTWGE-UHFFFAOYSA-N,"[""unifac_dortmund""]",1-t-butyl-4-ethylbenzene,water-OYBFKZHDPTTWGE-UHFFFAOYSA-N,False,CCc1ccc(C(C)(C)C)cc1
7364-20-7,CAABRJFUDNBRJZ-UHFFFAOYSA-N,"[""unifac_dortmund""]",methyl 4-ethylbenzoate,water-CAABRJFUDNBRJZ-UHFFFAOYSA-N,False,CCc1ccc(C(=O)OC)cc1
7367-38-6,UKAAUKLRJKBIDI-UHFFFAOYSA-N,"[""unifac_dortmund""]",5-butylnon-4-ene,water-UKAAUKLRJKBIDI-UHFFFAOYSA-N,False,CCCC=C(CCCC)CCCC
7367-81-9,CJBQSBZJDJHMLF-BQYQJAHWSA-N,"[""unifac_dortmund""]",methyl trans-2-octenoate,water-CJBQSBZJDJHMLF-BQYQJAHWSA-N,False,CCCCC/C=C/C(=O)OC
7367-82-0,AISZSTYLOVXFII-CMDGGOBGSA-N,"[""unifac_dortmund""]",ethyl 2-octenoate,water-AISZSTYLOVXFII-CMDGGOBGSA-N,False,CCCCC/C=C/C(=O)OCC
7371-67-7,WEPHXFVXUXMCLE-PHDIDXHHSA-N,"[""unifac_dortmund""]",sbb059220,water-WEPHXFVXUXMCLE-PHDIDXHHSA-N,False,COC(=O)[C@@H]1CC[C@H]1C(=O)OC
7371-86-0,CUSIRZGMYUQIBF-UHFFFAOYSA-N,"[""unifac_dortmund""]","2,4-diacetoxypentane",water-CUSIRZGMYUQIBF-UHFFFAOYSA-N,False,CC(=O)OC(C)CC(C)OC(C)=O
7372-92-1,BSFFHHPGSJXWFP-UHFFFAOYSA-N,"[""unifac_dortmund""]",7-methyl-1h-indene,water-BSFFHHPGSJXWFP-UHFFFAOYSA-N,False,Cc1cccc2c1CC=C2
7379-12-6,HIGGFWFRAWSMBR-UHFFFAOYSA-N,"[""unifac_dortmund""]",2-methyl-3-hexanone,water-HIGGFWFRAWSMBR-UHFFFAOYSA-N,False,CCCC(=O)C(C)C
7382-32-3,HYLLZXPMJRMUHH-UHFFFAOYSA-N,"[""unifac_dortmund""]",1-(2-(2-methoxyethoxy)ethoxy)butane,water-HYLLZXPMJRMUHH-UHFFFAOYSA-N,False,CCCCOCCOCCOC
