cas_number,inchi_key,models,name,pair_id,procurement_verified,smiles
24851-98-7,KVWWIYGFBYDJQC-UHFFFAOYSA-N,"[""unifac_dortmund""]",hedione,water-KVWWIYGFBYDJQC-UHFFFAOYSA-N,False,CCCCCC1C(=O)CCC1CC(=O)OC
249-87-6,YXWMPHHNVZZFFQ-UHFFFAOYSA-N,"[""unifac_dortmund""]","tricyclo[4.2.2.02,5]decane",water-YXWMPHHNVZZFFQ-UHFFFAOYSA-N,False,C1CC2CCC1C1CCC21
24910-63-2,PPBWEVVDSRKEIK-UHFFFAOYSA-N,"[""unifac_dortmund""]","3,4-dimethylpent-2-ene",water-PPBWEVVDSRKEIK-UHFFFAOYSA-N,False,CC=C(C)C(C)C
24915-95-5,OMSUIQOIVADKIM-RXMQYKEDSA-N,"[""unifac_dortmund""]",ethyl (r)-3-hydroxybutyrate,water-OMSUIQOIVADKIM-RXMQYKEDSA-N,False,CCOC(=O)C[C@@H](C)O
2492-18-4,DANUJARGWMPVQX-UHFFFAOYSA-N,"[""unifac_dortmund""]",tert-butyl hexanoate,water-DANUJARGWMPVQX-UHFFFAOYSA-N,False,CCCCCC(=O)OC(C)(C)C
2492-22-0,MZPDTOMKQCMETI-YHYXMXQVSA-N,"[""unifac_dortmund""]","cis-2,6-dimethyl-2,6-octadiene",water-MZPDTOMKQCMETI-YHYXMXQVSA-N,False,C/C=C(/C)CCC=C(C)C
24949-38-0,QHOMPCGOCNNMFK-UHFFFAOYSA-N,"[""unifac_dortmund""]",6-tridecene,water-QHOMPCGOCNNMFK-UHFFFAOYSA-N,False,CCCCCC=CCCCCCC
2495-37-6,AOJOEFVRHOZDFN-UHFFFAOYSA-N,"[""unifac_dortmund""]",benzyl methacrylate,water-AOJOEFVRHOZDFN-UHFFFAOYSA-N,False,C=C(C)C(=O)OCc1ccccc1
2497-18-9,HRHOWZHRCRZVCU-UHFFFAOYSA-N,"[""unifac_dortmund""]",trans-2-hexenyl acetate,water-HRHOWZHRCRZVCU-UHFFFAOYSA-N,False,CCCC=CCOC(C)=O
2497-21-4,FEWIGMWODIRUJM-UHFFFAOYSA-N,"[""unifac_dortmund""]",4-hexen-3-one,water-FEWIGMWODIRUJM-UHFFFAOYSA-N,False,CC=CC(=O)CC
2499-58-3,SCFQUKBBGYTJNC-UHFFFAOYSA-N,"[""unifac_dortmund""]",n-heptyl acrylate,water-SCFQUKBBGYTJNC-UHFFFAOYSA-N,False,C=CC(=O)OCCCCCCC
2499-59-4,ANISOHQJBAQUQP-UHFFFAOYSA-N,"[""unifac_dortmund""]",octyl acrylate,water-ANISOHQJBAQUQP-UHFFFAOYSA-N,False,C=CC(=O)OCCCCCCCC
2499-95-8,LNMQRPPRQDGUDR-UHFFFAOYSA-N,"[""unifac_dortmund""]",hexyl acrylate,water-LNMQRPPRQDGUDR-UHFFFAOYSA-N,False,C=CC(=O)OCCCCCC
250-21-5,NVNHBPOLPPDKRC-UHFFFAOYSA-N,"[""unifac_dortmund""]","tricyclo[3.3.0.02,6]octane",water-NVNHBPOLPPDKRC-UHFFFAOYSA-N,False,C1CC2C3CCC2C13
250-22-6,JMVZAUKRYGGVCX-UHFFFAOYSA-N,"[""unifac_dortmund""]",250-22-6,water-JMVZAUKRYGGVCX-UHFFFAOYSA-N,False,C1C2CC3CC1C3C2
25022-43-9,TXTDTCYVDJMLRP-UHFFFAOYSA-N,"[""unifac_dortmund""]",2-methoxy-1-butene,water-TXTDTCYVDJMLRP-UHFFFAOYSA-N,False,C=C(CC)OC
25044-01-3,GHHGVSCQWPVENX-UHFFFAOYSA-N,"[""unifac_dortmund""]",isopropenyl ethyl ketone,water-GHHGVSCQWPVENX-UHFFFAOYSA-N,False,C=C(C)C(=O)CC
2505-03-5,XJYOAWSHIQNEGC-UHFFFAOYSA-N,"[""unifac_dortmund""]",methylenecycloheptane,water-XJYOAWSHIQNEGC-UHFFFAOYSA-N,False,C=C1CCCCCC1
2505-06-8,ASLRNQBBLPDZET-UHFFFAOYSA-N,"[""unifac_dortmund""]",5-methylcycloheptene,water-ASLRNQBBLPDZET-UHFFFAOYSA-N,False,CC1CCC=CCC1
2510-99-8,UTUVIKZNQWNGIM-UHFFFAOYSA-N,"[""unifac_dortmund""]",ethyl 2-phenylpropanoate,water-UTUVIKZNQWNGIM-UHFFFAOYSA-N,False,CCOC(=O)C(C)c1ccccc1
25108-63-8,AUIURIPXSQBMJD-UHFFFAOYSA-N,"[""unifac_dortmund""]","naphthalene, 1,2,3,4-tetrahydro-1-methylene-",water-AUIURIPXSQBMJD-UHFFFAOYSA-N,False,C=C1CCCc2ccccc21
2511-91-3,SUBUEDOPXXGMKP-UHFFFAOYSA-N,"[""unifac_dortmund""]","cyclopropane, pentyl-",water-SUBUEDOPXXGMKP-UHFFFAOYSA-N,False,CCCCCC1CC1
2511-92-4,IWTBNPKBPXCCIV-UHFFFAOYSA-N,"[""unifac_dortmund""]",1-butyl-2-methylcyclopropane,water-IWTBNPKBPXCCIV-UHFFFAOYSA-N,False,CCCCC1CC1C
2511-95-7,VKJLDXGFBJBTRQ-UHFFFAOYSA-N,"[""unifac_dortmund""]","1,2-dimethylcyclopropane",water-VKJLDXGFBJBTRQ-UHFFFAOYSA-N,False,CC1CC1C
25117-24-2,ITVMHPMCNRGCIY-UHFFFAOYSA-N,"[""unifac_dortmund""]",4-methyltetradecane,water-ITVMHPMCNRGCIY-UHFFFAOYSA-N,False,CCCCCCCCCCC(C)CCC
25117-26-4,OREPYGSHKSWUCK-UHFFFAOYSA-N,"[""unifac_dortmund""]",4-methylhexadecane,water-OREPYGSHKSWUCK-UHFFFAOYSA-N,False,CCCCCCCCCCCCC(C)CCC
25117-32-2,SQKZZFHVQCSUHZ-UHFFFAOYSA-N,"[""unifac_dortmund""]",5-methyltetradecane,water-SQKZZFHVQCSUHZ-UHFFFAOYSA-N,False,CCCCCCCCCC(C)CCCC
25117-33-3,YWUXIGHUBKWHRW-UHFFFAOYSA-N,"[""unifac_dortmund""]",5-methylpentadecane,water-YWUXIGHUBKWHRW-UHFFFAOYSA-N,False,CCCCCCCCCCC(C)CCCC
25125-84-2,JWBPCSXRWORRAI-SNAWJCMRSA-N,"[""unifac_dortmund""]",trans-2-methoxy-2-butene,water-JWBPCSXRWORRAI-SNAWJCMRSA-N,False,C/C=C(\C)OC
25136-53-2,IGDCJKDZZUALAO-UHFFFAOYSA-N,"[""unifac_dortmund""]",glycerol allyl ether,water-IGDCJKDZZUALAO-UHFFFAOYSA-N,False,C=CCOC(CO)CO
25144-04-1,BVIJQMCYYASIFP-PHDIDXHHSA-N,"[""unifac_dortmund""]",trans-2-methylcyclopentanol,water-BVIJQMCYYASIFP-PHDIDXHHSA-N,False,C[C@@H]1CCC[C@H]1O
25144-05-2,BVIJQMCYYASIFP-NTSWFWBYSA-N,"[""unifac_dortmund""]","cyclopentanol, 2-methyl-, cis-",water-BVIJQMCYYASIFP-NTSWFWBYSA-N,False,C[C@H]1CCC[C@H]1O
25148-01-0,AOUGDAYMVXBDDZ-UHFFFAOYSA-N,"[""unifac_dortmund""]","3-ethyl-1-methyl-1,3-cyclopentadiene",water-AOUGDAYMVXBDDZ-UHFFFAOYSA-N,False,CCC1=CCC(C)=C1
25151-33-1,VFZKVQVQOMDJEG-UHFFFAOYSA-N,"[""unifac_dortmund""]","1,2-propanediol diacrylate",water-VFZKVQVQOMDJEG-UHFFFAOYSA-N,False,C=CC(=O)OCC(C)OC(=O)C=C
25152-83-4,JZQKTMZYLHNFPL-NMMTYZSQSA-N,"[""unifac_dortmund""]","2,4-decadienal, (e,z)-",water-JZQKTMZYLHNFPL-NMMTYZSQSA-N,False,CCCCC/C=C\C=C\C=O
25152-84-5,JZQKTMZYLHNFPL-BLHCBFLLSA-N,"[""unifac_dortmund""]","(2e,4e)-deca-2,4-dienal",water-JZQKTMZYLHNFPL-BLHCBFLLSA-N,False,CCCCC/C=C/C=C/C=O
2516-33-8,GUDMZGLFZNLYEY-UHFFFAOYSA-N,"[""unifac_dortmund""]",cyclopropylmethanol,water-GUDMZGLFZNLYEY-UHFFFAOYSA-N,False,OCC1CC1
25168-07-4,SDRZFSPCVYEJTP-UHFFFAOYSA-N,"[""unifac_dortmund""]","cyclohexene, 1-ethenyl-",water-SDRZFSPCVYEJTP-UHFFFAOYSA-N,False,C=CC1=CCCCC1
2517-43-3,JSGVZVOGOQILFM-UHFFFAOYSA-N,"[""unifac_dortmund""]",3-methoxy-1-butanol,water-JSGVZVOGOQILFM-UHFFFAOYSA-N,False,COC(C)CCO
25172-06-9,WDIFTBWPYIVZNY-SREVYHEPSA-N,"[""unifac_dortmund""]","3,7-octadien-2-one",water-WDIFTBWPYIVZNY-SREVYHEPSA-N,False,C=CCC/C=C\C(C)=O
25226-98-6,VYKDEWVAUWARRX-UHFFFAOYSA-N,"[""unifac_dortmund""]",25226-98-6,water-VYKDEWVAUWARRX-UHFFFAOYSA-N,False,CCOC(C=Cc1ccccc1)OCC
25234-79-1,GECZPGNLQXZLFU-UHFFFAOYSA-N,"[""unifac_dortmund""]","3,4-dimethyl-2,5-hexanedione",water-GECZPGNLQXZLFU-UHFFFAOYSA-N,False,CC(=O)C(C)C(C)C(C)=O
25234-83-7,DPWCQWVJGUAQCY-UHFFFAOYSA-N,"[""unifac_dortmund""]","pentanoic acid, 3-methyl-4-oxo-, methyl ester",water-DPWCQWVJGUAQCY-UHFFFAOYSA-N,False,COC(=O)CC(C)C(C)=O
25246-71-3,OVLZCXHCJCDIJB-UHFFFAOYSA-N,"[""unifac_dortmund""]","hexane, 2-methoxy-",water-OVLZCXHCJCDIJB-UHFFFAOYSA-N,False,CCCCC(C)OC
25246-76-8,VXQNOFUUYFPASX-UHFFFAOYSA-N,"[""unifac_dortmund""]","butane, 3-ethoxy-2,2-dimethyl-",water-VXQNOFUUYFPASX-UHFFFAOYSA-N,False,CCOC(C)C(C)(C)C
25260-60-0,VZUAUHWZIKOMFC-ARJAWSKDSA-N,"[""unifac_dortmund""]","cis-2-butene-1,4-diol diacetate",water-VZUAUHWZIKOMFC-ARJAWSKDSA-N,False,CC(=O)OC/C=C\COC(C)=O
25321-09-9,OKIRBHVFJGXOIS-UHFFFAOYSA-N,"[""unifac_dortmund""]","1,2-diisopropylbenzene",water-OKIRBHVFJGXOIS-UHFFFAOYSA-N,False,CC(C)c1ccccc1C(C)C
25328-90-9,ZDFZAFZAUTTZCQ-UHFFFAOYSA-N,"[""unifac_dortmund""]",1-phenylcyclooctene,water-ZDFZAFZAUTTZCQ-UHFFFAOYSA-N,False,C1=C(c2ccccc2)CCCCCC1
25339-17-7,PLLBRTOLHQQAQQ-UHFFFAOYSA-N,"[""unifac_dortmund""]",isodecanol,water-PLLBRTOLHQQAQQ-UHFFFAOYSA-N,False,CC(C)CCCCCCCO
25354-98-7,ZBQXOOAHEIPFSM-UHFFFAOYSA-N,"[""unifac_dortmund""]",2-methyl-1-pentadecanol,water-ZBQXOOAHEIPFSM-UHFFFAOYSA-N,False,CCCCCCCCCCCCCC(C)CO
25377-82-6,XWVHBWQEYOROBE-HWKANZROSA-N,"[""unifac_dortmund""]",trans-2-tridecene,water-XWVHBWQEYOROBE-HWKANZROSA-N,False,C/C=C/CCCCCCCCCC
2539-21-1,HZXKDBNTDXFOIG-UHFFFAOYSA-N,"[""unifac_dortmund""]",o-(isopropoxy)anisole,water-HZXKDBNTDXFOIG-UHFFFAOYSA-N,False,COc1ccccc1OC(C)C
2539-75-5,WCPWJMLXSZIWOP-UHFFFAOYSA-N,"[""unifac_dortmund""]","cyclohexene,1-propyl-",water-WCPWJMLXSZIWOP-UHFFFAOYSA-N,False,CCCC1=CCCCC1
25399-32-0,CGEYHDBRZXGTLN-UHFFFAOYSA-N,"[""unifac_dortmund""]",dispiro[2.1.2.1]octane,water-CGEYHDBRZXGTLN-UHFFFAOYSA-N,False,C1CC12CC1(CC1)C2
25415-67-2,OFQRUTMGVBMTFQ-UHFFFAOYSA-N,"[""unifac_dortmund""]",ethyl 4-methylvalerate,water-OFQRUTMGVBMTFQ-UHFFFAOYSA-N,False,CCOC(=O)CCC(C)C
