cas_number,inchi_key,models,name,pair_id,procurement_verified,smiles
627-93-0,UDSFAEKRVUSQDD-UHFFFAOYSA-N,"[""unifac_dortmund""]",dimethyl adipate,water-UDSFAEKRVUSQDD-UHFFFAOYSA-N,False,COC(=O)CCCCC(=O)OC
627-97-4,WEPNJTDVIIKRIK-UHFFFAOYSA-N,"[""unifac_dortmund""]",2-methyl-2-heptene,water-WEPNJTDVIIKRIK-UHFFFAOYSA-N,False,CCCCC=C(C)C
62702-04-9,RKPODBOKSGTKIR-UHFFFAOYSA-N,"[""unifac_dortmund""]","naphthalene,1,2,3,4,4a,5,6,8a-octahydro-4a-methyl-trans-",water-RKPODBOKSGTKIR-UHFFFAOYSA-N,False,CC12CCC=CC1CCCC2
628-04-6,HQUVLOKKTRUQNI-UHFFFAOYSA-N,"[""unifac_dortmund""]",ethyl isopentyl ether,water-HQUVLOKKTRUQNI-UHFFFAOYSA-N,False,CCOCCC(C)C
628-08-0,WNHXJHGRIHUOTG-UHFFFAOYSA-N,"[""unifac_dortmund""]",trans-2-butenyl acetate,water-WNHXJHGRIHUOTG-UHFFFAOYSA-N,False,CC=CCOC(C)=O
628-28-4,CXBDYQVECUFKRK-UHFFFAOYSA-N,"[""unifac_dortmund""]",1-methoxybutane,water-CXBDYQVECUFKRK-UHFFFAOYSA-N,False,CCCCOC
628-32-0,NVJUHMXYKCUMQA-UHFFFAOYSA-N,"[""unifac_dortmund""]","propane, 1-ethoxy-",water-NVJUHMXYKCUMQA-UHFFFAOYSA-N,False,CCCOCC
628-41-1,UVJHQYIOXKWHFD-UHFFFAOYSA-N,"[""unifac_dortmund""]","1,4-cyclohexadiene",water-UVJHQYIOXKWHFD-UHFFFAOYSA-N,False,C1=CCC=CC1
628-44-4,KBCNUEXDHWDIFX-UHFFFAOYSA-N,"[""unifac_dortmund""]",2-methyl-2-octanol,water-KBCNUEXDHWDIFX-UHFFFAOYSA-N,False,CCCCCCC(C)(C)O
628-55-7,SZNYYWIUQFZLLT-UHFFFAOYSA-N,"[""unifac_dortmund""]",isobutyl ether,water-SZNYYWIUQFZLLT-UHFFFAOYSA-N,False,CC(C)COCC(C)C
628-56-8,XMHDLKFMJMNOAX-UHFFFAOYSA-N,"[""unifac_dortmund""]",dimethallyl ether,water-XMHDLKFMJMNOAX-UHFFFAOYSA-N,False,C=C(C)COCC(=C)C
628-63-7,PGMYKACGEOXYJE-UHFFFAOYSA-N,"[""unifac_dortmund""]",amyl acetate,water-PGMYKACGEOXYJE-UHFFFAOYSA-N,False,CCCCCOC(C)=O
628-66-0,DSVGICPKBRQDDX-UHFFFAOYSA-N,"[""unifac_dortmund""]","1,3-diacetoxypropane",water-DSVGICPKBRQDDX-UHFFFAOYSA-N,False,CC(=O)OCCCOC(C)=O
628-67-1,XUKSWKGOQKREON-UHFFFAOYSA-N,"[""unifac_dortmund""]","1,4-diacetoxybutane",water-XUKSWKGOQKREON-UHFFFAOYSA-N,False,CC(=O)OCCCCOC(C)=O
628-80-8,DBUJFULDVAZULB-UHFFFAOYSA-N,"[""unifac_dortmund""]",amyl methyl ether,water-DBUJFULDVAZULB-UHFFFAOYSA-N,False,CCCCCOC
628-81-9,PZHIWRCQKBBTOW-UHFFFAOYSA-N,"[""unifac_dortmund""]",butyl ethyl ether,water-PZHIWRCQKBBTOW-UHFFFAOYSA-N,False,CCCCOCC
628-92-2,ZXIJMRYMVAMXQP-UHFFFAOYSA-N,"[""unifac_dortmund""]",cycloheptene,water-ZXIJMRYMVAMXQP-UHFFFAOYSA-N,False,C1=CCCCCC1
628-99-9,NGDNVOAEIVQRFH-UHFFFAOYSA-N,"[""unifac_dortmund""]",2-nonanol,water-NGDNVOAEIVQRFH-UHFFFAOYSA-N,False,CCCCCCCC(C)O
6280-03-1,NWJTZFZQVYJIHU-UHFFFAOYSA-N,"[""unifac_dortmund""]",ethenyl nonanoate,water-NWJTZFZQVYJIHU-UHFFFAOYSA-N,False,C=COC(=O)CCCCCCCC
6280-15-5,LUNMJPAJHJAGIS-UHFFFAOYSA-N,"[""unifac_dortmund""]",3-methylpentanedial,water-LUNMJPAJHJAGIS-UHFFFAOYSA-N,False,CC(CC=O)CC=O
6289-54-9,DVHGIHSWUYRIPZ-UHFFFAOYSA-N,"[""unifac_dortmund""]",phenethyl (e)-but-2-enoate,water-DVHGIHSWUYRIPZ-UHFFFAOYSA-N,False,CC=CC(=O)OCCc1ccccc1
629-14-1,LZDKZFUFMNSQCJ-UHFFFAOYSA-N,"[""unifac_dortmund""]","1,2-diethoxyethane",water-LZDKZFUFMNSQCJ-UHFFFAOYSA-N,False,CCOCCOCC
629-32-3,GTQXEQRIVGXSAE-UHFFFAOYSA-N,"[""unifac_dortmund""]",1-methoxyheptane,water-GTQXEQRIVGXSAE-UHFFFAOYSA-N,False,CCCCCCCOC
629-33-4,OUGPMNMLWKSBRI-UHFFFAOYSA-N,"[""unifac_dortmund""]",hexyl formate,water-OUGPMNMLWKSBRI-UHFFFAOYSA-N,False,CCCCCCOC=O
629-38-9,BJINVQNEBGOMCR-UHFFFAOYSA-N,"[""unifac_dortmund""]",methyl carbitol acetate,water-BJINVQNEBGOMCR-UHFFFAOYSA-N,False,COCCOCCOC(C)=O
629-50-5,IIYFAKIEWZDVMP-UHFFFAOYSA-N,"[""unifac_dortmund""]",tridecane,water-IIYFAKIEWZDVMP-UHFFFAOYSA-N,False,CCCCCCCCCCCCC
629-59-4,BGHCVCJVXZWKCC-UHFFFAOYSA-N,"[""unifac_dortmund""]",tetradecane,water-BGHCVCJVXZWKCC-UHFFFAOYSA-N,False,CCCCCCCCCCCCCC
629-62-9,YCOZIPAWZNQLMR-UHFFFAOYSA-N,"[""unifac_dortmund""]",pentadecane,water-YCOZIPAWZNQLMR-UHFFFAOYSA-N,False,CCCCCCCCCCCCCCC
629-64-1,UJEGHEMJVNQWOJ-UHFFFAOYSA-N,"[""unifac_dortmund""]",diheptyl ether,water-UJEGHEMJVNQWOJ-UHFFFAOYSA-N,False,CCCCCCCOCCCCCCC
629-73-2,GQEZCXVZFLOKMC-UHFFFAOYSA-N,"[""unifac_dortmund""]",1-hexadecene,water-GQEZCXVZFLOKMC-UHFFFAOYSA-N,False,C=CCCCCCCCCCCCCCC
629-82-3,NKJOXAZJBOMXID-UHFFFAOYSA-N,"[""unifac_dortmund""]",octyl ether,water-NKJOXAZJBOMXID-UHFFFAOYSA-N,False,CCCCCCCCOCCCCCCCC
6290-03-5,PUPZLCDOIYMWBV-SCSAIBSYSA-N,"[""unifac_dortmund""]","(r)-(-)-1,3-butanediol",water-PUPZLCDOIYMWBV-SCSAIBSYSA-N,False,C[C@@H](O)CCO
6290-49-9,QRMHDGWGLNLHMN-UHFFFAOYSA-N,"[""unifac_dortmund""]",methyl methoxyacetate,water-QRMHDGWGLNLHMN-UHFFFAOYSA-N,False,COCC(=O)OC
6290-50-2,RZCMFVQMQKCVEN-UHFFFAOYSA-N,"[""unifac_dortmund""]","1-methoxypentane-2,4-dione",water-RZCMFVQMQKCVEN-UHFFFAOYSA-N,False,COCC(=O)CC(C)=O
6292-20-2,NSMFWUVWJSHYTR-UHFFFAOYSA-N,"[""unifac_dortmund""]","cyclohexanol, 4-sec-butyl-",water-NSMFWUVWJSHYTR-UHFFFAOYSA-N,False,CCC(C)C1CCC(O)CC1
6293-37-4,GUHQWKGQAYBNEW-UHFFFAOYSA-N,"[""unifac_dortmund""]",2-ethylhexyl propionate,water-GUHQWKGQAYBNEW-UHFFFAOYSA-N,False,CCCCC(CC)COC(=O)CC
62946-68-3,LPEVSCRXBSHMOZ-UHFFFAOYSA-N,"[""unifac_dortmund""]","1,4-butanediol, 2-propyl-",water-LPEVSCRXBSHMOZ-UHFFFAOYSA-N,False,CCCC(CO)CCO
62948-64-5,ZRQYQZPQEMHNPP-UHFFFAOYSA-N,"[""unifac_dortmund""]",4-cyclohexyloxan-2-one,water-ZRQYQZPQEMHNPP-UHFFFAOYSA-N,False,O=C1CC(C2CCCCC2)CCO1
6297-41-2,FMVUGLMJUHFPSJ-UHFFFAOYSA-N,"[""unifac_dortmund""]",butyl 2-methylvalerate,water-FMVUGLMJUHFPSJ-UHFFFAOYSA-N,False,CCCCOC(=O)C(C)CCC
6297-42-3,VSNXGQJZBDUEOD-UHFFFAOYSA-N,"[""unifac_dortmund""]",isobutyl 2-methylvalerate,water-VSNXGQJZBDUEOD-UHFFFAOYSA-N,False,CCCC(C)C(=O)OCC(C)C
6297-48-9,SDCYWLNURCILGU-UHFFFAOYSA-N,"[""unifac_dortmund""]",amyl 2-methylvalerate,water-SDCYWLNURCILGU-UHFFFAOYSA-N,False,CCCCCOC(=O)C(C)CCC
630-19-3,FJJYHTVHBVXEEQ-UHFFFAOYSA-N,"[""unifac_dortmund""]",trimethylacetaldehyde,water-FJJYHTVHBVXEEQ-UHFFFAOYSA-N,False,CC(C)(C)C=O
6305-71-1,OVOVDHYEOQJKMD-UHFFFAOYSA-N,"[""unifac_dortmund""]","2,4-dimethyl-1-pentanol",water-OVOVDHYEOQJKMD-UHFFFAOYSA-N,False,CC(C)CC(C)CO
6306-30-5,LQEVOFWEUZODAF-UHFFFAOYSA-N,"[""unifac_dortmund""]",3-phenylhexan-2-one,water-LQEVOFWEUZODAF-UHFFFAOYSA-N,False,CCCC(C(C)=O)c1ccccc1
63095-33-0,NKNGVPNCSFZRSM-UHFFFAOYSA-N,"[""unifac_dortmund""]","2(3h)-furanone, 5-(3-hexenyl)dihydro-",water-NKNGVPNCSFZRSM-UHFFFAOYSA-N,False,CCC=CCCC1CCC(=O)O1
63123-41-1,PLMMQIFFXIVYQI-UHFFFAOYSA-N,"[""unifac_dortmund""]",1-(allyloxy)-3-isopropoxypropan-2-ol,water-PLMMQIFFXIVYQI-UHFFFAOYSA-N,False,C=CCOCC(O)COC(C)C
63126-48-7,WXJDPIWUPZLVSF-UHFFFAOYSA-N,"[""unifac_dortmund""]",3-ethyl-4-octanol,water-WXJDPIWUPZLVSF-UHFFFAOYSA-N,False,CCCCC(O)C(CC)CC
6319-85-3,CHVOYGXBBWPDEU-UHFFFAOYSA-N,"[""unifac_dortmund""]","1,3,5-triisopropyl-2-methylbenzene",water-CHVOYGXBBWPDEU-UHFFFAOYSA-N,False,Cc1c(C(C)C)cc(C(C)C)cc1C(C)C
6321-45-5,PWYXVVREDGESBB-UHFFFAOYSA-N,"[""unifac_dortmund""]",allyl valerate,water-PWYXVVREDGESBB-UHFFFAOYSA-N,False,C=CCOC(=O)CCCC
63238-49-3,XZXZSWBOJJOMNX-UHFFFAOYSA-N,"[""unifac_dortmund""]",ac1l3o8i,water-XZXZSWBOJJOMNX-UHFFFAOYSA-N,False,C=c1cc(C)c(=C)cc1C
63270-18-8,JGCNEUQIMYRBBG-UHFFFAOYSA-N,"[""unifac_dortmund""]","5-hepten-2-ol, 3,6-dimethyl-, propanoate",water-JGCNEUQIMYRBBG-UHFFFAOYSA-N,False,CCC(=O)OC(C)C(C)CC=C(C)C
63323-26-2,BOBHRIZDBFPAKV-UHFFFAOYSA-N,"[""unifac_dortmund""]","4,6-dimethyloct-7-en-3-one",water-BOBHRIZDBFPAKV-UHFFFAOYSA-N,False,C=CC(C)CC(C)C(=O)CC
63339-99-1,UAZCFEANXCTOCG-UHFFFAOYSA-N,"[""unifac_dortmund""]","benzene,[1-(1-methylethyl)cyclopropyl]-",water-UAZCFEANXCTOCG-UHFFFAOYSA-N,False,CC(C)C1(c2ccccc2)CC1
63444-56-4,VTMSSJKVUVVWNJ-UHFFFAOYSA-N,"[""unifac_dortmund""]",4-isobutylstyrene,water-VTMSSJKVUVVWNJ-UHFFFAOYSA-N,False,C=Cc1ccc(CC(C)C)cc1
63450-10-2,UNFLPVPOSGWAPY-UHFFFAOYSA-N,"[""unifac_dortmund""]",4-cyclohexyl-3-methylbutan-2-ol,water-UNFLPVPOSGWAPY-UHFFFAOYSA-N,False,CC(O)C(C)CC1CCCCC1
63450-12-4,JYGDLXCKZZOZAZ-NSCUHMNNSA-N,"[""unifac_dortmund""]","2-oxetanone, 4-(1-propenyl)-, homopolymer",water-JYGDLXCKZZOZAZ-NSCUHMNNSA-N,False,C/C=C/C1CC(=O)O1
63450-32-8,BAKYERABTYQIGZ-UHFFFAOYSA-N,"[""unifac_dortmund""]","2(3h)-furanone, 4-hexyldihydro-",water-BAKYERABTYQIGZ-UHFFFAOYSA-N,False,CCCCCCC1COC(=O)C1
63450-36-2,DNCPZJXUBYQFED-UHFFFAOYSA-N,"[""unifac_dortmund""]","nona-3,5-dien-1-ol",water-DNCPZJXUBYQFED-UHFFFAOYSA-N,False,CCCC=CC=CCCO
63468-05-3,OWVUFBAJXKEVBE-UHFFFAOYSA-N,"[""unifac_dortmund""]",4-methyl-2-penten-4-ol,water-OWVUFBAJXKEVBE-UHFFFAOYSA-N,False,CC=CC(C)(C)O
