chemsep_nrtl_endpoint_error,chemsep_nrtl_liquid_phase_count,chemsep_nrtl_ratio,chemsep_nrtl_status,chemsep_nrtl_vapor_mole_fraction,heat_reduction_required_for_mass_parity,mass_fraction,mass_ratio_equal_net_heat,minimum_ratio,model_spread,pair_id,paired_eligible,pressure_pa,temperature_k,unifac_dortmund_endpoint_error,unifac_dortmund_liquid_phase_count,unifac_dortmund_ratio,unifac_dortmund_status,unifac_dortmund_vapor_mole_fraction
0.04753384477263267,1,0.9999590245621628,ok,0.0,4.097543783720958e-05,0.0001,1.0000409771168925,0.9999590245621628,1.6824806022053274e-05,water-LFQSCWFLJHTTHZ-UHFFFAOYSA-N,True,101325.0,350.0,0.04753384477263267,1,0.9999758493681848,ok,0.0
0.04747923920572206,1,0.9999590245621628,ok,0.0,4.097543783720958e-05,0.0001,1.0000409771168925,0.9999590245621628,1.6824806022053274e-05,water-LFQSCWFLJHTTHZ-UHFFFAOYSA-N,True,200000.0,350.0,0.04747923920572206,1,0.9999758493681848,ok,0.0
0.05626208582771852,1,0.9999600085679189,ok,0.0,,0.0001,,,,water-LFQSCWFLJHTTHZ-UHFFFAOYSA-N,False,101325.0,362.5,0.05626208582771852,1,0.9999780254343071,ok,0.0
0.005780814713935989,0,0.999936351202811,ok,1.0,6.364879718900873e-05,0.0001,1.0000636528486162,0.999936351202811,7.331361323359431e-06,water-LFQSCWFLJHTTHZ-UHFFFAOYSA-N,True,101325.0,375.0,0.005780814713935989,0,0.9999436825641344,ok,1.0
0.06595088936195792,1,0.9999611134567921,ok,0.0,,0.0001,,,,water-LFQSCWFLJHTTHZ-UHFFFAOYSA-N,False,120100.539483,375.0,0.06595088936195792,1,0.9999807740868628,ok,0.0
0.06593912345370401,1,0.9999611134567921,ok,0.0,,0.0001,,,,water-LFQSCWFLJHTTHZ-UHFFFAOYSA-N,False,142355.189579,375.0,0.06593912345370401,1,0.9999807740868628,ok,0.0
0.06590865312105298,1,0.9999611134567921,ok,0.0,,0.0001,,,,water-LFQSCWFLJHTTHZ-UHFFFAOYSA-N,False,200000.0,375.0,0.06590865312105298,1,0.9999807740868628,ok,0.0
0.07654222847206649,1,0.9999621668659839,ok,0.0,,0.0001,,,,water-LFQSCWFLJHTTHZ-UHFFFAOYSA-N,False,200000.0,387.5,0.07654222847206649,1,0.9999839292416276,ok,0.0
0.004356199754141699,0,0.9999373214246684,ok,1.0,6.267857533159837e-05,0.0001,1.0000626825041816,0.9999373214246684,7.200604699830748e-06,water-LFQSCWFLJHTTHZ-UHFFFAOYSA-N,True,101325.0,400.0,0.004356199754141699,0,0.9999445220293682,ok,1.0
0.008105095449862487,0,0.9999373214246684,ok,1.0,6.267857533159837e-05,0.0001,1.0000626825041816,0.9999373214246684,7.200604699830748e-06,water-LFQSCWFLJHTTHZ-UHFFFAOYSA-N,True,200000.0,400.0,0.008105095449862487,0,0.9999445220293682,ok,1.0
0.002871306568927867,0,0.999939375503776,ok,1.0,6.0624496224015445e-05,0.0001,1.0000606281717763,0.999939375503776,6.950311696396483e-06,water-LFQSCWFLJHTTHZ-UHFFFAOYSA-N,True,101325.0,450.0,0.002871306568927867,0,0.9999463258154724,ok,1.0
0.004983500929861329,0,0.999939375503776,ok,1.0,6.0624496224015445e-05,0.0001,1.0000606281717763,0.999939375503776,6.950311696396483e-06,water-LFQSCWFLJHTTHZ-UHFFFAOYSA-N,True,200000.0,450.0,0.004983500929861329,0,0.9999463258154724,ok,1.0
0.04753384477263267,1,0.9999271354748627,ok,0.0,7.286452513732833e-05,0.000177827941004,1.0000728698347632,0.9999271354748627,2.9921112849051745e-05,water-LFQSCWFLJHTTHZ-UHFFFAOYSA-N,True,101325.0,350.0,0.04753384477263267,1,0.9999570565877117,ok,0.0
0.04747923920572206,1,0.9999271354748627,ok,0.0,7.286452513732833e-05,0.000177827941004,1.0000728698347632,0.9999271354748627,2.9921112849051745e-05,water-LFQSCWFLJHTTHZ-UHFFFAOYSA-N,True,200000.0,350.0,0.04747923920572206,1,0.9999570565877117,ok,0.0
0.05626208582771852,1,0.9999288852643282,ok,0.0,,0.000177827941004,,,,water-LFQSCWFLJHTTHZ-UHFFFAOYSA-N,False,101325.0,362.5,0.05626208582771852,1,0.999960926532624,ok,0.0
0.005780814713935989,0,0.999886815353281,ok,1.0,0.00011318464671894457,0.000177827941004,1.0001131974589332,0.999886815353281,1.3036032121882535e-05,water-LFQSCWFLJHTTHZ-UHFFFAOYSA-N,True,101325.0,375.0,0.005780814713935989,0,0.9998998513854029,ok,1.0
0.06595088936195792,1,0.9999308500229894,ok,0.0,,0.000177827941004,,,,water-LFQSCWFLJHTTHZ-UHFFFAOYSA-N,False,120100.539483,375.0,0.06595088936195792,1,0.9999658147073096,ok,0.0
0.06593912345370401,1,0.9999308500229894,ok,0.0,,0.000177827941004,,,,water-LFQSCWFLJHTTHZ-UHFFFAOYSA-N,False,142355.189579,375.0,0.06593912345370401,1,0.9999658147073096,ok,0.0
0.06590865312105298,1,0.9999308500229894,ok,0.0,,0.000177827941004,,,,water-LFQSCWFLJHTTHZ-UHFFFAOYSA-N,False,200000.0,375.0,0.06590865312105298,1,0.9999658147073096,ok,0.0
