chemsep_nrtl_endpoint_error,chemsep_nrtl_liquid_phase_count,chemsep_nrtl_ratio,chemsep_nrtl_status,chemsep_nrtl_vapor_mole_fraction,heat_reduction_required_for_mass_parity,mass_fraction,mass_ratio_equal_net_heat,minimum_ratio,model_spread,pair_id,paired_eligible,pressure_pa,temperature_k,unifac_dortmund_endpoint_error,unifac_dortmund_liquid_phase_count,unifac_dortmund_ratio,unifac_dortmund_status,unifac_dortmund_vapor_mole_fraction
0.004356199754141699,0,0.9155588944008218,ok,1.0,0.08444110559917817,0.106666666667,1.092229026571185,0.9155588944008218,0.005365913734766137,water-ZWEHNKRNPOVVGH-UHFFFAOYSA-N,True,101325.0,400.0,0.004356199754141699,0,0.920924808135588,ok,1.0
0.008105095449862487,0,0.9155588944008218,ok,1.0,0.08444110559917817,0.106666666667,1.092229026571185,0.9155588944008218,0.005365913734766137,water-ZWEHNKRNPOVVGH-UHFFFAOYSA-N,True,200000.0,400.0,0.008105095449862487,0,0.920924808135588,ok,1.0
0.002871306568927867,0,0.9182840353731342,ok,1.0,0.08171596462686581,0.106666666667,1.0889876786256678,0.9182840353731342,0.005179394585182129,water-ZWEHNKRNPOVVGH-UHFFFAOYSA-N,True,101325.0,450.0,0.002871306568927867,0,0.9234634299583163,ok,1.0
0.004983500929861329,0,0.9182840353731342,ok,1.0,0.08171596462686581,0.106666666667,1.0889876786256678,0.9182840353731342,0.005179394585182129,water-ZWEHNKRNPOVVGH-UHFFFAOYSA-N,True,200000.0,450.0,0.004983500929861329,0,0.9234634299583163,ok,1.0
,1,,inlet_not_single_liquid,0.0,,0.109083333334,,,,water-ZWEHNKRNPOVVGH-UHFFFAOYSA-N,False,101325.0,350.0,0.04753384477263267,1,0.973422932920495,ok,0.0
,1,,inlet_not_single_liquid,0.0,,0.109083333334,,,,water-ZWEHNKRNPOVVGH-UHFFFAOYSA-N,False,200000.0,350.0,0.04747923920572206,1,0.973422932920495,ok,0.0
,0,,inlet_not_single_liquid,1.0,,0.109083333334,,,,water-ZWEHNKRNPOVVGH-UHFFFAOYSA-N,False,101325.0,375.0,0.005780814713935989,0,0.917868279823784,ok,1.0
,1,,inlet_not_single_liquid,0.0869837258829691,,0.109083333334,,,,water-ZWEHNKRNPOVVGH-UHFFFAOYSA-N,False,142355.189579,375.0,0.06593912345370401,1,1.5165726257799834,ok,0.08902332362257673
,1,,inlet_not_single_liquid,0.0,,0.109083333334,,,,water-ZWEHNKRNPOVVGH-UHFFFAOYSA-N,False,200000.0,375.0,0.06590865312105298,1,0.979257741083898,ok,0.0
,0,,inlet_not_single_liquid,1.0,,0.109083333334,,,,water-ZWEHNKRNPOVVGH-UHFFFAOYSA-N,False,101325.0,400.0,0.004356199754141699,0,0.9191284442653039,ok,1.0
