chemsep_nrtl_endpoint_error,chemsep_nrtl_liquid_phase_count,chemsep_nrtl_ratio,chemsep_nrtl_status,chemsep_nrtl_vapor_mole_fraction,heat_reduction_required_for_mass_parity,mass_fraction,mass_ratio_equal_net_heat,minimum_ratio,model_spread,pair_id,paired_eligible,pressure_pa,reference_blockers,temperature_k,unifac_dortmund_endpoint_error,unifac_dortmund_liquid_phase_count,unifac_dortmund_ratio,unifac_dortmund_status,unifac_dortmund_vapor_mole_fraction
,0,,inlet_not_single_liquid,1.0,,0.0293333333333,,,,water-PHTQWCKDNZKARW-UHFFFAOYSA-N,False,101325.0,[],450.0,0.002871306568927867,0,0.9807113158881396,ok,1.0
,0,,inlet_not_single_liquid,1.0,,0.0293333333333,,,,water-PHTQWCKDNZKARW-UHFFFAOYSA-N,False,200000.0,[],450.0,0.004983500929861329,0,0.9807113158881396,ok,1.0
,1,,inlet_not_single_liquid,0.0,,0.0341666666666,,,,water-PHTQWCKDNZKARW-UHFFFAOYSA-N,False,101325.0,[],350.0,0.04753384477263267,1,0.9983045902186949,ok,0.0
,1,,inlet_not_single_liquid,0.0,,0.0341666666666,,,,water-PHTQWCKDNZKARW-UHFFFAOYSA-N,False,200000.0,[],350.0,0.04747923920572206,1,0.9983045902186949,ok,0.0
,0,,inlet_not_single_liquid,1.0,,0.0341666666666,,,,water-PHTQWCKDNZKARW-UHFFFAOYSA-N,False,101325.0,[],375.0,0.005780814713935989,0,0.9762563057290906,ok,1.0
,1,,inlet_not_single_liquid,0.0,,0.0341666666666,,,,water-PHTQWCKDNZKARW-UHFFFAOYSA-N,False,120100.539483,"[""water_reference_tolerance_exceeded""]",375.0,0.06595088936195792,1,1.2297147085606948,ok,0.03302404517370844
,1,,inlet_not_single_liquid,0.0,,0.0341666666666,,,,water-PHTQWCKDNZKARW-UHFFFAOYSA-N,False,142355.189579,"[""water_reference_tolerance_exceeded""]",375.0,0.06593912345370401,1,0.9994912816492629,ok,0.0
,1,,inlet_not_single_liquid,0.0,,0.0341666666666,,,,water-PHTQWCKDNZKARW-UHFFFAOYSA-N,False,200000.0,"[""water_reference_tolerance_exceeded""]",375.0,0.06590865312105298,1,0.9994912816492629,ok,0.0
,0,,inlet_not_single_liquid,1.0,,0.0341666666666,,,,water-PHTQWCKDNZKARW-UHFFFAOYSA-N,False,101325.0,[],400.0,0.004356199754141699,0,0.9766682988031911,ok,1.0
,0,,inlet_not_single_liquid,1.0,,0.0341666666666,,,,water-PHTQWCKDNZKARW-UHFFFAOYSA-N,False,200000.0,[],400.0,0.008105095449862487,0,0.9766682988031911,ok,1.0
,0,,inlet_not_single_liquid,1.0,,0.0341666666666,,,,water-PHTQWCKDNZKARW-UHFFFAOYSA-N,False,101325.0,[],450.0,0.002871306568927867,0,0.9775296775167809,ok,1.0
,0,,inlet_not_single_liquid,1.0,,0.0341666666666,,,,water-PHTQWCKDNZKARW-UHFFFAOYSA-N,False,200000.0,[],450.0,0.004983500929861329,0,0.9775296775167809,ok,1.0
,1,,inlet_not_single_liquid,0.0,,0.0365833333333,,,,water-PHTQWCKDNZKARW-UHFFFAOYSA-N,False,101325.0,[],350.0,,1,,inlet_not_single_liquid,0.0
,1,,inlet_not_single_liquid,0.0,,0.0365833333333,,,,water-PHTQWCKDNZKARW-UHFFFAOYSA-N,False,200000.0,[],350.0,,1,,inlet_not_single_liquid,0.0
,0,,inlet_not_single_liquid,1.0,,0.0365833333333,,,,water-PHTQWCKDNZKARW-UHFFFAOYSA-N,False,101325.0,[],375.0,,0,,inlet_not_single_liquid,1.0
,1,,inlet_not_single_liquid,0.0,,0.0365833333333,,,,water-PHTQWCKDNZKARW-UHFFFAOYSA-N,False,142355.189579,"[""water_reference_tolerance_exceeded""]",375.0,,1,,inlet_not_single_liquid,0.0
,1,,inlet_not_single_liquid,0.0,,0.0365833333333,,,,water-PHTQWCKDNZKARW-UHFFFAOYSA-N,False,200000.0,"[""water_reference_tolerance_exceeded""]",375.0,,1,,inlet_not_single_liquid,0.0
,0,,inlet_not_single_liquid,1.0,,0.0365833333333,,,,water-PHTQWCKDNZKARW-UHFFFAOYSA-N,False,101325.0,[],400.0,,0,,inlet_not_single_liquid,1.0
,0,,inlet_not_single_liquid,1.0,,0.0365833333333,,,,water-PHTQWCKDNZKARW-UHFFFAOYSA-N,False,200000.0,[],400.0,,0,,inlet_not_single_liquid,1.0
,0,,inlet_not_single_liquid,1.0,,0.0365833333333,,,,water-PHTQWCKDNZKARW-UHFFFAOYSA-N,False,101325.0,[],450.0,,0,,inlet_not_single_liquid,1.0
,0,,inlet_not_single_liquid,1.0,,0.0365833333333,,,,water-PHTQWCKDNZKARW-UHFFFAOYSA-N,False,200000.0,[],450.0,,0,,inlet_not_single_liquid,1.0
,2,,inlet_not_single_liquid,0.0,,0.039,,,,water-PHTQWCKDNZKARW-UHFFFAOYSA-N,False,101325.0,[],350.0,,2,,inlet_not_single_liquid,0.0
,2,,inlet_not_single_liquid,0.0,,0.039,,,,water-PHTQWCKDNZKARW-UHFFFAOYSA-N,False,200000.0,[],350.0,,2,,inlet_not_single_liquid,0.0
,0,,inlet_not_single_liquid,1.0,,0.039,,,,water-PHTQWCKDNZKARW-UHFFFAOYSA-N,False,101325.0,[],375.0,,0,,inlet_not_single_liquid,1.0
,1,,inlet_not_single_liquid,0.0,,0.039,,,,water-PHTQWCKDNZKARW-UHFFFAOYSA-N,False,120100.539483,"[""water_reference_tolerance_exceeded""]",375.0,,1,,inlet_not_single_liquid,0.043757104475012014
,1,,inlet_not_single_liquid,0.0,,0.039,,,,water-PHTQWCKDNZKARW-UHFFFAOYSA-N,False,142355.189579,"[""water_reference_tolerance_exceeded""]",375.0,,1,,inlet_not_single_liquid,0.0
,1,,inlet_not_single_liquid,0.0,,0.039,,,,water-PHTQWCKDNZKARW-UHFFFAOYSA-N,False,200000.0,"[""water_reference_tolerance_exceeded""]",375.0,,1,,inlet_not_single_liquid,0.0
,0,,inlet_not_single_liquid,1.0,,0.039,,,,water-PHTQWCKDNZKARW-UHFFFAOYSA-N,False,101325.0,[],400.0,,0,,inlet_not_single_liquid,1.0
,0,,inlet_not_single_liquid,1.0,,0.039,,,,water-PHTQWCKDNZKARW-UHFFFAOYSA-N,False,200000.0,[],400.0,,0,,inlet_not_single_liquid,1.0
,0,,inlet_not_single_liquid,1.0,,0.039,,,,water-PHTQWCKDNZKARW-UHFFFAOYSA-N,False,101325.0,[],450.0,,0,,inlet_not_single_liquid,1.0
,0,,inlet_not_single_liquid,1.0,,0.039,,,,water-PHTQWCKDNZKARW-UHFFFAOYSA-N,False,200000.0,[],450.0,,0,,inlet_not_single_liquid,1.0
,1,,inlet_not_single_liquid,0.0,,0.0414166666667,,,,water-PHTQWCKDNZKARW-UHFFFAOYSA-N,False,142355.189579,"[""water_reference_tolerance_exceeded""]",375.0,,1,,inlet_not_single_liquid,0.0
,1,,inlet_not_single_liquid,0.0,,0.0414166666667,,,,water-PHTQWCKDNZKARW-UHFFFAOYSA-N,False,200000.0,"[""water_reference_tolerance_exceeded""]",375.0,,1,,inlet_not_single_liquid,0.0
,1,,inlet_not_single_liquid,0.006695772135340139,,0.0438333333334,,,,water-PHTQWCKDNZKARW-UHFFFAOYSA-N,False,120100.539483,"[""water_reference_tolerance_exceeded""]",375.0,,1,,inlet_not_single_liquid,0.05457569508993846
,1,,inlet_not_single_liquid,0.0,,0.0438333333334,,,,water-PHTQWCKDNZKARW-UHFFFAOYSA-N,False,142355.189579,"[""water_reference_tolerance_exceeded""]",375.0,,2,,inlet_not_single_liquid,0.0
,1,,inlet_not_single_liquid,0.0,,0.0438333333334,,,,water-PHTQWCKDNZKARW-UHFFFAOYSA-N,False,200000.0,"[""water_reference_tolerance_exceeded""]",375.0,,2,,inlet_not_single_liquid,0.0
,2,,inlet_not_single_liquid,0.0,,0.0486666666667,,,,water-PHTQWCKDNZKARW-UHFFFAOYSA-N,False,101325.0,[],350.0,,2,,inlet_not_single_liquid,0.0
,2,,inlet_not_single_liquid,0.0,,0.0486666666667,,,,water-PHTQWCKDNZKARW-UHFFFAOYSA-N,False,200000.0,[],350.0,,2,,inlet_not_single_liquid,0.0
,0,,inlet_not_single_liquid,1.0,,0.0486666666667,,,,water-PHTQWCKDNZKARW-UHFFFAOYSA-N,False,101325.0,[],375.0,,0,,inlet_not_single_liquid,1.0
,1,,inlet_not_single_liquid,0.017757412916804542,,0.0486666666667,,,,water-PHTQWCKDNZKARW-UHFFFAOYSA-N,False,120100.539483,"[""water_reference_tolerance_exceeded""]",375.0,,1,,inlet_not_single_liquid,0.06548084350258132
,1,,inlet_not_single_liquid,0.0,,0.0486666666667,,,,water-PHTQWCKDNZKARW-UHFFFAOYSA-N,False,142355.189579,"[""water_reference_tolerance_exceeded""]",375.0,,2,,inlet_not_single_liquid,0.0
,1,,inlet_not_single_liquid,0.0,,0.0486666666667,,,,water-PHTQWCKDNZKARW-UHFFFAOYSA-N,False,200000.0,"[""water_reference_tolerance_exceeded""]",375.0,,2,,inlet_not_single_liquid,0.0
,0,,inlet_not_single_liquid,1.0,,0.0486666666667,,,,water-PHTQWCKDNZKARW-UHFFFAOYSA-N,False,101325.0,[],400.0,,0,,inlet_not_single_liquid,1.0
,0,,inlet_not_single_liquid,1.0,,0.0486666666667,,,,water-PHTQWCKDNZKARW-UHFFFAOYSA-N,False,200000.0,[],400.0,,0,,inlet_not_single_liquid,1.0
,0,,inlet_not_single_liquid,1.0,,0.0486666666667,,,,water-PHTQWCKDNZKARW-UHFFFAOYSA-N,False,101325.0,[],450.0,,0,,inlet_not_single_liquid,1.0
