chemsep_nrtl_endpoint_error,chemsep_nrtl_liquid_phase_count,chemsep_nrtl_ratio,chemsep_nrtl_status,chemsep_nrtl_vapor_mole_fraction,heat_reduction_required_for_mass_parity,mass_fraction,mass_ratio_equal_net_heat,minimum_ratio,model_spread,pair_id,paired_eligible,pressure_pa,reference_blockers,temperature_k,unifac_dortmund_endpoint_error,unifac_dortmund_liquid_phase_count,unifac_dortmund_ratio,unifac_dortmund_status,unifac_dortmund_vapor_mole_fraction
,1,,inlet_not_single_liquid,0.16590490763813157,,0.261333333333,,,,water-RTZKZFJDLAIYFH-UHFFFAOYSA-N,False,200000.0,"[""water_reference_tolerance_exceeded""]",375.0,,1,,inlet_not_single_liquid,0.16787814876637278
,0,,inlet_not_single_liquid,1.0,,0.261333333333,,,,water-RTZKZFJDLAIYFH-UHFFFAOYSA-N,False,101325.0,[],400.0,,0,,inlet_not_single_liquid,1.0
,0,,inlet_not_single_liquid,1.0,,0.261333333333,,,,water-RTZKZFJDLAIYFH-UHFFFAOYSA-N,False,200000.0,[],400.0,,0,,inlet_not_single_liquid,1.0
,0,,inlet_not_single_liquid,1.0,,0.261333333333,,,,water-RTZKZFJDLAIYFH-UHFFFAOYSA-N,False,101325.0,[],450.0,,0,,inlet_not_single_liquid,1.0
,0,,inlet_not_single_liquid,1.0,,0.261333333333,,,,water-RTZKZFJDLAIYFH-UHFFFAOYSA-N,False,200000.0,[],450.0,,0,,inlet_not_single_liquid,1.0
,1,,inlet_not_single_liquid,0.14204439977580097,,0.280666666667,,,,water-RTZKZFJDLAIYFH-UHFFFAOYSA-N,False,101325.0,[],350.0,,1,,inlet_not_single_liquid,0.14359322281738907
,1,,inlet_not_single_liquid,0.09794833802945428,,0.280666666667,,,,water-RTZKZFJDLAIYFH-UHFFFAOYSA-N,False,200000.0,[],350.0,,1,,inlet_not_single_liquid,0.1016619261607461
,0,,inlet_not_single_liquid,1.0,,0.280666666667,,,,water-RTZKZFJDLAIYFH-UHFFFAOYSA-N,False,101325.0,[],375.0,,0,,inlet_not_single_liquid,1.0
,1,,inlet_not_single_liquid,0.1821839070169829,,0.280666666667,,,,water-RTZKZFJDLAIYFH-UHFFFAOYSA-N,False,200000.0,"[""water_reference_tolerance_exceeded""]",375.0,,1,,inlet_not_single_liquid,0.18414054623069756
,0,,inlet_not_single_liquid,1.0,,0.280666666667,,,,water-RTZKZFJDLAIYFH-UHFFFAOYSA-N,False,101325.0,[],400.0,,0,,inlet_not_single_liquid,1.0
,0,,inlet_not_single_liquid,1.0,,0.280666666667,,,,water-RTZKZFJDLAIYFH-UHFFFAOYSA-N,False,200000.0,[],400.0,,0,,inlet_not_single_liquid,1.0
,0,,inlet_not_single_liquid,1.0,,0.280666666667,,,,water-RTZKZFJDLAIYFH-UHFFFAOYSA-N,False,101325.0,[],450.0,,0,,inlet_not_single_liquid,1.0
,0,,inlet_not_single_liquid,1.0,,0.280666666667,,,,water-RTZKZFJDLAIYFH-UHFFFAOYSA-N,False,200000.0,[],450.0,,0,,inlet_not_single_liquid,1.0
,1,,inlet_not_single_liquid,0.15520300997235667,,0.3,,,,water-RTZKZFJDLAIYFH-UHFFFAOYSA-N,False,101325.0,[],350.0,,1,,inlet_not_single_liquid,0.1567382821523938
,1,,inlet_not_single_liquid,0.10779985797920028,,0.3,,,,water-RTZKZFJDLAIYFH-UHFFFAOYSA-N,False,200000.0,[],350.0,,1,,inlet_not_single_liquid,0.11148085946270334
,0,,inlet_not_single_liquid,1.0,,0.3,,,,water-RTZKZFJDLAIYFH-UHFFFAOYSA-N,False,101325.0,[],375.0,,0,,inlet_not_single_liquid,1.0
,1,,inlet_not_single_liquid,0.19907935893684414,,0.3,,,,water-RTZKZFJDLAIYFH-UHFFFAOYSA-N,False,200000.0,"[""water_reference_tolerance_exceeded""]",375.0,,1,,inlet_not_single_liquid,0.20101876755470344
,0,,inlet_not_single_liquid,1.0,,0.3,,,,water-RTZKZFJDLAIYFH-UHFFFAOYSA-N,False,101325.0,[],400.0,,0,,inlet_not_single_liquid,1.0
,0,,inlet_not_single_liquid,1.0,,0.3,,,,water-RTZKZFJDLAIYFH-UHFFFAOYSA-N,False,200000.0,[],400.0,,0,,inlet_not_single_liquid,1.0
,0,,inlet_not_single_liquid,1.0,,0.3,,,,water-RTZKZFJDLAIYFH-UHFFFAOYSA-N,False,101325.0,[],450.0,,0,,inlet_not_single_liquid,1.0
,0,,inlet_not_single_liquid,1.0,,0.3,,,,water-RTZKZFJDLAIYFH-UHFFFAOYSA-N,False,200000.0,[],450.0,,0,,inlet_not_single_liquid,1.0
