chemsep_nrtl_endpoint_error,chemsep_nrtl_liquid_phase_count,chemsep_nrtl_ratio,chemsep_nrtl_status,chemsep_nrtl_vapor_mole_fraction,heat_reduction_required_for_mass_parity,mass_fraction,mass_ratio_equal_net_heat,minimum_ratio,model_spread,pair_id,paired_eligible,pressure_pa,reference_blockers,temperature_k,unifac_dortmund_endpoint_error,unifac_dortmund_liquid_phase_count,unifac_dortmund_ratio,unifac_dortmund_status,unifac_dortmund_vapor_mole_fraction
0.04753384477263267,1,0.9999723271707464,ok,0.0,2.7672829253644338e-05,0.0001,1.0000276735950604,0.9999723271707464,1.9879782825471537e-05,water-ZXEKIIBDNHEJCQ-UHFFFAOYSA-N,True,101325.0,[],350.0,0.04753384477263267,1,0.9999922069535718,ok,0.0
0.04747923920572206,1,0.9999723271707464,ok,0.0,2.7672829253644338e-05,0.0001,1.0000276735950604,0.9999723271707464,1.9879782825471537e-05,water-ZXEKIIBDNHEJCQ-UHFFFAOYSA-N,True,200000.0,[],350.0,0.04747923920572206,1,0.9999922069535718,ok,0.0
0.05626208582771852,1,0.9999734000704584,ok,0.0,,0.0001,,,,water-ZXEKIIBDNHEJCQ-UHFFFAOYSA-N,False,101325.0,"[""water_reference_tolerance_exceeded""]",362.5,0.05626208582771852,1,0.9999939543675299,ok,0.0
0.005780814713935989,0,0.9999261851125909,ok,1.0,7.381488740909603e-05,0.0001,1.000073820336449,0.9999261851125909,6.8091420329929875e-06,water-ZXEKIIBDNHEJCQ-UHFFFAOYSA-N,True,101325.0,[],375.0,0.005780814713935989,0,0.9999329942546239,ok,1.0
0.06595088936195792,1,0.9999745074767225,ok,0.0,,0.0001,,,,water-ZXEKIIBDNHEJCQ-UHFFFAOYSA-N,False,120100.539483,"[""water_reference_tolerance_exceeded""]",375.0,0.06595088936195792,1,0.9999960040545692,ok,0.0
0.06593912345370401,1,0.9999745074767225,ok,0.0,,0.0001,,,,water-ZXEKIIBDNHEJCQ-UHFFFAOYSA-N,False,142355.189579,"[""water_reference_tolerance_exceeded""]",375.0,0.06593912345370401,1,0.9999960040545692,ok,0.0
0.06590865312105298,1,0.9999745074767225,ok,0.0,,0.0001,,,,water-ZXEKIIBDNHEJCQ-UHFFFAOYSA-N,False,200000.0,"[""water_reference_tolerance_exceeded""]",375.0,0.06590865312105298,1,0.9999960040545692,ok,0.0
0.07654222847206649,1,0.9999756467191636,ok,0.0,,0.0001,,,,water-ZXEKIIBDNHEJCQ-UHFFFAOYSA-N,False,200000.0,"[""water_reference_tolerance_exceeded""]",387.5,0.07654222847206649,1,0.9999983682016432,ok,0.0
0.004356199754141699,0,0.9999274384416359,ok,1.0,7.256155836410372e-05,0.0001,1.0000725668239259,0.9999274384416359,6.6876993183306865e-06,water-ZXEKIIBDNHEJCQ-UHFFFAOYSA-N,True,101325.0,[],400.0,0.004356199754141699,0,0.9999341261409542,ok,1.0
0.008105095449862487,0,0.9999274384416359,ok,1.0,7.256155836410372e-05,0.0001,1.0000725668239259,0.9999274384416359,6.6876993183306865e-06,water-ZXEKIIBDNHEJCQ-UHFFFAOYSA-N,True,200000.0,[],400.0,0.008105095449862487,0,0.9999341261409542,ok,1.0
0.002871306568927867,0,0.9999300454823449,ok,1.0,6.995451765512417e-05,0.0001,1.000069959411632,0.9999300454823449,6.455234904945151e-06,water-ZXEKIIBDNHEJCQ-UHFFFAOYSA-N,True,101325.0,[],450.0,0.002871306568927867,0,0.9999365007172498,ok,1.0
0.004983500929861329,0,0.9999300454823449,ok,1.0,6.995451765512417e-05,0.0001,1.000069959411632,0.9999300454823449,6.455234904945151e-06,water-ZXEKIIBDNHEJCQ-UHFFFAOYSA-N,True,200000.0,[],450.0,0.004983500929861329,0,0.9999365007172498,ok,1.0
0.04753384477263267,1,0.9999508032641329,ok,0.0,4.919673586711859e-05,0.000177827941004,1.000049199156305,0.9999508032641329,3.53406466772066e-05,water-ZXEKIIBDNHEJCQ-UHFFFAOYSA-N,True,101325.0,[],350.0,0.04753384477263267,1,0.9999861439108101,ok,0.0
0.04747923920572206,1,0.9999508032641329,ok,0.0,4.919673586711859e-05,0.000177827941004,1.000049199156305,0.9999508032641329,3.53406466772066e-05,water-ZXEKIIBDNHEJCQ-UHFFFAOYSA-N,True,200000.0,[],350.0,0.04747923920572206,1,0.9999861439108101,ok,0.0
0.05626208582771852,1,0.9999527104211132,ok,0.0,,0.000177827941004,,,,water-ZXEKIIBDNHEJCQ-UHFFFAOYSA-N,False,101325.0,"[""water_reference_tolerance_exceeded""]",362.5,0.05626208582771852,1,0.9999892514030468,ok,0.0
0.005780814713935989,0,0.9998687399018565,ok,1.0,0.00013126009814345974,0.000177827941004,1.0001312773296187,0.9998687399018565,1.2104823868819281e-05,water-ZXEKIIBDNHEJCQ-UHFFFAOYSA-N,True,101325.0,[],375.0,0.005780814713935989,0,0.9998808447257254,ok,1.0
0.06595088936195792,1,0.9999546790373581,ok,0.0,,0.000177827941004,,,,water-ZXEKIIBDNHEJCQ-UHFFFAOYSA-N,False,120100.539483,"[""water_reference_tolerance_exceeded""]",375.0,0.06595088936195792,1,0.9999928964236996,ok,0.0
0.06593912345370401,1,0.9999546790373581,ok,0.0,,0.000177827941004,,,,water-ZXEKIIBDNHEJCQ-UHFFFAOYSA-N,False,142355.189579,"[""water_reference_tolerance_exceeded""]",375.0,0.06593912345370401,1,0.9999928964236996,ok,0.0
0.06590865312105298,1,0.9999546790373581,ok,0.0,,0.000177827941004,,,,water-ZXEKIIBDNHEJCQ-UHFFFAOYSA-N,False,200000.0,"[""water_reference_tolerance_exceeded""]",375.0,0.06590865312105298,1,0.9999928964236996,ok,0.0
0.07654222847206649,1,0.999956704349099,ok,0.0,,0.000177827941004,,,,water-ZXEKIIBDNHEJCQ-UHFFFAOYSA-N,False,200000.0,"[""water_reference_tolerance_exceeded""]",387.5,0.07654222847206649,1,0.9999971006517824,ok,0.0
0.004356199754141699,0,0.9998709686105176,ok,1.0,0.00012903138948239246,0.000177827941004,1.0001290480407303,0.9998709686105176,1.188893137238356e-05,water-ZXEKIIBDNHEJCQ-UHFFFAOYSA-N,True,101325.0,[],400.0,0.004356199754141699,0,0.99988285754189,ok,1.0
0.008105095449862487,0,0.9998709686105176,ok,1.0,0.00012903138948239246,0.000177827941004,1.0001290480407303,0.9998709686105176,1.188893137238356e-05,water-ZXEKIIBDNHEJCQ-UHFFFAOYSA-N,True,200000.0,[],400.0,0.008105095449862487,0,0.99988285754189,ok,1.0
0.002871306568927867,0,0.9998756045413821,ok,1.0,0.00012439545861786527,0.000177827941004,1.0001244109347731,0.9998756045413821,1.1475672144101168e-05,water-ZXEKIIBDNHEJCQ-UHFFFAOYSA-N,True,101325.0,[],450.0,0.002871306568927867,0,0.9998870802135262,ok,1.0
0.004983500929861329,0,0.9998756045413821,ok,1.0,0.00012439545861786527,0.000177827941004,1.0001244109347731,0.9998756045413821,1.1475672144101168e-05,water-ZXEKIIBDNHEJCQ-UHFFFAOYSA-N,True,200000.0,[],450.0,0.004983500929861329,0,0.9998870802135262,ok,1.0
0.04753384477263267,1,0.9999125564457929,ok,0.0,8.744355420708949e-05,0.000316227766017,1.000087451201251,0.9999125564457929,6.281027277654783e-05,water-ZXEKIIBDNHEJCQ-UHFFFAOYSA-N,True,101325.0,[],350.0,0.04753384477263267,1,0.9999753667185695,ok,0.0
0.04747923920572206,1,0.9999125564457929,ok,0.0,8.744355420708949e-05,0.000316227766017,1.000087451201251,0.9999125564457929,6.281027277654783e-05,water-ZXEKIIBDNHEJCQ-UHFFFAOYSA-N,True,200000.0,[],350.0,0.04747923920572206,1,0.9999753667185695,ok,0.0
