acquisition_route,conditions,control_task,id,kind,priority,property,reason,reference_value,satisfied,status,training_overlap_known,unit,water_context_id
normalized_local_measurements,"{""additive_cas"":""71-36-3"",""additive_mass_fraction"":0.000316227766017,""composition_basis"":""mass"",""inlet_temperature_k"":293.15,""outlet_temperature_k"":368.75,""pressure_pa"":101325.0,""water_cas"":""7732-18-5""}",,need-970c14649495c6325c9efb0a,mixture_caloric_reference,4,delta_h_j_kg,unresolved_sampled_phase_or_feasibility_transition,,False,pending_external_reference,False,J/kg,
normalized_local_measurements,"{""additive_cas"":""123-92-2"",""additive_mass_fraction"":0.000177827941004,""composition_basis"":""mass"",""inlet_temperature_k"":293.15,""outlet_temperature_k"":375.0,""pressure_pa"":110314.038831,""water_cas"":""7732-18-5""}",,need-97bdfa7920a15ce88701c4bb,mixture_caloric_reference,4,delta_h_j_kg,unresolved_sampled_phase_or_feasibility_transition,,False,pending_external_reference,False,J/kg,
normalized_local_measurements,"{""additive_cas"":""111-27-3"",""additive_mass_fraction"":0.000177827941004,""composition_basis"":""mass"",""inlet_temperature_k"":293.15,""outlet_temperature_k"":368.75,""pressure_pa"":101325.0,""water_cas"":""7732-18-5""}",,need-9a9d4dbb6efaa21d636efefd,mixture_caloric_reference,4,delta_h_j_kg,unresolved_sampled_phase_or_feasibility_transition,,False,pending_external_reference,False,J/kg,
normalized_local_measurements,"{""additive_cas"":""98-01-1"",""additive_mass_fraction"":0.000316227766017,""composition_basis"":""mass"",""inlet_temperature_k"":293.15,""outlet_temperature_k"":368.75,""pressure_pa"":101325.0,""water_cas"":""7732-18-5""}",,need-9e6e49bd0757e1c1c0f40b7c,mixture_caloric_reference,4,delta_h_j_kg,unresolved_sampled_phase_or_feasibility_transition,,False,pending_external_reference,False,J/kg,
normalized_local_measurements,"{""additive_cas"":""78-84-2"",""additive_mass_fraction"":0.0001,""composition_basis"":""mass"",""inlet_temperature_k"":293.15,""outlet_temperature_k"":393.75,""pressure_pa"":200000.0,""water_cas"":""7732-18-5""}",,need-a16cfb22c2227a5cf1a7b305,mixture_caloric_reference,4,delta_h_j_kg,unresolved_sampled_phase_or_feasibility_transition,,False,pending_external_reference,False,J/kg,
normalized_local_measurements,"{""additive_cas"":""98-82-8"",""additive_mass_fraction"":0.0001,""composition_basis"":""mass"",""inlet_temperature_k"":293.15,""outlet_temperature_k"":375.0,""pressure_pa"":110314.038831,""water_cas"":""7732-18-5""}",,need-a279ea128b27c44148075f06,mixture_caloric_reference,4,delta_h_j_kg,unresolved_sampled_phase_or_feasibility_transition,,False,pending_external_reference,False,J/kg,
normalized_local_measurements,"{""additive_cas"":""123-42-2"",""additive_mass_fraction"":0.0001,""composition_basis"":""mass"",""inlet_temperature_k"":293.15,""outlet_temperature_k"":393.75,""pressure_pa"":200000.0,""water_cas"":""7732-18-5""}",,need-a2981921dd99f7b9a084d47d,mixture_caloric_reference,4,delta_h_j_kg,unresolved_sampled_phase_or_feasibility_transition,,False,pending_external_reference,False,J/kg,
normalized_local_measurements,"{""additive_cas"":""67-56-1"",""additive_mass_fraction"":0.0001,""composition_basis"":""mass"",""inlet_temperature_k"":293.15,""outlet_temperature_k"":390.625,""pressure_pa"":200000.0,""water_cas"":""7732-18-5""}",,need-a31d4d6e3f1d64306459841f,mixture_caloric_reference,4,delta_h_j_kg,unresolved_sampled_phase_or_feasibility_transition,,False,pending_external_reference,False,J/kg,
normalized_local_measurements,"{""additive_cas"":""123-92-2"",""additive_mass_fraction"":0.0001,""composition_basis"":""mass"",""inlet_temperature_k"":293.15,""outlet_temperature_k"":368.75,""pressure_pa"":101325.0,""water_cas"":""7732-18-5""}",,need-a3b5a62889721cb9a604d1e6,mixture_caloric_reference,4,delta_h_j_kg,unresolved_sampled_phase_or_feasibility_transition,,False,pending_external_reference,False,J/kg,
phase_measurement_adapter_required,"{""additive_cas"":""111-76-2"",""additive_mass_fraction"":0.0462500000001,""composition_basis"":""mass"",""outlet_temperature_k"":400.0,""pressure_pa"":101325.0,""water_cas"":""7732-18-5""}",,need-a416aabce3c2387875dc30d7,mixture_phase_reference,4,equilibrium_phase_split,representative_domain_validation,,False,acquisition_adapter_required,False,phase_fractions_and_compositions,
