chemsep_nrtl_endpoint_error,chemsep_nrtl_liquid_phase_count,chemsep_nrtl_ratio,chemsep_nrtl_status,chemsep_nrtl_vapor_mole_fraction,heat_reduction_required_for_mass_parity,mass_fraction,mass_ratio_equal_net_heat,minimum_ratio,model_spread,pair_id,paired_eligible,pressure_pa,reference_blockers,temperature_k,unifac_dortmund_endpoint_error,unifac_dortmund_liquid_phase_count,unifac_dortmund_ratio,unifac_dortmund_status,unifac_dortmund_vapor_mole_fraction
0.04753384477263267,1,0.999977914515725,ok,0.0,2.208548427495849e-05,0.0001,1.0000220859720543,0.999977914515725,3.2330282739856386e-06,water-MSXVEPNJUHWQHW-UHFFFAOYSA-N,True,101325.0,[],350.0,0.04753384477263267,1,0.999981147543999,ok,0.0
0.04747923920572206,1,0.999977914515725,ok,0.0,2.208548427495849e-05,0.0001,1.0000220859720543,0.999977914515725,3.2330282739856386e-06,water-MSXVEPNJUHWQHW-UHFFFAOYSA-N,True,200000.0,[],350.0,0.04747923920572206,1,0.999981147543999,ok,0.0
0.05626208582771852,1,0.9999779484016464,ok,0.0,,0.0001,,,,water-MSXVEPNJUHWQHW-UHFFFAOYSA-N,False,101325.0,"[""water_reference_tolerance_exceeded""]",362.5,0.05626208582771852,1,0.9999823551081055,ok,0.0
0.005780814713935989,0,0.9999260375651926,ok,1.0,7.638178528723838e-05,0.0001,1.00007638761991,0.9999236182147128,2.4193504798430965e-06,water-MSXVEPNJUHWQHW-UHFFFAOYSA-N,True,101325.0,[],375.0,0.005780814713935989,0,0.9999236182147128,ok,1.0
0.06595088936195792,1,0.9999780905446428,ok,0.0,,0.0001,,,,water-MSXVEPNJUHWQHW-UHFFFAOYSA-N,False,120100.539483,"[""water_reference_tolerance_exceeded""]",375.0,0.06595088936195792,1,0.9999838120343254,ok,0.0
0.06593912345370401,1,0.9999780905446428,ok,0.0,,0.0001,,,,water-MSXVEPNJUHWQHW-UHFFFAOYSA-N,False,142355.189579,"[""water_reference_tolerance_exceeded""]",375.0,0.06593912345370401,1,0.9999838120343254,ok,0.0
0.06590865312105298,1,0.9999780905446428,ok,0.0,,0.0001,,,,water-MSXVEPNJUHWQHW-UHFFFAOYSA-N,False,200000.0,"[""water_reference_tolerance_exceeded""]",375.0,0.06590865312105298,1,0.9999838120343254,ok,0.0
0.07654222847206649,1,0.9999783341151406,ok,0.0,,0.0001,,,,water-MSXVEPNJUHWQHW-UHFFFAOYSA-N,False,200000.0,"[""water_reference_tolerance_exceeded""]",387.5,0.07654222847206649,1,0.9999855343319926,ok,0.0
0.004356199754141699,0,0.9999273505219038,ok,1.0,7.50256788680792e-05,0.0001,1.000075031308143,0.9999249743211319,2.376200771925241e-06,water-MSXVEPNJUHWQHW-UHFFFAOYSA-N,True,101325.0,[],400.0,0.004356199754141699,0,0.9999249743211319,ok,1.0
0.008105095449862487,0,0.9999273505219038,ok,1.0,7.50256788680792e-05,0.0001,1.000075031308143,0.9999249743211319,2.376200771925241e-06,water-MSXVEPNJUHWQHW-UHFFFAOYSA-N,True,200000.0,[],400.0,0.008105095449862487,0,0.9999249743211319,ok,1.0
0.002871306568927867,0,0.9999300904677857,ok,1.0,7.22031362525577e-05,0.0001,1.0000722083499218,0.9999277968637474,2.2936040382504075e-06,water-MSXVEPNJUHWQHW-UHFFFAOYSA-N,True,101325.0,[],450.0,0.002871306568927867,0,0.9999277968637474,ok,1.0
0.004983500929861329,0,0.9999300904677857,ok,1.0,7.22031362525577e-05,0.0001,1.0000722083499218,0.9999277968637474,2.2936040382504075e-06,water-MSXVEPNJUHWQHW-UHFFFAOYSA-N,True,200000.0,[],450.0,0.004983500929861329,0,0.9999277968637474,ok,1.0
0.04753384477263267,1,0.9999607253778573,ok,0.0,3.9274622142704274e-05,0.000177827941004,1.0000392761646992,0.9999607253778573,5.751299698819601e-06,water-MSXVEPNJUHWQHW-UHFFFAOYSA-N,True,101325.0,[],350.0,0.04753384477263267,1,0.9999664766775561,ok,0.0
0.04747923920572206,1,0.9999607253778573,ok,0.0,3.9274622142704274e-05,0.000177827941004,1.0000392761646992,0.9999607253778573,5.751299698819601e-06,water-MSXVEPNJUHWQHW-UHFFFAOYSA-N,True,200000.0,[],350.0,0.04747923920572206,1,0.9999664766775561,ok,0.0
0.05626208582771852,1,0.9999607856534646,ok,0.0,,0.000177827941004,,,,water-MSXVEPNJUHWQHW-UHFFFAOYSA-N,False,101325.0,"[""water_reference_tolerance_exceeded""]",362.5,0.05626208582771852,1,0.9999686241020218,ok,0.0
0.005780814713935989,0,0.999868474155131,ok,1.0,0.00013582844617854306,0.000177827941004,1.0001358468980517,0.9998641715538215,4.302601309569276e-06,water-MSXVEPNJUHWQHW-UHFFFAOYSA-N,True,101325.0,[],375.0,0.005780814713935989,0,0.9998641715538215,ok,1.0
0.06595088936195792,1,0.9999610384385641,ok,0.0,,0.000177827941004,,,,water-MSXVEPNJUHWQHW-UHFFFAOYSA-N,False,120100.539483,"[""water_reference_tolerance_exceeded""]",375.0,0.06595088936195792,1,0.9999712149613954,ok,0.0
0.06593912345370401,1,0.9999610384385641,ok,0.0,,0.000177827941004,,,,water-MSXVEPNJUHWQHW-UHFFFAOYSA-N,False,142355.189579,"[""water_reference_tolerance_exceeded""]",375.0,0.06593912345370401,1,0.9999712149613954,ok,0.0
0.06590865312105298,1,0.9999610384385641,ok,0.0,,0.000177827941004,,,,water-MSXVEPNJUHWQHW-UHFFFAOYSA-N,False,200000.0,"[""water_reference_tolerance_exceeded""]",375.0,0.06590865312105298,1,0.9999712149613954,ok,0.0
0.07654222847206649,1,0.9999614715884941,ok,0.0,,0.000177827941004,,,,water-MSXVEPNJUHWQHW-UHFFFAOYSA-N,False,200000.0,"[""water_reference_tolerance_exceeded""]",387.5,0.07654222847206649,1,0.9999742777304098,ok,0.0
0.004356199754141699,0,0.9998708089584806,ok,1.0,0.0001334169048816669,0.000177827941004,1.0001334347073274,0.9998665830951183,4.2258633622394015e-06,water-MSXVEPNJUHWQHW-UHFFFAOYSA-N,True,101325.0,[],400.0,0.004356199754141699,0,0.9998665830951183,ok,1.0
0.008105095449862487,0,0.9998708089584806,ok,1.0,0.0001334169048816669,0.000177827941004,1.0001334347073274,0.9998665830951183,4.2258633622394015e-06,water-MSXVEPNJUHWQHW-UHFFFAOYSA-N,True,200000.0,[],400.0,0.008105095449862487,0,0.9998665830951183,ok,1.0
0.002871306568927867,0,0.9998756813468005,ok,1.0,0.0001283976255604946,0.000177827941004,1.0001284141136277,0.9998716023744395,4.078972360987976e-06,water-MSXVEPNJUHWQHW-UHFFFAOYSA-N,True,101325.0,[],450.0,0.002871306568927867,0,0.9998716023744395,ok,1.0
0.004983500929861329,0,0.9998756813468005,ok,1.0,0.0001283976255604946,0.000177827941004,1.0001284141136277,0.9998716023744395,4.078972360987976e-06,water-MSXVEPNJUHWQHW-UHFFFAOYSA-N,True,200000.0,[],450.0,0.004983500929861329,0,0.9998716023744395,ok,1.0
0.04753384477263267,1,0.9999301572925396,ok,0.0,6.98427074603547e-05,0.000316227766017,1.0000698475858047,0.9999301572925396,1.023396839705537e-05,water-MSXVEPNJUHWQHW-UHFFFAOYSA-N,True,101325.0,[],350.0,0.04753384477263267,1,0.9999403912609367,ok,0.0
0.04747923920572206,1,0.9999301572925396,ok,0.0,6.98427074603547e-05,0.000316227766017,1.0000698475858047,0.9999301572925396,1.023396839705537e-05,water-MSXVEPNJUHWQHW-UHFFFAOYSA-N,True,200000.0,[],350.0,0.04747923920572206,1,0.9999403912609367,ok,0.0
0.05626208582771852,1,0.9999302645330876,ok,0.0,,0.000316227766017,,,,water-MSXVEPNJUHWQHW-UHFFFAOYSA-N,False,101325.0,"[""water_reference_tolerance_exceeded""]",362.5,0.05626208582771852,1,0.9999442101018291,ok,0.0
0.005780814713935989,0,0.9997661103932513,ok,1.0,0.00024154184646429933,0.000316227766017,1.0002416002030234,0.9997584581535357,7.652239715549847e-06,water-MSXVEPNJUHWQHW-UHFFFAOYSA-N,True,101325.0,[],375.0,0.005780814713935989,0,0.9997584581535357,ok,1.0
0.06595088936195792,1,0.9999307141035104,ok,0.0,,0.000316227766017,,,,water-MSXVEPNJUHWQHW-UHFFFAOYSA-N,False,120100.539483,"[""water_reference_tolerance_exceeded""]",375.0,0.06595088936195792,1,0.9999488174919344,ok,0.0
0.06593912345370401,1,0.9999307141035104,ok,0.0,,0.000316227766017,,,,water-MSXVEPNJUHWQHW-UHFFFAOYSA-N,False,142355.189579,"[""water_reference_tolerance_exceeded""]",375.0,0.06593912345370401,1,0.9999488174919344,ok,0.0
0.06590865312105298,1,0.9999307141035104,ok,0.0,,0.000316227766017,,,,water-MSXVEPNJUHWQHW-UHFFFAOYSA-N,False,200000.0,"[""water_reference_tolerance_exceeded""]",375.0,0.06590865312105298,1,0.9999488174919344,ok,0.0
0.07654222847206649,1,0.9999314844079019,ok,0.0,,0.000316227766017,,,,water-MSXVEPNJUHWQHW-UHFFFAOYSA-N,False,200000.0,"[""water_reference_tolerance_exceeded""]",387.5,0.07654222847206649,1,0.9999542640852332,ok,0.0
0.004356199754141699,0,0.9997702623242787,ok,1.0,0.00023725343586866732,0.000316227766017,1.0002373097384194,0.9997627465641313,7.51576014734745e-06,water-MSXVEPNJUHWQHW-UHFFFAOYSA-N,True,101325.0,[],400.0,0.004356199754141699,0,0.9997627465641313,ok,1.0
0.008105095449862487,0,0.9997702623242787,ok,1.0,0.00023725343586866732,0.000316227766017,1.0002373097384194,0.9997627465641313,7.51576014734745e-06,water-MSXVEPNJUHWQHW-UHFFFAOYSA-N,True,200000.0,[],400.0,0.008105095449862487,0,0.9997627465641313,ok,1.0
0.002871306568927867,0,0.9997789267888599,ok,1.0,0.00022832772348124752,0.000316227766017,1.0002283798689369,0.9997716722765188,7.254512341181574e-06,water-MSXVEPNJUHWQHW-UHFFFAOYSA-N,True,101325.0,[],450.0,0.002871306568927867,0,0.9997716722765188,ok,1.0
0.004983500929861329,0,0.9997789267888599,ok,1.0,0.00022832772348124752,0.000316227766017,1.0002283798689369,0.9997716722765188,7.254512341181574e-06,water-MSXVEPNJUHWQHW-UHFFFAOYSA-N,True,200000.0,[],450.0,0.004983500929861329,0,0.9997716722765188,ok,1.0
