comparison_allowed,context_id,endpoint_relative_error,error,heos_delta_h_j_kg,model_delta_h_j_kg,pressure_pa,status,task_key,temperature_k
True,1ddb26075ac889f817d4df2ff7e863d06760fe5fc1e24a1a7f9b9d44508e6436,0.004805055360992627,,2683062.859795073,2695955.1253734115,142355.189579,ok,c3c0e0f093eb85ff00e5ce0e6f36efcbaaf0a07e86a5d0ff8fad4c257fe496f4,420.0
True,1ddb26075ac889f817d4df2ff7e863d06760fe5fc1e24a1a7f9b9d44508e6436,0.005584357547958829,,2680983.5546241924,2695955.1253734115,168733.630067,ok,c7d7896919611fb4dd1ebafbe21a023b6940c58894c717b82aa5882c53b3b00b,420.0
True,1ddb26075ac889f817d4df2ff7e863d06760fe5fc1e24a1a7f9b9d44508e6436,0.006524030929798252,,2678480.634866676,2695955.1253734115,200000.0,ok,9ba179454a96b7db81c53973c6dc6df53f326888c9f76dd67e4d3ba7701c89d5,420.0
True,1ddb26075ac889f817d4df2ff7e863d06760fe5fc1e24a1a7f9b9d44508e6436,0.0034673972209453563,,2696170.6833786876,2705519.378113429,101325.0,ok,1a0f5521afbc4cd892c5d94d9dcf865774509c53bebe146925e8bc6586368ad1,425.0
True,1ddb26075ac889f817d4df2ff7e863d06760fe5fc1e24a1a7f9b9d44508e6436,0.0039784166522234266,,2694798.3474933775,2705519.378113429,120100.539483,ok,a3002d059701ddfa89715645c3da3c6107e549704ecabed3dd31e9f8db4b2884,425.0
True,1ddb26075ac889f817d4df2ff7e863d06760fe5fc1e24a1a7f9b9d44508e6436,0.004590877817243655,,2693155.43058875,2705519.378113429,142355.189579,ok,751eaae088882e44a28d9ac5da769e57ed17a877220eecb1e2ed87073fecf5d2,425.0
True,1ddb26075ac889f817d4df2ff7e863d06760fe5fc1e24a1a7f9b9d44508e6436,0.005326473013656408,,2691184.854610585,2705519.378113429,168733.630067,ok,9d3a33aecd5bb3def8dc12a0333fbb740887d6779ce5f01fbb05db3fb2589d75,425.0
True,1ddb26075ac889f817d4df2ff7e863d06760fe5fc1e24a1a7f9b9d44508e6436,0.006212240899241772,,2688815.8065892076,2705519.378113429,200000.0,ok,be3cab5ee8dbe42bad57de42038b17a8c172ed0d9b422e6ab88b4ee204bedf34,425.0
True,1ddb26075ac889f817d4df2ff7e863d06760fe5fc1e24a1a7f9b9d44508e6436,0.0033296110367515563,,2706086.1446499005,2715096.358943527,101325.0,ok,75d460eb605ba307b2761d5801430597723d128e2b2acb44396bfa7065883feb,430.0
True,1ddb26075ac889f817d4df2ff7e863d06760fe5fc1e24a1a7f9b9d44508e6436,0.0038137200457486475,,2704781.081115117,2715096.358943527,120100.539483,ok,62dbfdea6725d772b947e4596483895ce4b717cb3ea6b489b6e6abdc10574739,430.0
True,1ddb26075ac889f817d4df2ff7e863d06760fe5fc1e24a1a7f9b9d44508e6436,0.004393474330226299,,2703219.8320026645,2715096.358943527,142355.189579,ok,339a9a75c7d2aa2b73b5192917ea27ee675b3d9f20016de1c4a56cea2b45f2ac,430.0
True,1ddb26075ac889f817d4df2ff7e863d06760fe5fc1e24a1a7f9b9d44508e6436,0.00508912518675686,,2701348.8564400016,2715096.358943527,168733.630067,ok,0a06e1adb27318a2b34154f5457e24c2ed5971bd21d15825561b096b2c15d132,430.0
True,1ddb26075ac889f817d4df2ff7e863d06760fe5fc1e24a1a7f9b9d44508e6436,0.005925807872348754,,2699101.9990691706,2715096.358943527,200000.0,ok,a5efe01bb78cf5c56b302093c537554f8ae6f99a43e0764eb8b1ba1302cb966b,430.0
True,1ddb26075ac889f817d4df2ff7e863d06760fe5fc1e24a1a7f9b9d44508e6436,0.003202056850671875,,2715989.478712686,2724686.2314293506,101325.0,ok,906bd8174c19d6fbb526e0b6eab5d7aa88f4c51405506f18152c4b6723c9f353,435.0
True,1ddb26075ac889f817d4df2ff7e863d06760fe5fc1e24a1a7f9b9d44508e6436,0.003661402691123694,,2714746.4514662335,2724686.2314293506,120100.539483,ok,757b8f060b03575e24764f1d738c64bc346126016ed98e6e47d0831d63490c37,435.0
True,1ddb26075ac889f817d4df2ff7e863d06760fe5fc1e24a1a7f9b9d44508e6436,0.004211108621502868,,2713260.3971784106,2724686.2314293506,142355.189579,ok,cd381e1e6e83345d224941a2bdd03b0e0116c54f606fd8f04eaa27e0b0f3f60e,435.0
True,1ddb26075ac889f817d4df2ff7e863d06760fe5fc1e24a1a7f9b9d44508e6436,0.004870138024503534,,2711480.9449765035,2724686.2314293506,168733.630067,ok,61c905ff4bf950ca910335c4eb20683639fda04c74c0e107ab0a9099dab33702,435.0
True,1ddb26075ac889f817d4df2ff7e863d06760fe5fc1e24a1a7f9b9d44508e6436,0.005661946004042573,,2709346.0603294997,2724686.2314293506,200000.0,ok,27fd54f9f59b12edfdddeecf93948c359bdee3679d7f9601f9526a0f09f0df92,435.0
True,1ddb26075ac889f817d4df2ff7e863d06760fe5fc1e24a1a7f9b9d44508e6436,0.003083729000903368,,2725883.2669292316,2734289.1522125383,101325.0,ok,779a99a6fa1b3429f51035c5f0c50fbc443025cc18c944c190621a53579e8722,440.0
True,1ddb26075ac889f817d4df2ff7e863d06760fe5fc1e24a1a7f9b9d44508e6436,0.0035202340671460775,,2724697.5789723694,2734289.1522125383,120100.539483,ok,283cff830915c248607cf315ef67359a33c556ab0f4beb11c4c080b7160a94e7,440.0
True,1ddb26075ac889f817d4df2ff7e863d06760fe5fc1e24a1a7f9b9d44508e6436,0.004042264566579634,,2723280.9302035347,2734289.1522125383,142355.189579,ok,d159dbcefd0af4af386cdabe4570dd1526edc19fd6fbeef48b089a92f6d6588f,440.0
True,1ddb26075ac889f817d4df2ff7e863d06760fe5fc1e24a1a7f9b9d44508e6436,0.0046676251376247535,,2721585.809872176,2734289.1522125383,168733.630067,ok,1422ee79932597afd5acaa7b46073e4e56cd48b7c85772821573a33f42750e33,440.0
True,1ddb26075ac889f817d4df2ff7e863d06760fe5fc1e24a1a7f9b9d44508e6436,0.005418272383021394,,2719553.8685922064,2734289.1522125383,200000.0,ok,fb971db2a7331b278b8e909438ed30a1aa48f108fafb09b8065c45e4010619f9,440.0
True,1ddb26075ac889f817d4df2ff7e863d06760fe5fc1e24a1a7f9b9d44508e6436,0.002973740442620665,,2735769.801924445,2743905.271226128,101325.0,ok,09ceba81d9d5d60cbbbc96d4dfd64fea938533f59940916b002abc5db1a7fa23,445.0
True,1ddb26075ac889f817d4df2ff7e863d06760fe5fc1e24a1a7f9b9d44508e6436,0.0033891310699489807,,2734637.227234269,2743905.271226128,120100.539483,ok,a25309ae1df7d4585fbeadd7e6c578fc448687a7bc0ae50ca63d98e452ff69e6,445.0
True,1ddb26075ac889f817d4df2ff7e863d06760fe5fc1e24a1a7f9b9d44508e6436,0.0038856117587020567,,2733284.787715101,2743905.271226128,142355.189579,ok,5ed1931c4aaa72388fb9d0dbd591bcf2b716a8d5f43a3b14748819ff0dbeef1f,445.0
True,1ddb26075ac889f817d4df2ff7e863d06760fe5fc1e24a1a7f9b9d44508e6436,0.004479939326480276,,2731667.566269128,2743905.271226128,168733.630067,ok,acf19e1b72017ec2d8b788ee2bf2d95ef4fb051b40d12e8070c8a261ca189203,445.0
True,1ddb26075ac889f817d4df2ff7e863d06760fe5fc1e24a1a7f9b9d44508e6436,0.005192724126782844,,2729730.53362456,2743905.271226128,200000.0,ok,fe1b1f7a40b3b28732d020997de5c2baf7bcf704ee6c9027ba93cabac01d02f7,445.0
True,1ddb26075ac889f817d4df2ff7e863d06760fe5fc1e24a1a7f9b9d44508e6436,0.002871306568927867,,2745651.125806455,2753534.7319199676,101325.0,ok,aa5008145dea234fd0f514b9c49bf9ec8b60754d5b08b48e420e3a56aee0d85b,450.0
True,1ddb26075ac889f817d4df2ff7e863d06760fe5fc1e24a1a7f9b9d44508e6436,0.003267137328982539,,2744567.851839298,2753534.7319199676,120100.539483,ok,6ef82c3384dee859b0d86a742584d55d8c341449fb2d1cb0f940975c5b7073f4,450.0
True,1ddb26075ac889f817d4df2ff7e863d06760fe5fc1e24a1a7f9b9d44508e6436,0.0037399782395428627,,2743274.943326842,2753534.7319199676,142355.189579,ok,f00dd085e353918157e469f52c4b117a57191c38fe52636087b55a3f8487eb5b,450.0
True,1ddb26075ac889f817d4df2ff7e863d06760fe5fc1e24a1a7f9b9d44508e6436,0.0043056346859393635,,2741729.8448007186,2753534.7319199676,168733.630067,ok,1a791ce37b4872c4a583d761bd32fe6064dcb6f2e4638521ba7790ba9bd7f58e,450.0
True,1ddb26075ac889f817d4df2ff7e863d06760fe5fc1e24a1a7f9b9d44508e6436,0.004983500929861329,,2739880.5347274444,2753534.7319199676,200000.0,ok,63d77b2a572d54b82ff926877ff4cc889b70a7196ed389c8cff704594239f307,450.0
