acquisition_route,conditions,control_task,id,kind,priority,property,reason,reference_value,satisfied,status,training_overlap_known,unit,water_context_id
phase_measurement_adapter_required,"{""additive_cas"":""141-78-6"",""additive_mass_fraction"":0.000177827941004,""composition_basis"":""mass"",""outlet_temperature_k"":375.0,""pressure_pa"":110314.038831,""water_cas"":""7732-18-5""}",,need-f602402e3b48e050ab69875b,mixture_phase_reference,5,equilibrium_phase_split,unresolved_sampled_phase_or_feasibility_transition,,False,acquisition_adapter_required,False,phase_fractions_and_compositions,
phase_measurement_adapter_required,"{""additive_cas"":""141-79-7"",""additive_mass_fraction"":0.0001,""composition_basis"":""mass"",""outlet_temperature_k"":393.75,""pressure_pa"":200000.0,""water_cas"":""7732-18-5""}",,need-fa23b384a779fb766035c588,mixture_phase_reference,5,equilibrium_phase_split,unresolved_sampled_phase_or_feasibility_transition,,False,acquisition_adapter_required,False,phase_fractions_and_compositions,
phase_measurement_adapter_required,"{""additive_cas"":""123-86-4"",""additive_mass_fraction"":0.0001,""composition_basis"":""mass"",""outlet_temperature_k"":375.0,""pressure_pa"":110314.038831,""water_cas"":""7732-18-5""}",,need-fc3a296e53af424a2518972d,mixture_phase_reference,5,equilibrium_phase_split,unresolved_sampled_phase_or_feasibility_transition,,False,acquisition_adapter_required,False,phase_fractions_and_compositions,
phase_measurement_adapter_required,"{""additive_cas"":""60-29-7"",""additive_mass_fraction"":0.000177827941004,""composition_basis"":""mass"",""outlet_temperature_k"":375.0,""pressure_pa"":110314.038831,""water_cas"":""7732-18-5""}",,need-fc402ca29baa5c9825a74957,mixture_phase_reference,5,equilibrium_phase_split,unresolved_sampled_phase_or_feasibility_transition,,False,acquisition_adapter_required,False,phase_fractions_and_compositions,
phase_measurement_adapter_required,"{""additive_cas"":""141-79-7"",""additive_mass_fraction"":0.000316227766017,""composition_basis"":""mass"",""outlet_temperature_k"":368.75,""pressure_pa"":101325.0,""water_cas"":""7732-18-5""}",,need-fc7ddf28e7ff0814d46b553d,mixture_phase_reference,5,equilibrium_phase_split,unresolved_sampled_phase_or_feasibility_transition,,False,acquisition_adapter_required,False,phase_fractions_and_compositions,
phase_measurement_adapter_required,"{""additive_cas"":""123-86-4"",""additive_mass_fraction"":0.000177827941004,""composition_basis"":""mass"",""outlet_temperature_k"":393.75,""pressure_pa"":200000.0,""water_cas"":""7732-18-5""}",,need-fd1d9fcc43b47a7b14ed9e6e,mixture_phase_reference,5,equilibrium_phase_split,unresolved_sampled_phase_or_feasibility_transition,,False,acquisition_adapter_required,False,phase_fractions_and_compositions,
phase_measurement_adapter_required,"{""additive_cas"":""123-51-3"",""additive_mass_fraction"":0.0001,""composition_basis"":""mass"",""outlet_temperature_k"":393.75,""pressure_pa"":200000.0,""water_cas"":""7732-18-5""}",,need-fda38a9ce63310fc686ddef6,mixture_phase_reference,5,equilibrium_phase_split,unresolved_sampled_phase_or_feasibility_transition,,False,acquisition_adapter_required,False,phase_fractions_and_compositions,
phase_measurement_adapter_required,"{""additive_cas"":""123-51-3"",""additive_mass_fraction"":0.000177827941004,""composition_basis"":""mass"",""outlet_temperature_k"":368.75,""pressure_pa"":101325.0,""water_cas"":""7732-18-5""}",,need-fdcd6183e535ab2e2be0a4a8,mixture_phase_reference,5,equilibrium_phase_split,unresolved_sampled_phase_or_feasibility_transition,,False,acquisition_adapter_required,False,phase_fractions_and_compositions,
phase_measurement_adapter_required,"{""additive_cas"":""108-20-3"",""additive_mass_fraction"":0.000177827941004,""composition_basis"":""mass"",""outlet_temperature_k"":375.0,""pressure_pa"":110314.038831,""water_cas"":""7732-18-5""}",,need-ff87f2a09e3f63fae1cdb087,mixture_phase_reference,5,equilibrium_phase_split,unresolved_sampled_phase_or_feasibility_transition,,False,acquisition_adapter_required,False,phase_fractions_and_compositions,
physical_measurements_required,"{""additive_cas"":""108-94-1"",""hardware_protocol"":null,""scope"":{""mass_fraction"":[0.0001,0.3],""pressure_pa"":[101325.0,200000.0],""temperature_k"":[350.0,450.0]},""water_cas"":""7732-18-5""}",,need-052b8a36e49c4ca493da28ae,hardware_validation,10,matched_cooling_and_pore_transport,enthalpy_and_VLE_do_not_validate_wetting_flow_fouling_or_cooling,,False,hardware_protocol_required,False,protocol_required,
physical_measurements_required,"{""additive_cas"":""109-99-9"",""hardware_protocol"":null,""scope"":{""mass_fraction"":[0.0001,0.3],""pressure_pa"":[101325.0,200000.0],""temperature_k"":[350.0,450.0]},""water_cas"":""7732-18-5""}",,need-1be4bf93b006c42d3344d109,hardware_validation,10,matched_cooling_and_pore_transport,enthalpy_and_VLE_do_not_validate_wetting_flow_fouling_or_cooling,,False,hardware_protocol_required,False,protocol_required,
physical_measurements_required,"{""additive_cas"":""123-86-4"",""hardware_protocol"":null,""scope"":{""mass_fraction"":[0.0001,0.3],""pressure_pa"":[101325.0,200000.0],""temperature_k"":[350.0,450.0]},""water_cas"":""7732-18-5""}",,need-20f4b1343b00b53661ec7135,hardware_validation,10,matched_cooling_and_pore_transport,enthalpy_and_VLE_do_not_validate_wetting_flow_fouling_or_cooling,,False,hardware_protocol_required,False,protocol_required,
physical_measurements_required,"{""additive_cas"":""111-27-3"",""hardware_protocol"":null,""scope"":{""mass_fraction"":[0.0001,0.3],""pressure_pa"":[101325.0,200000.0],""temperature_k"":[350.0,450.0]},""water_cas"":""7732-18-5""}",,need-2a713657f06d20c7e90b4da4,hardware_validation,10,matched_cooling_and_pore_transport,enthalpy_and_VLE_do_not_validate_wetting_flow_fouling_or_cooling,,False,hardware_protocol_required,False,protocol_required,
physical_measurements_required,"{""additive_cas"":""100-51-6"",""hardware_protocol"":null,""scope"":{""mass_fraction"":[0.0001,0.3],""pressure_pa"":[101325.0,200000.0],""temperature_k"":[350.0,450.0]},""water_cas"":""7732-18-5""}",,need-301b3c22d6065232fac2194b,hardware_validation,10,matched_cooling_and_pore_transport,enthalpy_and_VLE_do_not_validate_wetting_flow_fouling_or_cooling,,False,hardware_protocol_required,False,protocol_required,
physical_measurements_required,"{""additive_cas"":""123-92-2"",""hardware_protocol"":null,""scope"":{""mass_fraction"":[0.0001,0.3],""pressure_pa"":[101325.0,200000.0],""temperature_k"":[350.0,450.0]},""water_cas"":""7732-18-5""}",,need-38ca3f71bfd6f598eaf611aa,hardware_validation,10,matched_cooling_and_pore_transport,enthalpy_and_VLE_do_not_validate_wetting_flow_fouling_or_cooling,,False,hardware_protocol_required,False,protocol_required,
physical_measurements_required,"{""additive_cas"":""75-85-4"",""hardware_protocol"":null,""scope"":{""mass_fraction"":[0.0001,0.3],""pressure_pa"":[101325.0,200000.0],""temperature_k"":[350.0,450.0]},""water_cas"":""7732-18-5""}",,need-3f180f50eb02f32e762ecade,hardware_validation,10,matched_cooling_and_pore_transport,enthalpy_and_VLE_do_not_validate_wetting_flow_fouling_or_cooling,,False,hardware_protocol_required,False,protocol_required,
physical_measurements_required,"{""additive_cas"":""109-87-5"",""hardware_protocol"":null,""scope"":{""mass_fraction"":[0.0001,0.3],""pressure_pa"":[101325.0,200000.0],""temperature_k"":[350.0,450.0]},""water_cas"":""7732-18-5""}",,need-42d21bb3438dc56159e3c547,hardware_validation,10,matched_cooling_and_pore_transport,enthalpy_and_VLE_do_not_validate_wetting_flow_fouling_or_cooling,,False,hardware_protocol_required,False,protocol_required,
physical_measurements_required,"{""additive_cas"":""71-36-3"",""hardware_protocol"":null,""scope"":{""mass_fraction"":[0.0001,0.3],""pressure_pa"":[101325.0,200000.0],""temperature_k"":[350.0,450.0]},""water_cas"":""7732-18-5""}",,need-472523d63d1c800ef662286f,hardware_validation,10,matched_cooling_and_pore_transport,enthalpy_and_VLE_do_not_validate_wetting_flow_fouling_or_cooling,,False,hardware_protocol_required,False,protocol_required,
