acquisition_route,conditions,control_task,id,kind,priority,property,reason,reference_value,satisfied,status,training_overlap_known,unit,water_context_id
phase_measurement_adapter_required,"{""additive_cas"":""109-87-5"",""additive_mass_fraction"":0.172520833333,""composition_basis"":""mass"",""outlet_temperature_k"":350.0,""pressure_pa"":200000.0,""water_cas"":""7732-18-5""}",,need-0aeb0c501b837491038cceaa,mixture_phase_reference,3,equilibrium_phase_split,persistent_model_disagreement,,False,acquisition_adapter_required,False,phase_fractions_and_compositions,
normalized_local_measurements,"{""additive_cas"":""109-87-5"",""additive_mass_fraction"":0.1695,""composition_basis"":""mass"",""inlet_temperature_k"":293.15,""outlet_temperature_k"":375.0,""pressure_pa"":120100.539483,""water_cas"":""7732-18-5""}",,need-10878f8dae1327cfdd2c1acd,mixture_caloric_reference,3,delta_h_j_kg,diagnostic_only_gain_blocked_by_water_reference,,False,pending_external_reference,False,J/kg,
normalized_local_measurements,"{""additive_cas"":""78-93-3"",""additive_mass_fraction"":0.106666666667,""composition_basis"":""mass"",""inlet_temperature_k"":293.15,""outlet_temperature_k"":400.0,""pressure_pa"":101325.0,""water_cas"":""7732-18-5""}",,need-111198da82f5004ba564dc9a,mixture_caloric_reference,3,delta_h_j_kg,representative_domain_validation,,False,pending_external_reference,False,J/kg,
normalized_local_measurements,"{""additive_cas"":""108-20-3"",""additive_mass_fraction"":0.000316227766017,""composition_basis"":""mass"",""inlet_temperature_k"":293.15,""outlet_temperature_k"":400.0,""pressure_pa"":101325.0,""water_cas"":""7732-18-5""}",,need-139217a31e4e140207103963,mixture_caloric_reference,3,delta_h_j_kg,representative_domain_validation,,False,pending_external_reference,False,J/kg,
phase_measurement_adapter_required,"{""additive_cas"":""109-87-5"",""additive_mass_fraction"":0.170708333333,""composition_basis"":""mass"",""outlet_temperature_k"":350.0,""pressure_pa"":101325.0,""water_cas"":""7732-18-5""}",,need-13fa36eac34fe54bc60b8b9f,mixture_phase_reference,3,equilibrium_phase_split,persistent_model_disagreement,,False,acquisition_adapter_required,False,phase_fractions_and_compositions,
normalized_local_measurements,"{""additive_cas"":""111-46-6"",""additive_mass_fraction"":0.145333333333,""composition_basis"":""mass"",""inlet_temperature_k"":293.15,""outlet_temperature_k"":400.0,""pressure_pa"":142355.189579,""water_cas"":""7732-18-5""}",,need-16704163e67b51955d23d359,mixture_caloric_reference,3,delta_h_j_kg,representative_domain_validation,,False,pending_external_reference,False,J/kg,
normalized_local_measurements,"{""additive_cas"":""123-91-1"",""additive_mass_fraction"":0.145333333333,""composition_basis"":""mass"",""inlet_temperature_k"":293.15,""outlet_temperature_k"":400.0,""pressure_pa"":101325.0,""water_cas"":""7732-18-5""}",,need-2701c2bbaa838f8d56594e8a,mixture_caloric_reference,3,delta_h_j_kg,representative_domain_validation,,False,pending_external_reference,False,J/kg,
normalized_local_measurements,"{""additive_cas"":""60-29-7"",""additive_mass_fraction"":0.0438333333334,""composition_basis"":""mass"",""inlet_temperature_k"":293.15,""outlet_temperature_k"":375.0,""pressure_pa"":142355.189579,""water_cas"":""7732-18-5""}",,need-2e1040580413bc14cbc01bd5,mixture_caloric_reference,3,delta_h_j_kg,diagnostic_only_gain_blocked_by_water_reference,,False,pending_external_reference,False,J/kg,
normalized_local_measurements,"{""additive_cas"":""67-56-1"",""additive_mass_fraction"":0.145333333333,""composition_basis"":""mass"",""inlet_temperature_k"":293.15,""outlet_temperature_k"":400.0,""pressure_pa"":101325.0,""water_cas"":""7732-18-5""}",,need-32b7e0ec3ba04fbccbf4d70c,mixture_caloric_reference,3,delta_h_j_kg,representative_domain_validation,,False,pending_external_reference,False,J/kg,
normalized_local_measurements,"{""additive_cas"":""111-27-3"",""additive_mass_fraction"":0.0124166666666,""composition_basis"":""mass"",""inlet_temperature_k"":293.15,""outlet_temperature_k"":400.0,""pressure_pa"":101325.0,""water_cas"":""7732-18-5""}",,need-32d26ab1c6b85361f8344f39,mixture_caloric_reference,3,delta_h_j_kg,representative_domain_validation,,False,pending_external_reference,False,J/kg,
phase_measurement_adapter_required,"{""additive_cas"":""67-64-1"",""additive_mass_fraction"":0.150770833333,""composition_basis"":""mass"",""outlet_temperature_k"":350.0,""pressure_pa"":101325.0,""water_cas"":""7732-18-5""}",,need-3b992e44d9f016de3ef5240e,mixture_phase_reference,3,equilibrium_phase_split,persistent_model_disagreement,,False,acquisition_adapter_required,False,phase_fractions_and_compositions,
phase_measurement_adapter_required,"{""additive_cas"":""109-99-9"",""additive_mass_fraction"":0.156208333333,""composition_basis"":""mass"",""outlet_temperature_k"":350.0,""pressure_pa"":101325.0,""water_cas"":""7732-18-5""}",,need-3ef1b737b17877d07488d55e,mixture_phase_reference,3,equilibrium_phase_split,persistent_model_disagreement,,False,acquisition_adapter_required,False,phase_fractions_and_compositions,
normalized_local_measurements,"{""additive_cas"":""123-86-4"",""additive_mass_fraction"":0.00316227766017,""composition_basis"":""mass"",""inlet_temperature_k"":293.15,""outlet_temperature_k"":400.0,""pressure_pa"":101325.0,""water_cas"":""7732-18-5""}",,need-432c71fa2ba806b101aa1b48,mixture_caloric_reference,3,delta_h_j_kg,representative_domain_validation,,False,pending_external_reference,False,J/kg,
normalized_local_measurements,"{""additive_cas"":""75-85-4"",""additive_mass_fraction"":0.0577291666668,""composition_basis"":""mass"",""inlet_temperature_k"":293.15,""outlet_temperature_k"":400.0,""pressure_pa"":101325.0,""water_cas"":""7732-18-5""}",,need-481b966225efed6c22cf6e6f,mixture_caloric_reference,3,delta_h_j_kg,representative_domain_validation,,False,pending_external_reference,False,J/kg,
normalized_local_measurements,"{""additive_cas"":""141-79-7"",""additive_mass_fraction"":0.0776666666667,""composition_basis"":""mass"",""inlet_temperature_k"":293.15,""outlet_temperature_k"":400.0,""pressure_pa"":101325.0,""water_cas"":""7732-18-5""}",,need-4dbc11384b53eb8b2f8194f5,mixture_caloric_reference,3,delta_h_j_kg,representative_domain_validation,,False,pending_external_reference,False,J/kg,
normalized_local_measurements,"{""additive_cas"":""123-42-2"",""additive_mass_fraction"":0.145333333333,""composition_basis"":""mass"",""inlet_temperature_k"":293.15,""outlet_temperature_k"":400.0,""pressure_pa"":101325.0,""water_cas"":""7732-18-5""}",,need-4e180cd219d82f8b2df6f264,mixture_caloric_reference,3,delta_h_j_kg,representative_domain_validation,,False,pending_external_reference,False,J/kg,
normalized_local_measurements,"{""additive_cas"":""75-85-4"",""additive_mass_fraction"":0.0535000000001,""composition_basis"":""mass"",""inlet_temperature_k"":293.15,""outlet_temperature_k"":375.0,""pressure_pa"":120100.539483,""water_cas"":""7732-18-5""}",,need-4e78736c469e1addd5daec14,mixture_caloric_reference,3,delta_h_j_kg,diagnostic_only_gain_blocked_by_water_reference,,False,pending_external_reference,False,J/kg,
phase_measurement_adapter_required,"{""additive_cas"":""109-99-9"",""additive_mass_fraction"":0.158020833333,""composition_basis"":""mass"",""outlet_temperature_k"":350.0,""pressure_pa"":101325.0,""water_cas"":""7732-18-5""}",,need-5191eb5b86953dda3e179fb3,mixture_phase_reference,3,equilibrium_phase_split,persistent_model_disagreement,,False,acquisition_adapter_required,False,phase_fractions_and_compositions,
phase_measurement_adapter_required,"{""additive_cas"":""109-99-9"",""additive_mass_fraction"":0.158927083333,""composition_basis"":""mass"",""outlet_temperature_k"":350.0,""pressure_pa"":101325.0,""water_cas"":""7732-18-5""}",,need-5466e864c96559a32d06708f,mixture_phase_reference,3,equilibrium_phase_split,persistent_model_disagreement,,False,acquisition_adapter_required,False,phase_fractions_and_compositions,
normalized_local_measurements,"{""additive_cas"":""98-82-8"",""additive_mass_fraction"":0.145333333333,""composition_basis"":""mass"",""inlet_temperature_k"":293.15,""outlet_temperature_k"":375.0,""pressure_pa"":142355.189579,""water_cas"":""7732-18-5""}",,need-57a823490f24e87d97af259d,mixture_caloric_reference,3,delta_h_j_kg,representative_domain_validation,,False,pending_external_reference,False,J/kg,
phase_measurement_adapter_required,"{""additive_cas"":""67-64-1"",""additive_mass_fraction"":0.159833333333,""composition_basis"":""mass"",""outlet_temperature_k"":350.0,""pressure_pa"":101325.0,""water_cas"":""7732-18-5""}",,need-5b127493f3883dff39ac32a0,mixture_phase_reference,3,equilibrium_phase_split,persistent_model_disagreement,,False,acquisition_adapter_required,False,phase_fractions_and_compositions,
phase_measurement_adapter_required,"{""additive_cas"":""109-87-5"",""additive_mass_fraction"":0.170708333333,""composition_basis"":""mass"",""outlet_temperature_k"":350.0,""pressure_pa"":200000.0,""water_cas"":""7732-18-5""}",,need-615abdf36921c52fcda7c7c4,mixture_phase_reference,3,equilibrium_phase_split,persistent_model_disagreement,,False,acquisition_adapter_required,False,phase_fractions_and_compositions,
normalized_local_measurements,"{""additive_cas"":""71-36-3"",""additive_mass_fraction"":0.0196666666666,""composition_basis"":""mass"",""inlet_temperature_k"":293.15,""outlet_temperature_k"":400.0,""pressure_pa"":101325.0,""water_cas"":""7732-18-5""}",,need-6b3e40c9f1424526b175e326,mixture_caloric_reference,3,delta_h_j_kg,representative_domain_validation,,False,pending_external_reference,False,J/kg,
normalized_local_measurements,"{""additive_cas"":""111-76-2"",""additive_mass_fraction"":0.0462500000001,""composition_basis"":""mass"",""inlet_temperature_k"":293.15,""outlet_temperature_k"":400.0,""pressure_pa"":101325.0,""water_cas"":""7732-18-5""}",,need-70f89acfd4b3b254790a4c78,mixture_caloric_reference,3,delta_h_j_kg,representative_domain_validation,,False,pending_external_reference,False,J/kg,
normalized_local_measurements,"{""additive_cas"":""141-78-6"",""additive_mass_fraction"":0.0776666666667,""composition_basis"":""mass"",""inlet_temperature_k"":293.15,""outlet_temperature_k"":400.0,""pressure_pa"":101325.0,""water_cas"":""7732-18-5""}",,need-71e27a2c5a51ffe673fb7a4d,mixture_caloric_reference,3,delta_h_j_kg,representative_domain_validation,,False,pending_external_reference,False,J/kg,
normalized_local_measurements,"{""additive_cas"":""78-93-3"",""additive_mass_fraction"":0.106666666667,""composition_basis"":""mass"",""inlet_temperature_k"":293.15,""outlet_temperature_k"":375.0,""pressure_pa"":120100.539483,""water_cas"":""7732-18-5""}",,need-76d6863d894bec6f85b0585b,mixture_caloric_reference,3,delta_h_j_kg,diagnostic_only_gain_blocked_by_water_reference,,False,pending_external_reference,False,J/kg,
normalized_local_measurements,"{""additive_cas"":""78-84-2"",""additive_mass_fraction"":0.106666666667,""composition_basis"":""mass"",""inlet_temperature_k"":293.15,""outlet_temperature_k"":375.0,""pressure_pa"":120100.539483,""water_cas"":""7732-18-5""}",,need-7e60fe5a5c0550baabd354f4,mixture_caloric_reference,3,delta_h_j_kg,diagnostic_only_gain_blocked_by_water_reference,,False,pending_external_reference,False,J/kg,
normalized_local_measurements,"{""additive_cas"":""60-29-7"",""additive_mass_fraction"":0.0438333333334,""composition_basis"":""mass"",""inlet_temperature_k"":293.15,""outlet_temperature_k"":400.0,""pressure_pa"":101325.0,""water_cas"":""7732-18-5""}",,need-846a0f9eb4dd67896fe64801,mixture_caloric_reference,3,delta_h_j_kg,representative_domain_validation,,False,pending_external_reference,False,J/kg,
normalized_local_measurements,"{""additive_cas"":""64-17-5"",""additive_mass_fraction"":0.242,""composition_basis"":""mass"",""inlet_temperature_k"":293.15,""outlet_temperature_k"":375.0,""pressure_pa"":120100.539483,""water_cas"":""7732-18-5""}",,need-868aa1a89565b867c00e8d97,mixture_caloric_reference,3,delta_h_j_kg,diagnostic_only_gain_blocked_by_water_reference,,False,pending_external_reference,False,J/kg,
phase_measurement_adapter_required,"{""additive_cas"":""109-99-9"",""additive_mass_fraction"":0.136270833334,""composition_basis"":""mass"",""outlet_temperature_k"":350.0,""pressure_pa"":101325.0,""water_cas"":""7732-18-5""}",,need-8e5d65c57748a28bf7135737,mixture_phase_reference,3,equilibrium_phase_split,persistent_model_disagreement,,False,acquisition_adapter_required,False,phase_fractions_and_compositions,
normalized_local_measurements,"{""additive_cas"":""109-87-5"",""additive_mass_fraction"":0.145333333333,""composition_basis"":""mass"",""inlet_temperature_k"":293.15,""outlet_temperature_k"":400.0,""pressure_pa"":101325.0,""water_cas"":""7732-18-5""}",,need-9401dc43be676198da166a01,mixture_caloric_reference,3,delta_h_j_kg,representative_domain_validation,,False,pending_external_reference,False,J/kg,
