chemsep_nrtl_endpoint_error,chemsep_nrtl_liquid_phase_count,chemsep_nrtl_ratio,chemsep_nrtl_status,chemsep_nrtl_vapor_mole_fraction,heat_reduction_required_for_mass_parity,mass_fraction,mass_ratio_equal_net_heat,minimum_ratio,model_spread,pair_id,paired_eligible,pressure_pa,reference_blockers,temperature_k,unifac_dortmund_endpoint_error,unifac_dortmund_liquid_phase_count,unifac_dortmund_ratio,unifac_dortmund_status,unifac_dortmund_vapor_mole_fraction
0.04753384477263267,1,0.9999726007792185,ok,0.0,2.739922078154322e-05,0.0001,1.0000273999715195,0.9999726007792185,2.203331473915604e-05,water-PHTQWCKDNZKARW-UHFFFAOYSA-N,True,101325.0,[],350.0,0.04753384477263267,1,0.9999946340939576,ok,0.0
0.04747923920572206,1,0.9999726007792185,ok,0.0,2.739922078154322e-05,0.0001,1.0000273999715195,0.9999726007792185,2.203331473915604e-05,water-PHTQWCKDNZKARW-UHFFFAOYSA-N,True,200000.0,[],350.0,0.04747923920572206,1,0.9999946340939576,ok,0.0
0.05626208582771852,1,0.9999735727320864,ok,0.0,,0.0001,,,,water-PHTQWCKDNZKARW-UHFFFAOYSA-N,False,101325.0,"[""water_reference_tolerance_exceeded""]",362.5,0.05626208582771852,1,0.9999962312486331,ok,0.0
0.005780814713935989,0,0.9999250255374285,ok,1.0,7.497446257154206e-05,0.0001,1.000074980084163,0.9999250255374285,5.555047730698703e-06,water-PHTQWCKDNZKARW-UHFFFAOYSA-N,True,101325.0,[],375.0,0.005780814713935989,0,0.9999305805851592,ok,1.0
0.06595088936195792,1,0.9999745880112298,ok,0.0,,0.0001,,,,water-PHTQWCKDNZKARW-UHFFFAOYSA-N,False,120100.539483,"[""water_reference_tolerance_exceeded""]",375.0,0.06595088936195792,1,0.9999980878995421,ok,0.0
0.06593912345370401,1,0.9999745880112298,ok,0.0,,0.0001,,,,water-PHTQWCKDNZKARW-UHFFFAOYSA-N,False,142355.189579,"[""water_reference_tolerance_exceeded""]",375.0,0.06593912345370401,1,0.9999980878995421,ok,0.0
0.06590865312105298,1,0.9999745880112298,ok,0.0,,0.0001,,,,water-PHTQWCKDNZKARW-UHFFFAOYSA-N,False,200000.0,"[""water_reference_tolerance_exceeded""]",375.0,0.06590865312105298,1,0.9999980878995421,ok,0.0
0.07654222847206649,1,0.999975642490095,ok,0.0,,0.0001,,,,water-PHTQWCKDNZKARW-UHFFFAOYSA-N,False,200000.0,"[""water_reference_tolerance_exceeded""]",387.5,0.07654222847206649,1,1.0000002165594535,ok,0.0
0.004356199754141699,0,0.9999263291208567,ok,1.0,7.367087914333936e-05,0.0001,1.0000736763069416,0.9999263291208567,5.455972094892125e-06,water-PHTQWCKDNZKARW-UHFFFAOYSA-N,True,101325.0,[],400.0,0.004356199754141699,0,0.9999317850929516,ok,1.0
0.008105095449862487,0,0.9999263291208567,ok,1.0,7.367087914333936e-05,0.0001,1.0000736763069416,0.9999263291208567,5.455972094892125e-06,water-PHTQWCKDNZKARW-UHFFFAOYSA-N,True,200000.0,[],400.0,0.008105095449862487,0,0.9999317850929516,ok,1.0
0.002871306568927867,0,0.9999290373414232,ok,1.0,7.096265857675643e-05,0.0001,1.000070967694633,0.9999290373414232,5.26632251685033e-06,water-PHTQWCKDNZKARW-UHFFFAOYSA-N,True,101325.0,[],450.0,0.002871306568927867,0,0.9999343036639401,ok,1.0
0.004983500929861329,0,0.9999290373414232,ok,1.0,7.096265857675643e-05,0.0001,1.000070967694633,0.9999290373414232,5.26632251685033e-06,water-PHTQWCKDNZKARW-UHFFFAOYSA-N,True,200000.0,[],450.0,0.004983500929861329,0,0.9999343036639401,ok,1.0
0.04753384477263267,1,0.9999512876456432,ok,0.0,4.871235435677246e-05,0.000177827941004,1.0000487147273658,0.9999512876456432,3.9172032618051134e-05,water-PHTQWCKDNZKARW-UHFFFAOYSA-N,True,101325.0,[],350.0,0.04753384477263267,1,0.9999904596782613,ok,0.0
0.04747923920572206,1,0.9999512876456432,ok,0.0,4.871235435677246e-05,0.000177827941004,1.0000487147273658,0.9999512876456432,3.9172032618051134e-05,water-PHTQWCKDNZKARW-UHFFFAOYSA-N,True,200000.0,[],350.0,0.04747923920572206,1,0.9999904596782613,ok,0.0
0.05626208582771852,1,0.9999530154328524,ok,0.0,,0.000177827941004,,,,water-PHTQWCKDNZKARW-UHFFFAOYSA-N,False,101325.0,"[""water_reference_tolerance_exceeded""]",362.5,0.05626208582771852,1,0.9999932999188664,ok,0.0
0.005780814713935989,0,0.999866677378833,ok,1.0,0.0001333226211670535,0.000177827941004,1.0001333403984585,0.999866677378833,9.875200494113834e-06,water-PHTQWCKDNZKARW-UHFFFAOYSA-N,True,101325.0,[],375.0,0.005780814713935989,0,0.9998765525793271,ok,1.0
0.06595088936195792,1,0.9999548203441292,ok,0.0,,0.000177827941004,,,,water-PHTQWCKDNZKARW-UHFFFAOYSA-N,False,120100.539483,"[""water_reference_tolerance_exceeded""]",375.0,0.06595088936195792,1,0.9999966016163613,ok,0.0
0.06593912345370401,1,0.9999548203441292,ok,0.0,,0.000177827941004,,,,water-PHTQWCKDNZKARW-UHFFFAOYSA-N,False,142355.189579,"[""water_reference_tolerance_exceeded""]",375.0,0.06593912345370401,1,0.9999966016163613,ok,0.0
0.06590865312105298,1,0.9999548203441292,ok,0.0,,0.000177827941004,,,,water-PHTQWCKDNZKARW-UHFFFAOYSA-N,False,200000.0,"[""water_reference_tolerance_exceeded""]",375.0,0.06590865312105298,1,0.9999966016163613,ok,0.0
0.07654222847206649,1,0.9999566950293806,ok,0.0,,0.000177827941004,,,,water-PHTQWCKDNZKARW-UHFFFAOYSA-N,False,200000.0,"[""water_reference_tolerance_exceeded""]",387.5,0.07654222847206649,1,1.0000003870280458,ok,0.0
0.004356199754141699,0,0.9998689954622896,ok,1.0,0.00013100453771042186,0.000177827941004,1.000131021702148,0.9998689954622896,9.699073876268116e-06,water-PHTQWCKDNZKARW-UHFFFAOYSA-N,True,101325.0,[],400.0,0.004356199754141699,0,0.9998786945361658,ok,1.0
0.008105095449862487,0,0.9998689954622896,ok,1.0,0.00013100453771042186,0.000177827941004,1.000131021702148,0.9998689954622896,9.699073876268116e-06,water-PHTQWCKDNZKARW-UHFFFAOYSA-N,True,200000.0,[],400.0,0.008105095449862487,0,0.9998786945361658,ok,1.0
0.002871306568927867,0,0.9998738113354072,ok,1.0,0.00012618866459279676,0.000177827941004,1.0001262045901815,0.9998738113354072,9.361934089735513e-06,water-PHTQWCKDNZKARW-UHFFFAOYSA-N,True,101325.0,[],450.0,0.002871306568927867,0,0.9998831732694969,ok,1.0
0.004983500929861329,0,0.9998738113354072,ok,1.0,0.00012618866459279676,0.000177827941004,1.0001262045901815,0.9998738113354072,9.361934089735513e-06,water-PHTQWCKDNZKARW-UHFFFAOYSA-N,True,200000.0,[],450.0,0.004983500929861329,0,0.9998831732694969,ok,1.0
0.04753384477263267,1,0.9999134109590816,ok,0.0,8.658904091840558e-05,0.000316227766017,1.0000865965392296,0.9999134109590816,6.962924168874007e-05,water-PHTQWCKDNZKARW-UHFFFAOYSA-N,True,101325.0,[],350.0,0.04753384477263267,1,0.9999830402007703,ok,0.0
0.04747923920572206,1,0.9999134109590816,ok,0.0,8.658904091840558e-05,0.000316227766017,1.0000865965392296,0.9999134109590816,6.962924168874007e-05,water-PHTQWCKDNZKARW-UHFFFAOYSA-N,True,200000.0,[],350.0,0.04747923920572206,1,0.9999830402007703,ok,0.0
0.05626208582771852,1,0.9999164814990867,ok,0.0,,0.000316227766017,,,,water-PHTQWCKDNZKARW-UHFFFAOYSA-N,False,101325.0,"[""water_reference_tolerance_exceeded""]",362.5,0.05626208582771852,1,0.9999880911105151,ok,0.0
0.005780814713935989,0,0.9997629243658123,ok,1.0,0.00023707563418773336,0.000316227766017,1.000237131852372,0.9997629243658123,1.755066459074861e-05,water-PHTQWCKDNZKARW-UHFFFAOYSA-N,True,101325.0,[],375.0,0.005780814713935989,0,0.999780475030403,ok,1.0
0.06595088936195792,1,0.9999196894331986,ok,0.0,,0.000316227766017,,,,water-PHTQWCKDNZKARW-UHFFFAOYSA-N,False,120100.539483,"[""water_reference_tolerance_exceeded""]",375.0,0.06595088936195792,1,0.999993962619803,ok,0.0
0.06593912345370401,1,0.9999196894331986,ok,0.0,,0.000316227766017,,,,water-PHTQWCKDNZKARW-UHFFFAOYSA-N,False,142355.189579,"[""water_reference_tolerance_exceeded""]",375.0,0.06593912345370401,1,0.999993962619803,ok,0.0
0.06590865312105298,1,0.9999196894331986,ok,0.0,,0.000316227766017,,,,water-PHTQWCKDNZKARW-UHFFFAOYSA-N,False,200000.0,"[""water_reference_tolerance_exceeded""]",375.0,0.06590865312105298,1,0.999993962619803,ok,0.0
0.07654222847206649,1,0.9999230216532217,ok,0.0,,0.000316227766017,,,,water-PHTQWCKDNZKARW-UHFFFAOYSA-N,False,200000.0,"[""water_reference_tolerance_exceeded""]",387.5,0.07654222847206649,1,1.0000006943275912,ok,0.0
0.004356199754141699,0,0.999767046401133,ok,1.0,0.00023295359886699174,0.000316227766017,1.000233007878891,0.999767046401133,1.7237644192258372e-05,water-PHTQWCKDNZKARW-UHFFFAOYSA-N,True,101325.0,[],400.0,0.004356199754141699,0,0.9997842840453253,ok,1.0
