additive_mass_fraction,cas_number,comparison_eligible,failure_counts,maximum_model_spread_delta_h_ratio,maximum_storage_bubble_pressure_ratio,minimum_paired_delta_h_ratio,name,outlet_temperature_k,pair_id,pareto_with_water,pressure_pa,required_net_heat_reduction_for_mass_parity,water_dominated_thermodynamic
0.0001,98-01-1,True,{},9.400028375794456e-06,1.000244584627595,0.9999381973361063,2-furaldehyde,350.0,water-HYBBIBNJHNGZAN-UHFFFAOYSA-N,False,101325.0,6.180266389366196e-05,True
0.000177827941004,98-01-1,True,{},1.6708828377232088e-05,1.0004346181515726,0.999890104429883,2-furaldehyde,350.0,water-HYBBIBNJHNGZAN-UHFFFAOYSA-N,False,101325.0,0.00010989557011698015,True
0.000316227766017,98-01-1,True,{},2.9690683555405606e-05,1.0007718565393708,0.9998045965748322,2-furaldehyde,350.0,water-HYBBIBNJHNGZAN-UHFFFAOYSA-N,False,101325.0,0.00019540342516777276,True
0.00056234132519,98-01-1,True,{},5.272791187349579e-05,1.0013693705109135,0.999652586384504,2-furaldehyde,350.0,water-HYBBIBNJHNGZAN-UHFFFAOYSA-N,False,101325.0,0.0003474136154959506,True
0.001,98-01-1,True,{},9.354251196647123e-05,1.0024250224306233,0.9993824171515506,2-furaldehyde,350.0,water-HYBBIBNJHNGZAN-UHFFFAOYSA-N,False,101325.0,0.0006175828484493717,True
0.00177827941004,98-01-1,True,{},0.00016564261568063898,1.004280635472835,0.9989024455335827,2-furaldehyde,350.0,water-HYBBIBNJHNGZAN-UHFFFAOYSA-N,False,101325.0,0.0010975544664173498,True
0.00316227766017,98-01-1,True,{},0.0002923460994644911,1.0075129898212016,0.9980503847398872,2-furaldehyde,350.0,water-HYBBIBNJHNGZAN-UHFFFAOYSA-N,False,101325.0,0.0019496152601128358,True
0.0056234132519,98-01-1,True,{},0.0005129178741909435,1.0130530310103523,0.996539769977179,2-furaldehyde,350.0,water-HYBBIBNJHNGZAN-UHFFFAOYSA-N,False,101325.0,0.0034602300228210314,True
0.01,98-01-1,True,{},0.0008903538282435397,1.0222757795337527,0.9938677655528552,2-furaldehyde,350.0,water-HYBBIBNJHNGZAN-UHFFFAOYSA-N,False,101325.0,0.006132234447144835,True
0.0293333333333,98-01-1,True,{},0.0023403500283826206,1.0546431819355893,0.982272820844434,2-furaldehyde,350.0,water-HYBBIBNJHNGZAN-UHFFFAOYSA-N,False,101325.0,0.017727179155565986,True
0.0486666666667,98-01-1,False,"{""inlet_not_single_liquid"": 1}",,,,2-furaldehyde,350.0,water-HYBBIBNJHNGZAN-UHFFFAOYSA-N,False,101325.0,,
0.068,98-01-1,False,"{""inlet_not_single_liquid"": 1}",,,,2-furaldehyde,350.0,water-HYBBIBNJHNGZAN-UHFFFAOYSA-N,False,101325.0,,
0.0873333333333,98-01-1,False,"{""inlet_not_single_liquid"": 2}",,,,2-furaldehyde,350.0,water-HYBBIBNJHNGZAN-UHFFFAOYSA-N,False,101325.0,,
0.106666666667,98-01-1,False,"{""inlet_not_single_liquid"": 2}",,,,2-furaldehyde,350.0,water-HYBBIBNJHNGZAN-UHFFFAOYSA-N,False,101325.0,,
0.126,98-01-1,False,"{""inlet_not_single_liquid"": 2}",,,,2-furaldehyde,350.0,water-HYBBIBNJHNGZAN-UHFFFAOYSA-N,False,101325.0,,
0.145333333333,98-01-1,False,"{""inlet_not_single_liquid"": 2}",,,,2-furaldehyde,350.0,water-HYBBIBNJHNGZAN-UHFFFAOYSA-N,False,101325.0,,
0.164666666667,98-01-1,False,"{""inlet_not_single_liquid"": 2}",,,,2-furaldehyde,350.0,water-HYBBIBNJHNGZAN-UHFFFAOYSA-N,False,101325.0,,
0.184,98-01-1,False,"{""inlet_not_single_liquid"": 2}",,,,2-furaldehyde,350.0,water-HYBBIBNJHNGZAN-UHFFFAOYSA-N,False,101325.0,,
0.203333333333,98-01-1,False,"{""inlet_not_single_liquid"": 2}",,,,2-furaldehyde,350.0,water-HYBBIBNJHNGZAN-UHFFFAOYSA-N,False,101325.0,,
0.222666666667,98-01-1,False,"{""inlet_not_single_liquid"": 2}",,,,2-furaldehyde,350.0,water-HYBBIBNJHNGZAN-UHFFFAOYSA-N,False,101325.0,,
0.242,98-01-1,False,"{""inlet_not_single_liquid"": 2}",,,,2-furaldehyde,350.0,water-HYBBIBNJHNGZAN-UHFFFAOYSA-N,False,101325.0,,
0.261333333333,98-01-1,False,"{""inlet_not_single_liquid"": 2}",,,,2-furaldehyde,350.0,water-HYBBIBNJHNGZAN-UHFFFAOYSA-N,False,101325.0,,
0.280666666667,98-01-1,False,"{""inlet_not_single_liquid"": 2}",,,,2-furaldehyde,350.0,water-HYBBIBNJHNGZAN-UHFFFAOYSA-N,False,101325.0,,
0.3,98-01-1,False,"{""inlet_not_single_liquid"": 2}",,,,2-furaldehyde,350.0,water-HYBBIBNJHNGZAN-UHFFFAOYSA-N,False,101325.0,,
0.0001,98-01-1,True,{},9.400028375794456e-06,1.000244584627595,0.9999381973361063,2-furaldehyde,350.0,water-HYBBIBNJHNGZAN-UHFFFAOYSA-N,False,200000.0,6.180266389366196e-05,True
0.000177827941004,98-01-1,True,{},1.6708828377232088e-05,1.0004346181515726,0.999890104429883,2-furaldehyde,350.0,water-HYBBIBNJHNGZAN-UHFFFAOYSA-N,False,200000.0,0.00010989557011698015,True
0.000316227766017,98-01-1,True,{},2.9690683555405606e-05,1.0007718565393708,0.9998045965748322,2-furaldehyde,350.0,water-HYBBIBNJHNGZAN-UHFFFAOYSA-N,False,200000.0,0.00019540342516777276,True
0.00056234132519,98-01-1,True,{},5.272791187349579e-05,1.0013693705109135,0.999652586384504,2-furaldehyde,350.0,water-HYBBIBNJHNGZAN-UHFFFAOYSA-N,False,200000.0,0.0003474136154959506,True
0.001,98-01-1,True,{},9.354251196647123e-05,1.0024250224306233,0.9993824171515506,2-furaldehyde,350.0,water-HYBBIBNJHNGZAN-UHFFFAOYSA-N,False,200000.0,0.0006175828484493717,True
0.00177827941004,98-01-1,True,{},0.00016564261568063898,1.004280635472835,0.9989024455335827,2-furaldehyde,350.0,water-HYBBIBNJHNGZAN-UHFFFAOYSA-N,False,200000.0,0.0010975544664173498,True
0.00316227766017,98-01-1,True,{},0.0002923460994644911,1.0075129898212016,0.9980503847398872,2-furaldehyde,350.0,water-HYBBIBNJHNGZAN-UHFFFAOYSA-N,False,200000.0,0.0019496152601128358,True
0.0056234132519,98-01-1,True,{},0.0005129178741909435,1.0130530310103523,0.996539769977179,2-furaldehyde,350.0,water-HYBBIBNJHNGZAN-UHFFFAOYSA-N,False,200000.0,0.0034602300228210314,True
0.01,98-01-1,True,{},0.0008903538282435397,1.0222757795337527,0.9938677655528552,2-furaldehyde,350.0,water-HYBBIBNJHNGZAN-UHFFFAOYSA-N,False,200000.0,0.006132234447144835,True
0.0293333333333,98-01-1,True,{},0.0023403500283826206,1.0546431819355893,0.982272820844434,2-furaldehyde,350.0,water-HYBBIBNJHNGZAN-UHFFFAOYSA-N,False,200000.0,0.017727179155565986,True
0.0486666666667,98-01-1,False,"{""inlet_not_single_liquid"": 1}",,,,2-furaldehyde,350.0,water-HYBBIBNJHNGZAN-UHFFFAOYSA-N,False,200000.0,,
0.068,98-01-1,False,"{""inlet_not_single_liquid"": 1}",,,,2-furaldehyde,350.0,water-HYBBIBNJHNGZAN-UHFFFAOYSA-N,False,200000.0,,
0.0873333333333,98-01-1,False,"{""inlet_not_single_liquid"": 2}",,,,2-furaldehyde,350.0,water-HYBBIBNJHNGZAN-UHFFFAOYSA-N,False,200000.0,,
0.106666666667,98-01-1,False,"{""inlet_not_single_liquid"": 2}",,,,2-furaldehyde,350.0,water-HYBBIBNJHNGZAN-UHFFFAOYSA-N,False,200000.0,,
0.126,98-01-1,False,"{""inlet_not_single_liquid"": 2}",,,,2-furaldehyde,350.0,water-HYBBIBNJHNGZAN-UHFFFAOYSA-N,False,200000.0,,
0.145333333333,98-01-1,False,"{""inlet_not_single_liquid"": 2}",,,,2-furaldehyde,350.0,water-HYBBIBNJHNGZAN-UHFFFAOYSA-N,False,200000.0,,
0.164666666667,98-01-1,False,"{""inlet_not_single_liquid"": 2}",,,,2-furaldehyde,350.0,water-HYBBIBNJHNGZAN-UHFFFAOYSA-N,False,200000.0,,
0.184,98-01-1,False,"{""inlet_not_single_liquid"": 2}",,,,2-furaldehyde,350.0,water-HYBBIBNJHNGZAN-UHFFFAOYSA-N,False,200000.0,,
