additive_mass_fraction,cas_number,comparison_eligible,failure_counts,maximum_model_spread_delta_h_ratio,maximum_storage_bubble_pressure_ratio,minimum_paired_delta_h_ratio,name,outlet_temperature_k,pair_id,pareto_with_water,pressure_pa,required_net_heat_reduction_for_mass_parity,water_dominated_thermodynamic
0.0001,60-29-7,True,{},3.280603453259534e-05,1.0627675076302223,0.999954979150181,diethyl ether,350.0,water-RTZKZFJDLAIYFH-UHFFFAOYSA-N,False,101325.0,4.5020849819055186e-05,True
0.000177827941004,60-29-7,True,{},5.833332740290409e-05,1.1115795573598795,0.99991994471588,diethyl ether,350.0,water-RTZKZFJDLAIYFH-UHFFFAOYSA-N,False,101325.0,8.00552841200286e-05,True
0.000316227766017,60-29-7,True,{},0.00010371724685331873,1.198297598975686,0.9998576531394159,diethyl ether,350.0,water-RTZKZFJDLAIYFH-UHFFFAOYSA-N,False,101325.0,0.00014234686058411938,True
0.00056234132519,60-29-7,True,{},0.00018438858801961278,1.3522429924532091,0.9997469111341081,diethyl ether,350.0,water-RTZKZFJDLAIYFH-UHFFFAOYSA-N,False,101325.0,0.00025308886589192614,True
0.001,60-29-7,True,{},0.0003277374980575898,1.6251692226509489,0.9995500751069469,diethyl ether,350.0,water-RTZKZFJDLAIYFH-UHFFFAOYSA-N,False,101325.0,0.0004499248930530664,True
0.00177827941004,60-29-7,True,{},0.0005823131249430569,2.107887316576646,0.9992003429431507,diethyl ether,350.0,water-RTZKZFJDLAIYFH-UHFFFAOYSA-N,False,101325.0,0.0007996570568492567,True
0.00316227766017,60-29-7,True,{},0.001033950877067924,2.9580572455503393,0.9985793581885842,diethyl ether,350.0,water-RTZKZFJDLAIYFH-UHFFFAOYSA-N,False,101325.0,0.0014206418114157682,True
0.0056234132519,60-29-7,True,{},0.0018337230435856444,4.444129246766705,0.997478017148965,diethyl ether,350.0,water-RTZKZFJDLAIYFH-UHFFFAOYSA-N,False,101325.0,0.0025219828510349984,True
0.01,60-29-7,True,{},0.005087303596141068,7.006859914458844,0.9955287265872291,diethyl ether,350.0,water-RTZKZFJDLAIYFH-UHFFFAOYSA-N,False,101325.0,0.004471273412770871,True
0.0293333333333,60-29-7,True,{},0.021066057611628164,17.176288267228813,1.0329091267023023,diethyl ether,350.0,water-RTZKZFJDLAIYFH-UHFFFAOYSA-N,False,101325.0,0.0,False
0.0486666666667,60-29-7,False,"{""inlet_not_single_liquid"": 1}",,,,diethyl ether,350.0,water-RTZKZFJDLAIYFH-UHFFFAOYSA-N,False,101325.0,,
0.068,60-29-7,False,"{""inlet_not_single_liquid"": 2}",,,,diethyl ether,350.0,water-RTZKZFJDLAIYFH-UHFFFAOYSA-N,False,101325.0,,
0.0873333333333,60-29-7,False,"{""inlet_not_single_liquid"": 2}",,,,diethyl ether,350.0,water-RTZKZFJDLAIYFH-UHFFFAOYSA-N,False,101325.0,,
0.106666666667,60-29-7,False,"{""inlet_not_single_liquid"": 2}",,,,diethyl ether,350.0,water-RTZKZFJDLAIYFH-UHFFFAOYSA-N,False,101325.0,,
0.126,60-29-7,False,"{""inlet_not_single_liquid"": 2}",,,,diethyl ether,350.0,water-RTZKZFJDLAIYFH-UHFFFAOYSA-N,False,101325.0,,
0.145333333333,60-29-7,False,"{""inlet_not_single_liquid"": 2}",,,,diethyl ether,350.0,water-RTZKZFJDLAIYFH-UHFFFAOYSA-N,False,101325.0,,
0.164666666667,60-29-7,False,"{""inlet_not_single_liquid"": 2}",,,,diethyl ether,350.0,water-RTZKZFJDLAIYFH-UHFFFAOYSA-N,False,101325.0,,
0.184,60-29-7,False,"{""inlet_not_single_liquid"": 2}",,,,diethyl ether,350.0,water-RTZKZFJDLAIYFH-UHFFFAOYSA-N,False,101325.0,,
0.203333333333,60-29-7,False,"{""inlet_not_single_liquid"": 2}",,,,diethyl ether,350.0,water-RTZKZFJDLAIYFH-UHFFFAOYSA-N,False,101325.0,,
0.222666666667,60-29-7,False,"{""inlet_not_single_liquid"": 2}",,,,diethyl ether,350.0,water-RTZKZFJDLAIYFH-UHFFFAOYSA-N,False,101325.0,,
0.242,60-29-7,False,"{""inlet_not_single_liquid"": 2}",,,,diethyl ether,350.0,water-RTZKZFJDLAIYFH-UHFFFAOYSA-N,False,101325.0,,
0.261333333333,60-29-7,False,"{""inlet_not_single_liquid"": 2}",,,,diethyl ether,350.0,water-RTZKZFJDLAIYFH-UHFFFAOYSA-N,False,101325.0,,
0.280666666667,60-29-7,False,"{""inlet_not_single_liquid"": 2}",,,,diethyl ether,350.0,water-RTZKZFJDLAIYFH-UHFFFAOYSA-N,False,101325.0,,
0.3,60-29-7,False,"{""inlet_not_single_liquid"": 2}",,,,diethyl ether,350.0,water-RTZKZFJDLAIYFH-UHFFFAOYSA-N,False,101325.0,,
0.0001,60-29-7,True,{},3.280603453259534e-05,1.0627675076302223,0.999954979150181,diethyl ether,350.0,water-RTZKZFJDLAIYFH-UHFFFAOYSA-N,False,200000.0,4.5020849819055186e-05,True
0.000177827941004,60-29-7,True,{},5.833332740290409e-05,1.1115795573598795,0.99991994471588,diethyl ether,350.0,water-RTZKZFJDLAIYFH-UHFFFAOYSA-N,False,200000.0,8.00552841200286e-05,True
