additive_mass_fraction,cas_number,comparison_eligible,failure_counts,maximum_model_spread_delta_h_ratio,maximum_storage_bubble_pressure_ratio,minimum_paired_delta_h_ratio,name,outlet_temperature_k,pair_id,pareto_with_water,pressure_pa,required_net_heat_reduction_for_mass_parity,water_dominated_thermodynamic
0.0001,111-27-3,True,{},2.448478117667019e-05,1.0001631833468065,0.9999755977468608,1-hexanol,350.0,water-ZSIAUFGUXNUGDI-UHFFFAOYSA-N,False,101325.0,2.4402253139155228e-05,True
0.000133352143216,111-27-3,True,{},3.26511430015497e-05,1.0002175601142578,0.9999674593816521,1-hexanol,350.0,water-ZSIAUFGUXNUGDI-UHFFFAOYSA-N,False,101325.0,3.254061834789823e-05,True
0.000177827941004,111-27-3,True,{},4.3541287883197555e-05,1.0002900350711703,0.9999566069378623,1-hexanol,350.0,water-ZSIAUFGUXNUGDI-UHFFFAOYSA-N,False,101325.0,4.339306213774208e-05,True
0.000316227766017,111-27-3,True,{},7.743017251848894e-05,1.0005152877679007,0.9999228380537696,1-hexanol,350.0,water-ZSIAUFGUXNUGDI-UHFFFAOYSA-N,False,101325.0,7.716194623041961e-05,True
0.00056234132519,111-27-3,True,{},0.00013769751843017985,1.0009148234798442,0.9998627941218281,1-hexanol,350.0,water-ZSIAUFGUXNUGDI-UHFFFAOYSA-N,False,101325.0,0.00013720587817189767,True
0.001,111-27-3,True,{},0.0002448805192477588,1.0016220723143436,0.9997560400404458,1-hexanol,350.0,water-ZSIAUFGUXNUGDI-UHFFFAOYSA-N,False,101325.0,0.00024395995955417416,True
0.00177827941004,111-27-3,True,{},0.0004355157328215231,1.002869570716901,0.9995662672557979,1-hexanol,350.0,water-ZSIAUFGUXNUGDI-UHFFFAOYSA-N,False,101325.0,0.00043373274420210883,True
0.00316227766017,111-27-3,True,{},0.0007746237368525533,1.0050560325226827,0.9992290063228372,1-hexanol,350.0,water-ZSIAUFGUXNUGDI-UHFFFAOYSA-N,False,101325.0,0.0007709936771628234,True
0.00421696503429,111-27-3,True,{},0.0010331323792635017,1.0066950858428845,0.9989721727082524,1-hexanol,350.0,water-ZSIAUFGUXNUGDI-UHFFFAOYSA-N,False,101325.0,0.0010278272917475517,True
0.0056234132519,111-27-3,True,{},0.0013779752355562724,1.0088447154330327,0.9986299203588291,1-hexanol,350.0,water-ZSIAUFGUXNUGDI-UHFFFAOYSA-N,False,101325.0,0.0013700796411708627,True
0.00749894209332,111-27-3,True,{},0.0018380305974837752,1.0116480504695635,0.998173947765361,1-hexanol,350.0,water-ZSIAUFGUXNUGDI-UHFFFAOYSA-N,False,101325.0,0.0018260522346390529,True
0.01,111-27-3,True,{},0.002451864946536042,1.0152760554537485,0.9975666602576333,1-hexanol,350.0,water-ZSIAUFGUXNUGDI-UHFFFAOYSA-N,False,101325.0,0.0024333397423667025,True
0.0196666666666,111-27-3,False,"{""inlet_not_single_liquid"": 1}",,,,1-hexanol,350.0,water-ZSIAUFGUXNUGDI-UHFFFAOYSA-N,False,101325.0,,
0.0293333333333,111-27-3,False,"{""inlet_not_single_liquid"": 1}",,,,1-hexanol,350.0,water-ZSIAUFGUXNUGDI-UHFFFAOYSA-N,False,101325.0,,
0.0486666666667,111-27-3,False,"{""inlet_not_single_liquid"": 1}",,,,1-hexanol,350.0,water-ZSIAUFGUXNUGDI-UHFFFAOYSA-N,False,101325.0,,
0.068,111-27-3,False,"{""inlet_not_single_liquid"": 1}",,,,1-hexanol,350.0,water-ZSIAUFGUXNUGDI-UHFFFAOYSA-N,False,101325.0,,
0.0873333333333,111-27-3,False,"{""inlet_not_single_liquid"": 2}",,,,1-hexanol,350.0,water-ZSIAUFGUXNUGDI-UHFFFAOYSA-N,False,101325.0,,
0.106666666667,111-27-3,False,"{""inlet_not_single_liquid"": 2}",,,,1-hexanol,350.0,water-ZSIAUFGUXNUGDI-UHFFFAOYSA-N,False,101325.0,,
0.126,111-27-3,False,"{""inlet_not_single_liquid"": 2}",,,,1-hexanol,350.0,water-ZSIAUFGUXNUGDI-UHFFFAOYSA-N,False,101325.0,,
0.145333333333,111-27-3,False,"{""inlet_not_single_liquid"": 2}",,,,1-hexanol,350.0,water-ZSIAUFGUXNUGDI-UHFFFAOYSA-N,False,101325.0,,
