additive_mass_fraction,cas_number,comparison_eligible,failure_counts,maximum_model_spread_delta_h_ratio,maximum_storage_bubble_pressure_ratio,minimum_paired_delta_h_ratio,name,outlet_temperature_k,pair_id,pareto_with_water,pressure_pa,required_net_heat_reduction_for_mass_parity,water_dominated_thermodynamic
0.0001,108-20-3,True,{},4.2288978073456995e-05,1.3014108787167809,0.9999457157105889,diisopropyl ether,350.0,water-ZAFNJMIOTHYJRJ-UHFFFAOYSA-N,False,101325.0,5.428428941112173e-05,True
0.000177827941004,108-20-3,True,{},7.496037636112174e-05,1.5356796079702337,0.9999037078646891,diisopropyl ether,350.0,water-ZAFNJMIOTHYJRJ-UHFFFAOYSA-N,False,101325.0,9.629213531092695e-05,True
0.000316227766017,108-20-3,True,{},0.00013254108034288503,1.9515985617575806,0.9998295227386649,diisopropyl ether,350.0,water-ZAFNJMIOTHYJRJ-UHFFFAOYSA-N,False,101325.0,0.00017047726133512242,True
0.00056234132519,108-20-3,False,"{""inlet_not_single_liquid"": 1}",,,,diisopropyl ether,350.0,water-ZAFNJMIOTHYJRJ-UHFFFAOYSA-N,False,101325.0,,
0.001,108-20-3,False,"{""inlet_not_single_liquid"": 1}",,,,diisopropyl ether,350.0,water-ZAFNJMIOTHYJRJ-UHFFFAOYSA-N,False,101325.0,,
0.00177827941004,108-20-3,False,"{""inlet_not_single_liquid"": 1}",,,,diisopropyl ether,350.0,water-ZAFNJMIOTHYJRJ-UHFFFAOYSA-N,False,101325.0,,
0.00316227766017,108-20-3,False,"{""inlet_not_single_liquid"": 2}",,,,diisopropyl ether,350.0,water-ZAFNJMIOTHYJRJ-UHFFFAOYSA-N,False,101325.0,,
0.0056234132519,108-20-3,False,"{""inlet_not_single_liquid"": 2}",,,,diisopropyl ether,350.0,water-ZAFNJMIOTHYJRJ-UHFFFAOYSA-N,False,101325.0,,
0.01,108-20-3,False,"{""inlet_not_single_liquid"": 2}",,,,diisopropyl ether,350.0,water-ZAFNJMIOTHYJRJ-UHFFFAOYSA-N,False,101325.0,,
0.0293333333333,108-20-3,False,"{""inlet_not_single_liquid"": 2}",,,,diisopropyl ether,350.0,water-ZAFNJMIOTHYJRJ-UHFFFAOYSA-N,False,101325.0,,
