additive_mass_fraction,cas_number,comparison_eligible,failure_counts,maximum_model_spread_delta_h_ratio,maximum_storage_bubble_pressure_ratio,minimum_paired_delta_h_ratio,name,outlet_temperature_k,pair_id,pareto_with_water,pressure_pa,required_net_heat_reduction_for_mass_parity,water_dominated_thermodynamic
0.0001,111-76-2,True,{},2.3493626884474317e-05,1.000054496254992,0.999955384363421,2-butoxyethanol,350.0,water-POAOYUHQDCAZBD-UHFFFAOYSA-N,False,101325.0,4.461563657898182e-05,True
0.000177827941004,111-76-2,True,{},4.1776783211155966e-05,1.0000968662185028,0.9999206632775234,2-butoxyethanol,350.0,water-POAOYUHQDCAZBD-UHFFFAOYSA-N,False,101325.0,7.933672247661949e-05,True
0.000316227766017,111-76-2,True,{},7.428620887794946e-05,1.0001721182008365,0.9998589245554531,2-butoxyethanol,350.0,water-POAOYUHQDCAZBD-UHFFFAOYSA-N,False,101325.0,0.0001410754445468898,True
0.00056234132519,111-76-2,True,{},0.00013208713796153404,1.000305641481691,0.9997491518838552,2-butoxyethanol,350.0,water-POAOYUHQDCAZBD-UHFFFAOYSA-N,False,101325.0,0.0002508481161448417,True
0.001,111-76-2,True,{},0.00023484199085610502,1.0005421500200629,0.9995539960473246,2-butoxyethanol,350.0,water-POAOYUHQDCAZBD-UHFFFAOYSA-N,False,101325.0,0.00044600395267535564,True
0.00177827941004,111-76-2,True,{},0.00041746969041422943,1.0009597893889957,0.9992071143952059,2-butoxyethanol,350.0,water-POAOYUHQDCAZBD-UHFFFAOYSA-N,False,101325.0,0.0007928856047940691,True
0.00316227766017,111-76-2,True,{},0.0007419192342380532,1.0016932425878322,0.9985907665858266,2-butoxyethanol,350.0,water-POAOYUHQDCAZBD-UHFFFAOYSA-N,False,101325.0,0.0014092334141734275,True
0.0056234132519,111-76-2,True,{},0.001317889545735751,1.0029687266681064,0.9974963175828501,2-butoxyethanol,350.0,water-POAOYUHQDCAZBD-UHFFFAOYSA-N,False,101325.0,0.0025036824171499328,True
0.01,111-76-2,True,{},0.0023389890438624272,1.0051478991996294,0.9955550723952372,2-butoxyethanol,350.0,water-POAOYUHQDCAZBD-UHFFFAOYSA-N,False,101325.0,0.004444927604762783,True
0.0293333333333,111-76-2,True,{},0.00680155563190743,1.0135082012355137,0.9870544084116808,2-butoxyethanol,350.0,water-POAOYUHQDCAZBD-UHFFFAOYSA-N,False,101325.0,0.012945591588319205,True
0.0486666666667,111-76-2,False,"{""inlet_not_single_liquid"": 1}",,,,2-butoxyethanol,350.0,water-POAOYUHQDCAZBD-UHFFFAOYSA-N,False,101325.0,,
0.068,111-76-2,False,"{""inlet_not_single_liquid"": 1}",,,,2-butoxyethanol,350.0,water-POAOYUHQDCAZBD-UHFFFAOYSA-N,False,101325.0,,
0.0873333333333,111-76-2,False,"{""inlet_not_single_liquid"": 1}",,,,2-butoxyethanol,350.0,water-POAOYUHQDCAZBD-UHFFFAOYSA-N,False,101325.0,,
0.106666666667,111-76-2,False,"{""inlet_not_single_liquid"": 1}",,,,2-butoxyethanol,350.0,water-POAOYUHQDCAZBD-UHFFFAOYSA-N,False,101325.0,,
0.126,111-76-2,False,"{""inlet_not_single_liquid"": 1}",,,,2-butoxyethanol,350.0,water-POAOYUHQDCAZBD-UHFFFAOYSA-N,False,101325.0,,
0.145333333333,111-76-2,False,"{""inlet_not_single_liquid"": 1}",,,,2-butoxyethanol,350.0,water-POAOYUHQDCAZBD-UHFFFAOYSA-N,False,101325.0,,
0.164666666667,111-76-2,False,"{""inlet_not_single_liquid"": 1}",,,,2-butoxyethanol,350.0,water-POAOYUHQDCAZBD-UHFFFAOYSA-N,False,101325.0,,
0.184,111-76-2,False,"{""inlet_not_single_liquid"": 1}",,,,2-butoxyethanol,350.0,water-POAOYUHQDCAZBD-UHFFFAOYSA-N,False,101325.0,,
0.203333333333,111-76-2,False,"{""inlet_not_single_liquid"": 2}",,,,2-butoxyethanol,350.0,water-POAOYUHQDCAZBD-UHFFFAOYSA-N,False,101325.0,,
0.222666666667,111-76-2,False,"{""inlet_not_single_liquid"": 2}",,,,2-butoxyethanol,350.0,water-POAOYUHQDCAZBD-UHFFFAOYSA-N,False,101325.0,,
0.242,111-76-2,False,"{""inlet_not_single_liquid"": 2}",,,,2-butoxyethanol,350.0,water-POAOYUHQDCAZBD-UHFFFAOYSA-N,False,101325.0,,
0.261333333333,111-76-2,False,"{""inlet_not_single_liquid"": 2}",,,,2-butoxyethanol,350.0,water-POAOYUHQDCAZBD-UHFFFAOYSA-N,False,101325.0,,
0.280666666667,111-76-2,False,"{""inlet_not_single_liquid"": 2}",,,,2-butoxyethanol,350.0,water-POAOYUHQDCAZBD-UHFFFAOYSA-N,False,101325.0,,
0.3,111-76-2,False,"{""inlet_not_single_liquid"": 2}",,,,2-butoxyethanol,350.0,water-POAOYUHQDCAZBD-UHFFFAOYSA-N,False,101325.0,,
0.0001,111-76-2,True,{},2.3493626884474317e-05,1.000054496254992,0.999955384363421,2-butoxyethanol,350.0,water-POAOYUHQDCAZBD-UHFFFAOYSA-N,False,200000.0,4.461563657898182e-05,True
0.000177827941004,111-76-2,True,{},4.1776783211155966e-05,1.0000968662185028,0.9999206632775234,2-butoxyethanol,350.0,water-POAOYUHQDCAZBD-UHFFFAOYSA-N,False,200000.0,7.933672247661949e-05,True
0.000316227766017,111-76-2,True,{},7.428620887794946e-05,1.0001721182008365,0.9998589245554531,2-butoxyethanol,350.0,water-POAOYUHQDCAZBD-UHFFFAOYSA-N,False,200000.0,0.0001410754445468898,True
0.00056234132519,111-76-2,True,{},0.00013208713796153404,1.000305641481691,0.9997491518838552,2-butoxyethanol,350.0,water-POAOYUHQDCAZBD-UHFFFAOYSA-N,False,200000.0,0.0002508481161448417,True
0.001,111-76-2,True,{},0.00023484199085610502,1.0005421500200629,0.9995539960473246,2-butoxyethanol,350.0,water-POAOYUHQDCAZBD-UHFFFAOYSA-N,False,200000.0,0.00044600395267535564,True
0.00177827941004,111-76-2,True,{},0.00041746969041422943,1.0009597893889957,0.9992071143952059,2-butoxyethanol,350.0,water-POAOYUHQDCAZBD-UHFFFAOYSA-N,False,200000.0,0.0007928856047940691,True
0.00316227766017,111-76-2,True,{},0.0007419192342380532,1.0016932425878322,0.9985907665858266,2-butoxyethanol,350.0,water-POAOYUHQDCAZBD-UHFFFAOYSA-N,False,200000.0,0.0014092334141734275,True
0.0056234132519,111-76-2,True,{},0.001317889545735751,1.0029687266681064,0.9974963175828501,2-butoxyethanol,350.0,water-POAOYUHQDCAZBD-UHFFFAOYSA-N,False,200000.0,0.0025036824171499328,True
0.01,111-76-2,True,{},0.0023389890438624272,1.0051478991996294,0.9955550723952372,2-butoxyethanol,350.0,water-POAOYUHQDCAZBD-UHFFFAOYSA-N,False,200000.0,0.004444927604762783,True
0.0293333333333,111-76-2,True,{},0.00680155563190743,1.0135082012355137,0.9870544084116808,2-butoxyethanol,350.0,water-POAOYUHQDCAZBD-UHFFFAOYSA-N,False,200000.0,0.012945591588319205,True
