additive_mass_fraction,cas_number,comparison_eligible,failure_counts,maximum_model_spread_delta_h_ratio,maximum_storage_bubble_pressure_ratio,minimum_paired_delta_h_ratio,name,outlet_temperature_k,pair_id,pareto_with_water,pressure_pa,required_net_heat_reduction_for_mass_parity,water_dominated_thermodynamic
0.0001,64-17-5,True,{},1.6824806022053274e-05,1.0007079270547559,0.9999590245621628,ethanol,350.0,water-LFQSCWFLJHTTHZ-UHFFFAOYSA-N,False,101325.0,4.097543783720958e-05,True
0.000133352143216,64-17-5,True,{},2.243685221603453e-05,1.0009439568719136,0.9999453587778986,ethanol,350.0,water-LFQSCWFLJHTTHZ-UHFFFAOYSA-N,False,101325.0,5.4641222101414755e-05,True
0.000177827941004,64-17-5,True,{},2.9921112849051745e-05,1.001258646201741,0.9999271354748627,ethanol,350.0,water-LFQSCWFLJHTTHZ-UHFFFAOYSA-N,False,101325.0,7.286452513732833e-05,True
0.000316227766017,64-17-5,True,{},5.321412570569173e-05,1.0022374472539777,0.9998704304746913,ethanol,350.0,water-LFQSCWFLJHTTHZ-UHFFFAOYSA-N,False,101325.0,0.000129569525308737,True
0.00056234132519,64-17-5,True,{},9.464862679553487e-05,1.0039763494920406,0.9997696016984936,ethanol,350.0,water-LFQSCWFLJHTTHZ-UHFFFAOYSA-N,False,101325.0,0.00023039830150639595,True
0.001,64-17-5,True,{},0.0001683718343873375,1.007063298770475,0.9995903270090517,ethanol,350.0,water-LFQSCWFLJHTTHZ-UHFFFAOYSA-N,False,101325.0,0.00040967299094829546,True
0.00177827941004,64-17-5,True,{},0.0002996018185238425,1.012536017563372,0.9992716119622599,ethanol,350.0,water-LFQSCWFLJHTTHZ-UHFFFAOYSA-N,False,101325.0,0.0007283880377401131,True
0.00316227766017,64-17-5,True,{},0.0005333726889328316,1.0222153052743423,0.9987051172499678,ethanol,350.0,water-LFQSCWFLJHTTHZ-UHFFFAOYSA-N,False,101325.0,0.0012948827500322002,True
0.0056234132519,64-17-5,True,{},0.0009503576943683534,1.039262136811343,0.9976985814005099,ethanol,350.0,water-LFQSCWFLJHTTHZ-UHFFFAOYSA-N,False,101325.0,0.0023014185994900682,True
0.01,64-17-5,True,{},0.0016958332697220024,1.0690585789132334,0.9959113515965029,ethanol,350.0,water-LFQSCWFLJHTTHZ-UHFFFAOYSA-N,False,101325.0,0.004088648403497097,True
0.0293333333333,64-17-5,True,{},0.005046060163690469,1.1930508672583546,0.9880565097408547,ethanol,350.0,water-LFQSCWFLJHTTHZ-UHFFFAOYSA-N,False,101325.0,0.011943490259145317,True
0.0486666666667,64-17-5,True,{},0.008480033294496425,1.3053591345353068,0.9802650024175318,ethanol,350.0,water-LFQSCWFLJHTTHZ-UHFFFAOYSA-N,False,101325.0,0.019734997582468217,True
0.068,64-17-5,True,{},0.011985111131421089,1.4069529097787117,0.9725338697940821,ethanol,350.0,water-LFQSCWFLJHTTHZ-UHFFFAOYSA-N,False,101325.0,0.027466130205917927,True
0.0873333333333,64-17-5,True,{},0.015548711791722236,1.4987343202636039,0.9648600568330703,ethanol,350.0,water-LFQSCWFLJHTTHZ-UHFFFAOYSA-N,False,101325.0,0.0351399431669297,True
0.106666666667,64-17-5,True,{},0.019158304878154286,1.5815424907323057,0.9572404119203628,ethanol,350.0,water-LFQSCWFLJHTTHZ-UHFFFAOYSA-N,False,101325.0,0.0427595880796372,True
0.126,64-17-5,True,{},0.022801403026382894,1.6561576849614865,0.9496716855825671,ethanol,350.0,water-LFQSCWFLJHTTHZ-UHFFFAOYSA-N,False,101325.0,0.05032831441743291,True
0.145333333333,64-17-5,True,{},0.02646555313677601,1.7233052027357803,0.9421505293044561,ethanol,350.0,water-LFQSCWFLJHTTHZ-UHFFFAOYSA-N,False,101325.0,0.057849470695543914,True
0.164666666667,64-17-5,True,{},0.030138327260286868,1.7836590445457488,0.9346734944650803,ethanol,350.0,water-LFQSCWFLJHTTHZ-UHFFFAOYSA-N,False,101325.0,0.0653265055349197,True
0.184,64-17-5,True,{},0.03380731310882645,1.8378453557183148,0.9272370314077649,ethanol,350.0,water-LFQSCWFLJHTTHZ-UHFFFAOYSA-N,False,101325.0,0.07276296859223508,True
0.203333333333,64-17-5,True,{},0.037460104160271346,1.8864456610261937,0.9198374886576378,ethanol,350.0,water-LFQSCWFLJHTTHZ-UHFFFAOYSA-N,False,101325.0,0.08016251134236219,True
0.222666666667,64-17-5,True,{},0.04108428932073249,1.9299999000657686,0.9124711123135091,ethanol,350.0,water-LFQSCWFLJHTTHZ-UHFFFAOYSA-N,False,101325.0,0.08752888768649092,True
0.242,64-17-5,True,{},0.04466744210992357,1.969009273107016,0.9051340456322337,ethanol,350.0,water-LFQSCWFLJHTTHZ-UHFFFAOYSA-N,False,101325.0,0.09486595436776635,True
